@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute CanberraDistanceMin numeric
@attribute CanberraDistanceMax numeric
@attribute CanberraDistanceMean numeric
@attribute CanberraDistanceStandardDeviation numeric
@attribute CanberraDistanceSkewness numeric
@attribute CanberraDistanceKurtosis numeric
@attribute KendallTauMin numeric
@attribute KendallTauMax numeric
@attribute KendallTauMean numeric
@attribute KendallTauStandardDeviation numeric
@attribute KendallTauSkewness numeric
@attribute KendallTauKurtosis numeric
@attribute CayleyDistanceMin numeric
@attribute CayleyDistanceMax numeric
@attribute CayleyDistanceMean numeric
@attribute CayleyDistanceStandardDeviation numeric
@attribute CayleyDistanceSkewness numeric
@attribute CayleyDistanceKurtosis numeric
@attribute LevenshteinDistanceMin numeric
@attribute LevenshteinDistanceMax numeric
@attribute LevenshteinDistanceMean numeric
@attribute LevenshteinDistanceStandardDeviation numeric
@attribute LevenshteinDistanceSkewness numeric
@attribute LevenshteinDistanceKurtosis numeric
@attribute LMaxMin numeric
@attribute LMaxMax numeric
@attribute LMaxMean numeric
@attribute LMaxStandardDeviation numeric
@attribute LMaxSkewness numeric
@attribute LMaxKurtosis numeric
@attribute LAbsMin numeric
@attribute LAbsMax numeric
@attribute LAbsMean numeric
@attribute LAbsStandardDeviation numeric
@attribute LAbsSkewness numeric
@attribute LAbsKurtosis numeric
@attribute LSquareMin numeric
@attribute LSquareMax numeric
@attribute LSquareMean numeric
@attribute LSquareStandardDeviation numeric
@attribute LSquareSkewness numeric
@attribute LSquareKurtosis numeric

@data
BordaCo0,0.524993,0.650643,0.576042,0.035131,0.484627,0.078436,0.323418,0.470253,0.390253,0.033878,0.28586,0.101884,0.898734,0.987342,0.937975,0.021143,0.485385,0.063363,0.734177,0.822785,0.78481,0.024675,-0.161997,0.055708,0.746835,0.949367,0.848101,0.06367,0.106085,0.120985,0.465,0.630625,0.527438,0.03964,0.674423,0.127193,0.496412,0.674367,0.583562,0.041108,0.028872,0.119873
BordaCo0,0.249506,0.563216,0.417638,0.098111,-0.187823,0.175037,0.111709,0.37057,0.237927,0.079327,-0.045562,0.140185,0.848101,0.962025,0.913291,0.031077,-0.295021,0.068308,0.632911,0.810127,0.727215,0.04828,-0.31504,0.108341,0.316456,0.962025,0.688608,0.197582,-0.450551,0.396748,0.15875,0.51,0.331437,0.106214,-0.059176,0.191986,0.179532,0.556037,0.37671,0.118745,-0.153758,0.205757
BordaCo0,0.372706,0.539432,0.447523,0.043655,0.236607,0.115298,0.193038,0.325949,0.260823,0.03439,-0.117143,0.081477,0.873418,0.987342,0.922785,0.033942,0.402399,0.082512,0.64557,0.78481,0.733544,0.032636,-0.609878,0.117623,0.493671,0.936709,0.753797,0.12184,-0.602944,0.329632,0.275,0.439375,0.361812,0.043438,-0.01572,0.102539,0.301854,0.507965,0.417119,0.052313,-0.366953,0.13955
BordaCo0,0.206424,0.371414,0.295845,0.046604,-0.312558,0.105921,0.08481,0.216772,0.145601,0.03665,0.119987,0.069308,0.78481,0.974684,0.886076,0.043112,0.075934,0.144434,0.518987,0.734177,0.662025,0.05049,-0.878433,0.20116,0.303797,0.822785,0.543038,0.147831,0.469548,0.309564,0.1275,0.294375,0.209,0.049713,0.097318,0.090779,0.150985,0.356968,0.245005,0.057516,0.172319,0.110991
BordaCo0,0.127533,0.212497,0.16738,0.023113,-0.023276,0.045954,0.047785,0.076899,0.060965,0.008349,0.139816,0.01705,0.721519,0.873418,0.812025,0.043163,-0.453627,0.098418,0.468354,0.632911,0.551266,0.042263,0.169006,0.106345,0.151899,0.379747,0.234177,0.050236,0.871118,0.222442,0.07625,0.11375,0.092688,0.010972,0.246074,0.023268,0.087886,0.13448,0.106911,0.012198,0.310822,0.030562
BordaCo0,0.292108,0.420581,0.363578,0.041339,-0.332951,0.069424,0.146203,0.246519,0.189272,0.029051,0.310104,0.055371,0.873418,0.974684,0.91519,0.026582,0.281179,0.069962,0.620253,0.734177,0.697468,0.028837,-0.935245,0.105037,0.379747,0.987342,0.655696,0.144913,0.356402,0.406496,0.2125,0.34,0.267844,0.037621,0.185088,0.070677,0.2482,0.406363,0.311891,0.045395,0.42066,0.093998
BordaCo0,0.254291,0.406468,0.337658,0.036809,-0.326508,0.100031,0.142722,0.231962,0.172057,0.020699,1.174443,0.089046,0.822785,0.974684,0.906329,0.042814,-0.243141,0.091841,0.620253,0.759494,0.689241,0.031639,0.001585,0.096766,0.379747,0.936709,0.603797,0.142825,0.569738,0.387353,0.206875,0.338125,0.246063,0.030066,1.469302,0.1573,0.244297,0.384169,0.285867,0.035389,1.301834,0.142072
BordaCo0,0.343031,0.548581,0.456205,0.065353,-0.295731,0.116518,0.154114,0.328797,0.262089,0.051403,-0.399389,0.09969,0.822785,0.974684,0.939241,0.034804,-1.782113,0.230199,0.64557,0.810127,0.742405,0.048413,-0.449524,0.091225,0.506329,0.936709,0.744937,0.116722,-0.187087,0.261294,0.224375,0.455625,0.36825,0.067035,-0.470684,0.141543,0.260504,0.507527,0.41435,0.067013,-0.49436,0.164743
BordaCo0,0.161983,0.277206,0.215033,0.03089,0.083921,0.066474,0.061392,0.110127,0.085981,0.014937,0.111527,0.023501,0.772152,0.924051,0.85443,0.039322,-0.390297,0.097104,0.481013,0.632911,0.582278,0.036905,-1.053203,0.144401,0.21519,0.582278,0.328481,0.102483,1.285294,0.415038,0.09125,0.16375,0.128875,0.020627,-0.015855,0.037562,0.106735,0.198565,0.15108,0.027002,0.200196,0.045273
BordaCo0,0.276667,0.489227,0.384046,0.047792,0.11526,0.160071,0.156329,0.261076,0.206646,0.025937,0.302418,0.068539,0.835443,0.974684,0.911392,0.033491,-0.129588,0.090083,0.658228,0.759494,0.717089,0.029217,-0.643531,0.074159,0.405063,0.886076,0.649367,0.132887,-0.072011,0.240618,0.22875,0.37375,0.298187,0.036526,0.283538,0.092653,0.263723,0.414417,0.336127,0.04206,0.36915,0.094799
BordaCo0,0.422486,0.545277,0.494805,0.02886,-0.612215,0.088852,0.248101,0.327532,0.291345,0.021054,-0.052116,0.04853,0.886076,0.974684,0.927215,0.022242,0.445842,0.056394,0.670886,0.810127,0.766456,0.029814,-1.428869,0.172214,0.531646,0.936709,0.777215,0.102242,-0.532785,0.258356,0.35,0.456875,0.409031,0.026992,-0.252794,0.063949,0.393825,0.501697,0.454456,0.028499,-0.162661,0.063482
BordaCo0,0.170877,0.327233,0.244905,0.039763,0.264157,0.109844,0.077215,0.153165,0.109446,0.020025,0.477751,0.048512,0.759494,0.936709,0.852532,0.044624,-0.297687,0.110101,0.582278,0.670886,0.629747,0.024958,-0.041586,0.0452,0.202532,0.594937,0.408861,0.113296,-0.03825,0.207425,0.110625,0.21875,0.158531,0.02945,0.469422,0.072757,0.125695,0.263323,0.186834,0.036712,0.341599,0.083569
BordaCo0,0.493759,0.666335,0.573157,0.046386,0.291369,0.10678,0.317089,0.459494,0.387753,0.037666,0.180816,0.082638,0.898734,0.987342,0.932911,0.023715,0.43887,0.05613,0.759494,0.835443,0.798734,0.020761,0.179513,0.045968,0.658228,1,0.857595,0.096806,-0.511449,0.230138,0.445625,0.609375,0.520281,0.046548,0.320976,0.098717,0.494224,0.660174,0.578081,0.046311,0.043613,0.092499
BordaCo0,0.498164,0.65615,0.567465,0.04119,0.461227,0.104435,0.335127,0.421835,0.383418,0.024805,-0.295248,0.056434,0.911392,0.974684,0.948101,0.020761,-0.247511,0.040459,0.746835,0.822785,0.788608,0.017946,-0.433735,0.051037,0.721519,0.949367,0.851266,0.059625,-0.243096,0.160135,0.461875,0.5725,0.521219,0.035554,-0.108634,0.064169,0.513165,0.622283,0.573244,0.030492,-0.282272,0.074669
BordaCo0,0.455859,0.600598,0.522209,0.037216,0.189695,0.087185,0.268354,0.382911,0.316614,0.030139,0.590319,0.092711,0.848101,0.962025,0.922785,0.027704,-0.902567,0.09506,0.721519,0.810127,0.773418,0.022251,-0.2629,0.061257,0.481013,0.974684,0.753797,0.122822,-0.108877,0.327224,0.36625,0.5225,0.440875,0.039874,0.298762,0.112429,0.426927,0.582122,0.488404,0.041344,0.607168,0.130675
BordaCo0,0.210102,0.60772,0.384236,0.108797,0.064893,0.244318,0.070253,0.376266,0.212516,0.078403,-0.010328,0.178275,0.810127,0.987342,0.910759,0.051492,-0.235731,0.091943,0.594937,0.78481,0.706962,0.054632,-0.289372,0.111344,0.265823,0.949367,0.653165,0.190396,-0.503755,0.454441,0.105,0.53,0.301219,0.108812,-0.011948,0.250657,0.124571,0.575917,0.343292,0.116301,-0.143537,0.267654
BordaCo0,0.472938,0.684196,0.560188,0.049634,0.36022,0.157117,0.304747,0.466139,0.380585,0.038,0.107812,0.113028,0.873418,0.987342,0.942405,0.03061,-0.490464,0.081094,0.734177,0.848101,0.776582,0.026026,0.698133,0.097764,0.772152,0.987342,0.887975,0.060743,0.105738,0.127191,0.41375,0.62625,0.516594,0.050291,0.06195,0.132619,0.471243,0.667923,0.573139,0.0459,-0.173691,0.141131
BordaCo0,0.154836,0.354154,0.237046,0.057584,0.405852,0.113634,0.049367,0.172152,0.102009,0.034058,0.35833,0.072228,0.683544,0.936709,0.863924,0.067562,-1.441195,0.285668,0.531646,0.708861,0.617722,0.051356,0.454988,0.121968,0.164557,0.607595,0.384177,0.14823,0.052699,0.260582,0.075625,0.24875,0.150094,0.048298,0.285263,0.099304,0.087886,0.273947,0.174285,0.054909,0.126353,0.10159
BordaCo0,0.191923,0.31205,0.254639,0.034937,0.074245,0.069019,0.082278,0.145886,0.109304,0.018573,0.368023,0.040439,0.759494,0.936709,0.875949,0.039342,-1.09593,0.181925,0.56962,0.708861,0.623418,0.037094,0.33752,0.090507,0.21519,0.772152,0.424051,0.134052,0.986504,0.449427,0.12375,0.21125,0.160719,0.025676,0.341614,0.051267,0.137539,0.256034,0.189028,0.029717,0.317782,0.075851
BordaCo0,0.109866,0.204825,0.165902,0.027707,-0.418703,0.064163,0.043671,0.075,0.060127,0.009557,-0.158889,0.018303,0.721519,0.873418,0.808861,0.043464,-0.330066,0.099354,0.481013,0.620253,0.546203,0.034959,0.214295,0.087437,0.126582,0.417722,0.246203,0.063729,0.566858,0.239019,0.06875,0.11625,0.091,0.013768,0.08209,0.027971,0.082307,0.145369,0.107876,0.016672,0.402357,0.043178
BordaCo0,0.262961,0.564683,0.406738,0.078509,0.083662,0.169648,0.126899,0.334177,0.223845,0.060146,0.310936,0.119089,0.873418,0.962025,0.918354,0.023842,-0.010439,0.063414,0.632911,0.78481,0.720886,0.040124,-0.566521,0.097651,0.405063,0.974684,0.656329,0.16197,-0.003565,0.310413,0.1775,0.466875,0.317125,0.082809,0.236974,0.158347,0.212838,0.509808,0.358019,0.08922,0.271768,0.166279
BordaCo0,0.17984,0.319986,0.26713,0.035484,-0.604485,0.098607,0.085443,0.141456,0.120886,0.014635,-0.753072,0.039755,0.78481,0.949367,0.865823,0.038685,-0.055072,0.115487,0.582278,0.708861,0.643671,0.035188,-0.012534,0.077398,0.303797,0.860759,0.452532,0.16821,1.070912,0.471646,0.12375,0.211875,0.175812,0.02071,-0.615421,0.062371,0.14293,0.258358,0.206706,0.0292,-0.116087,0.076276
BordaCo0,0.121769,0.245101,0.167343,0.027887,0.669238,0.111457,0.042722,0.08038,0.06163,0.009366,0.258026,0.023606,0.746835,0.886076,0.832278,0.039398,-0.463276,0.083855,0.443038,0.582278,0.534177,0.037465,-0.588725,0.102384,0.139241,0.417722,0.250633,0.078297,0.406768,0.177982,0.069375,0.116875,0.094125,0.012256,0.194466,0.030957,0.078219,0.139695,0.111632,0.016794,0.004243,0.035763
BordaCo0,0.368702,0.579086,0.459295,0.05988,0.353355,0.135946,0.193038,0.39557,0.270918,0.051403,0.831067,0.168318,0.873418,0.974684,0.924051,0.034896,-0.042956,0.054979,0.708861,0.78481,0.746203,0.022811,-0.232859,0.045268,0.493671,0.936709,0.74557,0.138831,-0.102336,0.235835,0.271875,0.53625,0.377437,0.069333,0.823678,0.225783,0.303287,0.590676,0.42532,0.073866,0.516539,0.214688
BordaCo0,0.117466,0.198519,0.15659,0.024095,0.284394,0.045355,0.043671,0.074684,0.055016,0.008153,0.785602,0.025571,0.734177,0.886076,0.803165,0.037438,0.345927,0.095198,0.468354,0.620253,0.525949,0.03952,0.588192,0.107183,0.126582,0.303797,0.21519,0.051105,-0.10485,0.100426,0.06875,0.113125,0.085625,0.011924,0.621066,0.032554,0.080362,0.134043,0.099818,0.014118,0.942763,0.045651
BordaCo0,0.494766,0.670045,0.557581,0.042366,0.798358,0.142566,0.314241,0.460127,0.375649,0.035141,0.352169,0.100011,0.860759,0.962025,0.927215,0.027112,-0.72323,0.087902,0.746835,0.822785,0.78038,0.019312,0.179322,0.050677,0.670886,0.987342,0.840506,0.090699,-0.244038,0.176113,0.428125,0.619375,0.510687,0.043449,0.438157,0.137508,0.484935,0.660706,0.564403,0.042912,0.099591,0.115449
BordaCo0,0.110679,0.319873,0.21228,0.047654,0.024734,0.139787,0.04557,0.136392,0.088291,0.022624,0.097724,0.056397,0.683544,0.924051,0.835443,0.052191,-0.881688,0.233434,0.531646,0.683544,0.603797,0.049041,0.201813,0.09196,0.113924,0.56962,0.357595,0.124017,-0.053015,0.239765,0.0725,0.19375,0.12925,0.029942,-0.022523,0.074725,0.078667,0.21972,0.152647,0.036455,-0.293556,0.08131
BordaCo0,0.478784,0.639149,0.552551,0.043506,0.218737,0.100167,0.297152,0.432595,0.358592,0.037487,0.236659,0.075617,0.873418,0.974684,0.936076,0.025466,-0.484193,0.073063,0.721519,0.835443,0.782278,0.027325,0.109746,0.087911,0.746835,0.974684,0.827215,0.063955,0.680766,0.163796,0.406875,0.588125,0.4945,0.045792,0.144367,0.107041,0.472423,0.627114,0.544485,0.044061,0.18902,0.089245
BordaCo0,0.186036,0.394856,0.287737,0.046639,0.064931,0.14329,0.083544,0.183544,0.131282,0.024916,0.017896,0.062548,0.810127,0.936709,0.896835,0.034498,-0.805447,0.093589,0.556962,0.746835,0.663924,0.047947,0.003492,0.124178,0.240506,0.696203,0.441139,0.12209,0.568416,0.31447,0.123125,0.266875,0.191219,0.034789,0.128049,0.093889,0.147292,0.292847,0.217412,0.036193,-0.204634,0.094139
BordaCo0,0.282634,0.409365,0.321837,0.026816,1.579084,0.165426,0.137342,0.175316,0.154003,0.010522,0.418451,0.026161,0.848101,0.974684,0.903165,0.032587,0.647543,0.094516,0.620253,0.721519,0.679114,0.028663,-0.234547,0.062855,0.379747,0.810127,0.553165,0.12175,0.538319,0.279844,0.191875,0.26625,0.222781,0.017375,0.688998,0.059389,0.222319,0.307814,0.258662,0.020176,0.14967,0.06369
BordaCo0,0.490694,0.656206,0.56106,0.050287,0.180431,0.09768,0.299684,0.445253,0.360032,0.039218,0.222962,0.085801,0.873418,0.974684,0.929114,0.030062,-0.43541,0.063593,0.734177,0.822785,0.781646,0.022242,-0.003456,0.061994,0.721519,0.962025,0.832911,0.068822,0.348094,0.157182,0.41125,0.6,0.492031,0.054854,0.101863,0.103775,0.463152,0.645234,0.544724,0.049682,0.027516,0.103132
BordaCo0,0.377765,0.621775,0.501379,0.061104,0.067484,0.175095,0.20443,0.431013,0.308608,0.05473,0.449701,0.153986,0.886076,0.987342,0.939241,0.027325,0.009543,0.062543,0.721519,0.810127,0.770253,0.026332,-0.233189,0.049925,0.544304,0.924051,0.779747,0.106239,-0.977022,0.323414,0.295,0.593125,0.427812,0.073344,0.516931,0.207634,0.334018,0.630628,0.474605,0.073074,0.341433,0.194365
BordaCo0,0.305844,0.449935,0.370396,0.03587,0.450769,0.099488,0.169937,0.264241,0.200981,0.026338,0.773874,0.06739,0.860759,0.974684,0.918987,0.032618,0.025248,0.064727,0.64557,0.746835,0.715823,0.023842,-1.402311,0.112405,0.392405,0.911392,0.66519,0.144297,0.275341,0.331402,0.24375,0.365,0.285938,0.036172,0.708921,0.084389,0.277623,0.423717,0.331612,0.042116,0.621108,0.090289
BordaCo0,0.307596,0.485185,0.409449,0.046904,-0.439637,0.108004,0.172468,0.280063,0.229193,0.031836,-0.22282,0.065375,0.835443,0.974684,0.923418,0.033842,-0.715786,0.10977,0.683544,0.78481,0.73038,0.024708,0.263016,0.062266,0.43038,0.987342,0.738608,0.127294,-0.169305,0.393231,0.235625,0.39125,0.322125,0.044025,-0.412916,0.096179,0.277729,0.446322,0.370316,0.045523,-0.172247,0.101287
BordaCo0,0.30671,0.492681,0.40731,0.046123,-0.376744,0.122451,0.142405,0.282595,0.216519,0.033112,-0.206453,0.090956,0.848101,0.962025,0.921519,0.024217,-1.084834,0.119935,0.670886,0.772152,0.718987,0.024545,0.077357,0.061021,0.379747,0.936709,0.663291,0.12793,-0.072202,0.351856,0.203125,0.394375,0.30625,0.04622,-0.232843,0.122685,0.231386,0.457449,0.349993,0.054056,-0.156423,0.14975
BordaCo0,0.226959,0.398493,0.298666,0.049713,0.495897,0.106108,0.080063,0.208861,0.138908,0.031383,0.180832,0.088783,0.822785,0.974684,0.898101,0.03546,-0.085189,0.103045,0.544304,0.721519,0.663924,0.041882,-1.209769,0.176089,0.253165,0.683544,0.470886,0.126367,0.021807,0.250515,0.11625,0.305,0.200906,0.045299,0.274836,0.133575,0.139401,0.345234,0.231901,0.050562,0.219087,0.14571
BordaCo0,0.321728,0.542706,0.420302,0.054436,0.244477,0.128753,0.16962,0.312658,0.232104,0.038696,0.239276,0.083167,0.898734,0.974684,0.93481,0.020905,-0.093073,0.044765,0.670886,0.78481,0.727215,0.031385,0.18762,0.059538,0.531646,0.936709,0.727215,0.10722,0.04706,0.265713,0.233125,0.4475,0.32675,0.05486,0.231946,0.126824,0.285839,0.492346,0.37871,0.054342,0.034484,0.130724
