@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute Min numeric
@attribute Max numeric
@attribute Mean numeric
@attribute StandardDeviation numeric
@attribute Skewness numeric
@attribute Kurtosis numeric

@data
BordaCo0,0,49,15.979158,11.871974,0.580139,28.760185
BordaCo0,0,49,15.931158,12.177464,0.612884,30.092862
BordaCo0,0,49,15.624421,12.044924,0.572224,28.580715
BordaCo0,0,49,15.425895,11.941316,0.602363,29.569001
BordaCo0,0,49,14.434105,12.076161,0.646723,29.865048
BordaCo0,0,49,15.604632,12.179219,0.563552,28.425117
BordaCo0,0,49,15.771579,12.184081,0.589712,29.896576
BordaCo0,0,49,15.494526,12.057226,0.640358,30.412754
BordaCo0,0,49,14.946316,12.001275,0.638168,29.720312
BordaCo0,0,49,16.058105,11.841692,0.548919,28.384531
BordaCo0,0,17,0.348,2.070024,6.381339,91.803401
BordaCo0,0,49,15.791789,11.82699,0.56905,28.613846
BordaCo0,0,49,16.067158,12.030099,0.579414,29.270396
BordaCo0,0,49,15.154737,11.867818,0.612821,29.583927
BordaCo0,0,49,14.942947,12.119263,0.627415,29.379245
BordaCo0,0,49,15.586105,11.880796,0.541078,27.699773
BordaCo0,0,49,15.799789,11.899028,0.590775,28.646992
BordaCo0,0,49,15.120421,12.010111,0.594744,29.618648
BordaCo0,0,49,16.196211,11.977462,0.559634,28.635782
BordaCo0,0,49,15.496632,11.80515,0.604237,29.36806
BordaCo0,0,49,15.670105,11.672595,0.559293,28.329579
BordaCo0,0,49,14.296,12.121914,0.6652,30.757209
BordaCo0,0,49,15.248211,11.877917,0.5942,29.162188
BordaCo0,0,49,16.289684,11.88241,0.548557,28.209458
BordaCo0,0,49,14.709263,12.330582,0.625731,30.154897
BordaCo0,0,49,15.755579,12.042252,0.555099,28.18066
BordaCo0,0,49,15.876632,12.052173,0.55497,28.599513
BordaCo0,0,49,15.574947,12.202716,0.589088,28.927993
BordaCo0,0,49,16.158526,11.895082,0.559531,28.678442
BordaCo0,0,49,16.305263,12.020967,0.531725,28.386192
BordaCo0,0,49,15.935368,12.067627,0.572903,28.808228
BordaCo0,0,49,16.151368,12.171037,0.541779,28.480954
BordaCo0,0,49,15.862526,11.915467,0.55803,28.407393
BordaCo0,0,49,15.900211,11.960071,0.577864,28.826524
BordaCo0,0,49,15.129474,12.07749,0.584614,29.223209
BordaCo0,0,49,15.652632,12.11679,0.599099,29.421243
BordaCo0,0,49,15.813895,12.043443,0.600959,29.25118
BordaCo0,0,49,15.577895,11.931318,0.609377,29.727171
BordaCo0,0,49,15.572211,11.826961,0.601591,29.698144
BordaCo0,0,49,15.586737,12.131384,0.596215,29.526858
BordaCo0,0,49,15.947579,12.046218,0.572068,28.901328
BordaCo0,0,49,15.520211,11.924178,0.570432,28.640096
BordaCo0,0,48,15.792211,12.044539,0.591395,29.197372
BordaCo0,0,49,15.954947,11.863357,0.567777,28.412918
BordaCo0,0,49,15.915158,12.043385,0.569921,28.475925
BordaCo0,0,49,15.471158,12.172389,0.580425,29.197816
BordaCo0,0,49,15.461684,11.906721,0.574368,28.707325
BordaCo0,0,49,15.505263,12.276493,0.578735,29.053197
BordaCo0,0,49,15.164842,12.151915,0.60911,29.479586
BordaCo0,0,49,15.308,12.139552,0.615556,29.983852
BordaCo0,0,49,15.170105,12.025714,0.592574,29.768754
BordaCo0,0,49,16.052842,12.006733,0.543548,28.649251
BordaCo0,0,49,14.595368,12.155209,0.670898,30.659076
BordaCo0,0,49,13.797895,12.200561,0.670847,30.053653
BordaCo0,0,49,16.175368,11.905805,0.562984,28.863099
BordaCo0,0,49,16.040421,11.968654,0.532249,28.09432
BordaCo0,0,49,15.956421,12.075299,0.550064,27.992473
BordaCo0,0,49,15.577684,11.996735,0.587386,29.374081
BordaCo0,0,49,15.621895,12.265604,0.577392,29.254039
BordaCo0,0,49,16.116842,12.162541,0.550868,28.554015
BordaCo0,0,49,16.266737,12.060384,0.536992,28.156226
BordaCo0,0,49,13.873474,12.21103,0.734731,31.966914
BordaCo0,0,49,15.449895,12.122928,0.585944,29.209376
BordaCo0,0,49,15.927368,11.91785,0.58988,29.091469
BordaCo0,0,49,15.564,12.133755,0.53312,28.030193
BordaCo0,0,49,15.661053,11.925332,0.603001,29.359154
BordaCo0,0,49,15.607579,12.00674,0.569249,28.543987
BordaCo0,0,49,15.911368,12.01462,0.558158,28.212137
BordaCo0,0,49,15.789684,11.909191,0.561772,28.329461
BordaCo0,0,49,15.894526,12.050291,0.568177,28.473345
BordaCo0,0,49,15.690947,11.916475,0.569321,28.655121
BordaCo0,0,49,16.067579,11.998397,0.582615,28.96309
BordaCo0,0,49,15.086947,12.406646,0.621203,30.279639
BordaCo0,0,49,15.833684,11.967013,0.576395,28.944372
BordaCo0,0,49,15.734947,11.979081,0.54057,28.142353
BordaCo0,0,49,15.541053,12.043067,0.598351,29.404484
BordaCo0,0,49,15.702316,11.910412,0.582657,28.663052
BordaCo0,0,49,15.853053,12.21393,0.577625,28.957666
BordaCo0,0,49,15.717895,12.199517,0.58462,28.850758
BordaCo0,0,49,15.864842,11.883684,0.590972,28.898523
BordaCo0,0,49,15.750316,11.98441,0.561383,28.559264
BordaCo0,0,49,16.041053,11.980431,0.599784,29.319132
BordaCo0,0,49,15.971368,11.944319,0.562811,28.731724
BordaCo0,0,49,15.894526,11.895476,0.588412,29.280402
BordaCo0,0,49,14.586737,12.485037,0.667583,30.566211
BordaCo0,0,49,15.742947,12.124669,0.597002,29.112035
BordaCo0,0,49,15.654737,11.739665,0.604273,29.059796
BordaCo0,0,49,15.565053,12.11643,0.569964,28.697587
BordaCo0,0,49,16.173684,12.013315,0.573887,28.913349
BordaCo0,0,49,15.677053,11.82046,0.61987,29.579146
BordaCo0,0,49,14.873895,12.228271,0.633745,29.931747
BordaCo0,0,49,14.700421,12.049116,0.608114,29.202385
BordaCo0,0,49,16.008211,11.946369,0.554361,28.501836
BordaCo0,0,49,16.029895,11.982924,0.587997,29.294963
BordaCo0,0,49,14.327789,12.050391,0.65607,29.698826
BordaCo0,0,49,15.974737,11.928497,0.580098,28.910092
BordaCo0,0,49,16.067579,11.92211,0.586088,28.935456
BordaCo0,0,49,15.727368,11.879943,0.592218,29.091635
BordaCo0,0,49,16.416,12.001202,0.542113,28.277627
BordaCo0,0,49,15.641895,11.989731,0.606117,29.450922
BordaCo0,0,49,15.666526,12.171509,0.577518,28.845757
BordaCo0,0,49,16.080842,11.906354,0.535458,28.31434
BordaCo0,0,49,16.101895,12.004751,0.546045,28.18305
BordaCo0,0,49,15.600842,11.833389,0.645495,30.025451
BordaCo0,0,49,15.924421,11.722411,0.520229,27.388239
BordaCo0,0,49,16.171579,12.048421,0.561614,28.735352
BordaCo0,0,49,16.257684,12.126453,0.580251,28.915011
BordaCo0,0,49,15.316,12.246784,0.616836,29.77455
BordaCo0,0,49,15.776842,12.059846,0.615372,29.596719
BordaCo0,0,49,16.130105,11.816675,0.523789,27.585361
BordaCo0,0,49,15.525053,12.079809,0.62731,29.844303
BordaCo0,0,49,14.522105,12.161849,0.619897,29.745391
BordaCo0,0,49,16.027368,11.854295,0.572099,28.899782
BordaCo0,0,49,16.184632,11.863478,0.556754,28.276797
BordaCo0,0,49,16.270526,12.047689,0.524895,27.970617
BordaCo0,0,49,15.999579,12.178609,0.559463,28.603641
BordaCo0,0,49,15.570105,11.933298,0.596465,29.228527
BordaCo0,0,49,15.4,11.893262,0.598098,28.82943
BordaCo0,0,49,15.816211,12.187444,0.540553,28.275824
BordaCo0,0,49,16.375789,11.980837,0.53903,27.998411
BordaCo0,0,49,15.839789,12.162895,0.563735,28.925766
BordaCo0,0,48,16.090316,11.862353,0.549795,28.033474
BordaCo0,0,49,15.691158,11.934778,0.60434,29.21439
BordaCo0,0,49,14.182737,12.311923,0.658725,30.525081
BordaCo0,0,49,16.029684,11.928549,0.594907,29.349974
BordaCo0,0,49,15.952211,11.824623,0.589987,29.309849
BordaCo0,0,49,15.990947,12.119542,0.564223,29.07741
BordaCo0,0,49,16.296211,12.017025,0.58801,28.966353
BordaCo0,0,49,15.488632,11.839754,0.578781,29.028789
BordaCo0,0,49,15.835579,11.883253,0.544798,28.399162
BordaCo0,0,49,15.631789,11.835513,0.595674,29.03887
BordaCo0,0,49,14.477053,11.952097,0.64952,29.76924
BordaCo0,0,49,16.023789,12.001354,0.594402,29.145669
BordaCo0,0,49,16.018105,12.098834,0.585109,29.662708
BordaCo0,0,49,15.940211,11.965187,0.579102,29.088779
BordaCo0,0,49,15.613895,12.069124,0.613325,29.507717
BordaCo0,0,49,15.235579,11.968251,0.580171,28.606732
BordaCo0,0,49,15.551368,11.995587,0.542368,28.095245
BordaCo0,0,49,15.748,11.771745,0.587165,29.443817
BordaCo0,0,49,14.824421,11.915329,0.603882,29.332395
BordaCo0,0,49,15.894105,12.033696,0.576533,28.775762
BordaCo0,0,49,13.931368,12.593454,0.631847,29.485385
BordaCo0,0,49,16.374947,12.043476,0.558454,28.660032
BordaCo0,0,49,15.968211,11.92044,0.568946,28.375143
BordaCo0,0,49,16.397053,12.055784,0.521425,27.863805
BordaCo0,0,49,16.207789,11.984243,0.571146,28.759165
BordaCo0,0,49,15.677474,12.036863,0.575699,28.703641
BordaCo0,0,49,15.832421,11.935957,0.567613,28.812899
BordaCo0,0,49,16.124632,11.965567,0.577686,28.334792
BordaCo0,0,49,16.001474,12.111804,0.574007,29.006185
BordaCo0,0,49,16.023579,11.927689,0.555733,28.144138
BordaCo0,0,49,15.835789,11.976793,0.564147,28.839914
BordaCo0,0,49,16.071158,11.968159,0.573786,29.240683
BordaCo0,0,49,16.069474,11.913823,0.574704,28.496995
BordaCo0,0,49,16.330105,12.038206,0.532678,28.062518
BordaCo0,0,49,15.829684,11.910563,0.578821,28.954959
BordaCo0,0,49,15.066526,12.017496,0.572343,28.699911
BordaCo0,0,49,15.416842,11.881331,0.59964,29.109232
BordaCo0,0,49,16.201263,12.006915,0.512819,27.181513
BordaCo0,0,49,14.702316,11.759324,0.621715,28.936815
BordaCo0,0,49,15.789684,11.886586,0.569096,28.859016
BordaCo0,0,49,16.115789,12.007702,0.563481,28.981959
BordaCo0,0,49,15.888842,11.926294,0.568732,28.612599
BordaCo0,0,49,15.544,12.05575,0.627547,29.572324
BordaCo0,0,49,15.734105,12.020957,0.572434,28.623857
BordaCo0,0,49,15.480632,12.097383,0.611808,29.641492
BordaCo0,0,49,16.108211,12.097833,0.537695,28.199537
BordaCo0,0,49,15.974316,11.875201,0.585302,28.892488
BordaCo0,0,49,15.579789,11.883755,0.64079,29.747619
BordaCo0,0,48,15.696632,11.984568,0.559199,28.432717
BordaCo0,0,49,15.981895,12.005897,0.566184,28.749648
BordaCo0,0,49,15.343579,11.994852,0.578759,28.879101
BordaCo0,0,49,15.848211,11.955519,0.589215,29.151261
BordaCo0,0,49,16.009684,11.908357,0.562803,28.371948
BordaCo0,0,49,16.000421,12.071899,0.574351,28.635825
BordaCo0,0,49,16.095368,11.783314,0.551741,28.384296
BordaCo0,0,49,16.170526,11.980246,0.539102,28.304849
BordaCo0,0,49,15.950316,12.016439,0.564742,28.965006
BordaCo0,0,49,16.254947,11.923672,0.567629,28.928916
BordaCo0,0,49,14.993684,12.083846,0.641914,29.992484
BordaCo0,0,49,15.684421,11.78495,0.586779,28.665398
BordaCo0,0,49,16.127579,11.905502,0.541581,28.001179
BordaCo0,0,49,16.616421,12.013572,0.539745,28.475912
BordaCo0,0,49,15.673053,12.122838,0.567264,28.901018
BordaCo0,0,49,15.913474,11.821447,0.58359,29.032854
BordaCo0,0,49,15.917263,12.042578,0.567067,28.660092
BordaCo0,0,49,15.536632,11.913956,0.588389,29.230584
BordaCo0,0,49,15.882105,11.902171,0.573992,28.988162
BordaCo0,0,49,15.808,11.845069,0.572086,28.984416
BordaCo0,0,49,14.182316,12.138483,0.61485,28.868369
BordaCo0,0,49,16.357895,12.077875,0.536813,28.662747
BordaCo0,0,49,15.600632,11.863588,0.61668,29.227249
BordaCo0,0,49,15.825263,11.913901,0.55279,28.708031
BordaCo0,0,49,16.047158,11.861822,0.545846,28.330721
BordaCo0,0,49,15.857684,12.008697,0.57141,28.825534
BordaCo0,0,49,15.814526,12.067229,0.560711,28.820126
BordaCo0,0,49,15.647789,12.047893,0.621277,29.708701
BordaCo0,0,49,16.061684,11.847966,0.564974,28.361545
BordaCo0,0,49,15.101263,11.760543,0.598179,29.069086
BordaCo0,0,49,15.995579,12.00797,0.568045,28.892012
BordaCo0,0,49,15.903789,11.81471,0.570978,28.714994
BordaCo0,0,49,16.119368,11.86663,0.584918,29.193811
BordaCo0,0,49,15.761053,12.000068,0.554623,28.1619
BordaCo0,0,49,15.916842,12.037801,0.607698,29.978386
BordaCo0,0,49,15.934526,11.959217,0.553823,28.182031
BordaCo0,0,49,15.417895,11.972481,0.552718,28.164416
BordaCo0,0,49,16.136421,12.063792,0.554235,28.51552
BordaCo0,0,49,15.616,11.898444,0.6087,29.409865
BordaCo0,0,49,16.060842,11.750632,0.570311,28.838923
BordaCo0,0,49,15.741474,12.14615,0.572895,29.190448
BordaCo0,0,49,16.399579,11.925387,0.514955,28.123685
BordaCo0,0,49,15.770526,11.965827,0.589944,29.264425
BordaCo0,0,49,15.954737,12.282107,0.598572,29.425759
BordaCo0,0,49,15.559368,11.843708,0.599587,29.190066
BordaCo0,0,49,15.729053,11.905994,0.55764,29.037374
BordaCo0,0,49,16.208421,11.899497,0.538035,27.901664
BordaCo0,0,49,15.796,12.098137,0.543446,28.218634
BordaCo0,0,49,16.121474,12.032971,0.572834,28.88128
BordaCo0,0,49,15.180421,12.030351,0.600732,28.998177
BordaCo0,0,49,15.364842,12.061027,0.633937,30.541335
BordaCo0,0,49,16.188421,12.065613,0.604266,29.51575
BordaCo0,0,49,15.915579,12.016586,0.567291,28.860521
BordaCo0,0,49,15.785053,11.90947,0.557781,28.07409
BordaCo0,0,49,15.274105,11.958191,0.616979,29.411004
BordaCo0,0,17,0.088,1.117254,14.213045,236.300193
BordaCo0,0,0,0,0,?,?
BordaCo0,0,49,15.387368,11.888688,0.609432,29.183464
BordaCo0,0,49,14.744842,12.002778,0.594199,28.770937
BordaCo0,0,49,16.205053,11.978756,0.594516,29.282936
BordaCo0,0,49,15.702316,12.110422,0.59229,28.439185
BordaCo0,0,49,15.715789,12.080452,0.538511,28.134995
BordaCo0,0,49,15.983158,12.065511,0.59424,29.172282
BordaCo0,0,49,16.02,11.832472,0.575737,28.962346
BordaCo0,0,49,15.916,11.872174,0.527857,27.555205
BordaCo0,0,49,16.361684,11.871865,0.530119,28.026603
BordaCo0,0,49,15.045474,12.023163,0.647902,30.43552
BordaCo0,0,49,15.731158,11.992038,0.606112,29.441525
BordaCo0,0,49,16.314947,12.007163,0.554959,28.641633
BordaCo0,0,49,15.978947,12.052725,0.575926,29.090821
BordaCo0,0,49,16.178947,12.000981,0.548351,28.41273
BordaCo0,0,49,15.663579,12.179659,0.569488,28.930059
BordaCo0,0,49,15.806316,12.036548,0.578047,29.173129
BordaCo0,0,49,16.249474,12.06769,0.567424,28.722567
BordaCo0,0,49,16.129895,11.952818,0.563342,28.438476
BordaCo0,0,49,16.188,11.936217,0.542025,28.281451
BordaCo0,0,49,15.746947,11.969838,0.571477,28.678814
BordaCo0,0,49,15.714947,11.918495,0.61221,29.66853
BordaCo0,0,49,16.160421,12.016022,0.558447,28.562565
BordaCo0,0,49,15.940421,11.984974,0.582285,29.183853
BordaCo0,0,49,15.817895,12.109652,0.575121,28.715698
BordaCo0,0,49,15.804,12.031796,0.557524,28.451693
BordaCo0,0,49,15.890316,11.821602,0.596022,29.449048
BordaCo0,0,49,15.874105,12.161222,0.560898,28.393454
BordaCo0,0,49,15.855368,11.932729,0.575493,28.869642
BordaCo0,0,49,16.041263,11.918053,0.55475,28.452268
BordaCo0,0,49,16.084842,12.062668,0.558194,29.152914
BordaCo0,0,49,15.903158,11.937058,0.532199,27.632643
BordaCo0,0,49,16.193684,11.940086,0.552583,28.296835
BordaCo0,0,49,16.021474,11.861577,0.579713,28.992513
BordaCo0,0,49,15.769263,12.036612,0.561292,28.480198
BordaCo0,0,49,16.149474,11.941012,0.574459,28.881749
BordaCo0,0,49,15.837474,11.89686,0.616188,29.373305
BordaCo0,0,49,15.796211,11.695638,0.54407,27.925139
BordaCo0,0,49,14.738737,12.275099,0.607227,29.212566
BordaCo0,0,49,15.672842,12.067657,0.573127,28.76469
BordaCo0,0,49,15.995368,12.164287,0.581889,29.276236
BordaCo0,0,49,16.005263,12.047344,0.592654,29.099506
BordaCo0,0,49,16.051789,11.729677,0.560265,28.721409
BordaCo0,0,49,15.211579,12.037357,0.588346,28.782106
BordaCo0,0,49,15.684,12.019122,0.583049,29.013211
BordaCo0,0,49,16.090316,11.880725,0.540218,28.466747
BordaCo0,0,49,15.738316,12.047369,0.615176,29.646708
BordaCo0,0,49,13.441474,12.197733,0.716446,31.315571
BordaCo0,0,49,16.336,11.973328,0.573018,28.703413
BordaCo0,0,49,16.092421,12.074684,0.539154,28.425145
BordaCo0,0,49,16.366316,11.987473,0.533039,27.947113
BordaCo0,0,49,15.871368,11.941995,0.559415,28.47416
BordaCo0,0,49,15.656421,11.886058,0.601896,28.974192
BordaCo0,0,49,15.892211,11.85389,0.60548,29.219172
BordaCo0,0,49,16.047579,12.030726,0.59163,29.100227
BordaCo0,0,49,15.359579,11.900967,0.569341,28.465296
BordaCo0,0,49,15.680421,11.876504,0.570873,27.91345
BordaCo0,0,49,15.894526,11.854408,0.592627,28.987182
BordaCo0,0,49,15.931368,12.045489,0.548179,28.678198
BordaCo0,0,49,15.744421,11.9567,0.54583,27.921135
BordaCo0,0,49,15.588632,11.897281,0.569622,28.549978
BordaCo0,0,49,16.295579,11.930527,0.536337,28.220467
BordaCo0,0,49,16.029474,11.976652,0.551626,28.36974
BordaCo0,0,49,16.066526,11.872684,0.561192,28.257862
BordaCo0,0,49,15.882105,11.983295,0.576976,28.875688
BordaCo0,0,49,15.875368,11.989822,0.578294,28.936584
BordaCo0,0,49,15.089474,12.034004,0.590299,29.137951
BordaCo0,0,49,15.918526,12.076916,0.556899,28.860784
BordaCo0,0,49,15.718105,12.022913,0.560822,28.751817
BordaCo0,0,49,15.852211,11.845463,0.565864,28.51224
BordaCo0,0,49,15.077684,12.180557,0.59281,29.262647
BordaCo0,0,49,15.743368,11.816511,0.571536,28.476002
BordaCo0,0,49,14.089474,12.464991,0.65018,29.704218
BordaCo0,0,49,16.134947,11.932799,0.563652,28.845716
BordaCo0,0,49,15.341474,12.02241,0.621117,29.383911
BordaCo0,0,49,15.817474,11.731709,0.575742,28.404903
BordaCo0,0,49,15.850947,11.96943,0.543827,28.355994
BordaCo0,0,49,16.026947,11.972579,0.582583,28.828125
BordaCo0,0,49,15.965684,11.8686,0.576003,28.677765
BordaCo0,0,49,15.338526,12.081091,0.59143,29.163969
BordaCo0,0,49,15.962105,12.095438,0.562371,28.624888
BordaCo0,0,49,16.047579,12.067889,0.550968,28.620205
BordaCo0,0,49,16.252211,11.986456,0.555127,28.814679
BordaCo0,0,49,15.639368,12.035773,0.58807,29.411741
BordaCo0,0,49,16.392842,12.112777,0.535528,28.481627
BordaCo0,0,49,15.903158,11.95668,0.571226,28.50571
BordaCo0,0,49,15.64,11.827794,0.587974,28.578285
BordaCo0,0,49,15.766105,12.008156,0.579249,28.746477
BordaCo0,0,49,15.111158,11.994291,0.622951,29.300717
BordaCo0,0,49,15.435789,11.888782,0.628589,29.690873
BordaCo0,0,49,15.750105,12.206429,0.588843,28.631485
BordaCo0,0,49,15.664,11.943382,0.57509,28.735637
BordaCo0,0,49,16.009053,11.927144,0.565677,28.498404
BordaCo0,0,49,16.079158,12.081149,0.529114,28.094991
BordaCo0,0,49,15.323579,11.860484,0.583684,28.504053
BordaCo0,0,49,15.512632,12.01009,0.56762,28.23157
BordaCo0,0,49,15.997263,11.977962,0.534213,27.850957
BordaCo0,0,49,15.888842,12.01834,0.575094,28.937146
BordaCo0,0,49,16.065895,12.087613,0.5883,29.022934
BordaCo0,0,49,15.800632,12.126345,0.600458,29.485002
BordaCo0,0,49,15.936842,11.947588,0.57343,28.906515
BordaCo0,0,49,15.187158,11.945478,0.628325,29.836287
BordaCo0,0,49,15.696,11.969048,0.585262,28.796608
BordaCo0,0,49,15.698526,11.889697,0.570986,28.573079
BordaCo0,0,49,16.142526,11.775403,0.516745,27.287728
BordaCo0,0,49,15.995368,12.053703,0.584146,28.984896
BordaCo0,0,49,15.323789,12.171909,0.627524,29.86476
BordaCo0,0,49,15.445684,11.92468,0.587636,29.276255
BordaCo0,0,49,15.330526,11.956536,0.564128,29.037381
BordaCo0,0,49,15.631158,11.943964,0.574887,28.717079
BordaCo0,0,49,16.236632,12.069823,0.568274,28.782594
BordaCo0,0,49,16.270737,11.944731,0.542648,28.281211
BordaCo0,0,49,15.744211,11.965751,0.610241,29.670134
BordaCo0,0,49,16.147789,12.188755,0.560875,28.794133
BordaCo0,0,49,16.148842,12.007294,0.557872,28.695294
BordaCo0,0,49,16.141895,12.07986,0.560459,28.541663
BordaCo0,0,49,15.937053,12.142983,0.575862,28.475835
BordaCo0,0,49,14.838526,12.228725,0.644503,30.44103
BordaCo0,0,49,15.541263,12.005432,0.554216,28.214842
BordaCo0,0,49,15.933684,11.998018,0.554294,28.255025
BordaCo0,0,49,16.133895,11.932616,0.546567,28.187533
BordaCo0,0,49,16.064211,12.001582,0.552917,28.580963
BordaCo0,0,49,16.134526,11.886189,0.531192,28.335951
BordaCo0,0,49,16.137263,11.971576,0.538673,28.109375
BordaCo0,0,49,15.898316,11.929661,0.572238,28.715803
BordaCo0,0,49,16.134105,12.157809,0.54075,28.243314
BordaCo0,0,49,15.884421,11.813129,0.588997,28.399281
BordaCo0,0,49,14.647789,12.273967,0.633488,29.885962
BordaCo0,0,49,16.138526,11.909809,0.586188,28.586754
BordaCo0,0,49,16.038737,11.954271,0.573254,28.687317
