@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute CanberraDistanceMin numeric
@attribute CanberraDistanceMax numeric
@attribute CanberraDistanceMean numeric
@attribute CanberraDistanceStandardDeviation numeric
@attribute CanberraDistanceSkewness numeric
@attribute CanberraDistanceKurtosis numeric
@attribute KendallTauMin numeric
@attribute KendallTauMax numeric
@attribute KendallTauMean numeric
@attribute KendallTauStandardDeviation numeric
@attribute KendallTauSkewness numeric
@attribute KendallTauKurtosis numeric
@attribute CayleyDistanceMin numeric
@attribute CayleyDistanceMax numeric
@attribute CayleyDistanceMean numeric
@attribute CayleyDistanceStandardDeviation numeric
@attribute CayleyDistanceSkewness numeric
@attribute CayleyDistanceKurtosis numeric
@attribute LevenshteinDistanceMin numeric
@attribute LevenshteinDistanceMax numeric
@attribute LevenshteinDistanceMean numeric
@attribute LevenshteinDistanceStandardDeviation numeric
@attribute LevenshteinDistanceSkewness numeric
@attribute LevenshteinDistanceKurtosis numeric
@attribute LMaxMin numeric
@attribute LMaxMax numeric
@attribute LMaxMean numeric
@attribute LMaxStandardDeviation numeric
@attribute LMaxSkewness numeric
@attribute LMaxKurtosis numeric
@attribute LAbsMin numeric
@attribute LAbsMax numeric
@attribute LAbsMean numeric
@attribute LAbsStandardDeviation numeric
@attribute LAbsSkewness numeric
@attribute LAbsKurtosis numeric
@attribute LSquareMin numeric
@attribute LSquareMax numeric
@attribute LSquareMean numeric
@attribute LSquareStandardDeviation numeric
@attribute LSquareSkewness numeric
@attribute LSquareKurtosis numeric

@data
BordaCo0,0.43689,0.712868,0.591702,0.071215,0.10967,0.186735,0.311837,0.497143,0.409102,0.050511,0.237266,0.12241,0.77551,0.959184,0.894898,0.044373,-0.828808,0.156452,0.673469,0.816327,0.754082,0.039507,-0.012096,0.09136,0.755102,1,0.835714,0.067215,0.816676,0.197258,0.4016,0.688,0.54816,0.072613,0.201281,0.180873,0.477488,0.710376,0.604666,0.061158,-0.018804,0.150426
BordaCo0,0.485902,0.686468,0.582683,0.055841,0.167823,0.107927,0.297143,0.466122,0.391265,0.049463,0.041929,0.096879,0.816327,0.979592,0.906122,0.039468,-0.366662,0.116045,0.714286,0.795918,0.75,0.02489,0.320389,0.051403,0.693878,0.959184,0.840816,0.077605,-0.394355,0.156171,0.4208,0.6304,0.526,0.056398,0.131918,0.117845,0.472637,0.667654,0.584849,0.057324,-0.016825,0.111909
BordaCo0,0.454526,0.671122,0.574496,0.057404,-0.261887,0.14409,0.284082,0.470204,0.395796,0.048459,-0.513831,0.144325,0.77551,0.959184,0.896939,0.044467,-1.038044,0.168351,0.653061,0.795918,0.736735,0.032844,-0.234633,0.116703,0.673469,0.959184,0.870408,0.067771,-1.445346,0.322191,0.3904,0.6208,0.52016,0.061705,-0.356817,0.166045,0.458035,0.680301,0.592204,0.057204,-0.597244,0.166452
BordaCo0,0.481977,0.667812,0.568703,0.047526,0.283315,0.143919,0.312653,0.530612,0.37951,0.049413,1.153247,0.247453,0.836735,0.979592,0.918367,0.036507,-0.471671,0.090555,0.693878,0.816327,0.741837,0.031797,0.517761,0.086384,0.612245,0.979592,0.836735,0.089889,-0.491526,0.266876,0.4368,0.6864,0.51336,0.058843,1.204729,0.271681,0.475776,0.738448,0.570248,0.056939,0.956707,0.265599
BordaCo0,0.486377,0.684776,0.578353,0.052887,0.161925,0.121517,0.312653,0.470204,0.38849,0.037178,0.216136,0.109583,0.836735,1,0.906122,0.042023,0.314752,0.106841,0.673469,0.795918,0.736735,0.034088,-0.093987,0.083239,0.653061,1,0.845918,0.07649,-0.564202,0.264516,0.4336,0.6512,0.52648,0.057159,0.272901,0.143152,0.494386,0.679524,0.583223,0.042551,0.159725,0.13352
BordaCo0,0.468239,0.687114,0.583628,0.059615,-0.238896,0.121427,0.298776,0.461224,0.397714,0.046355,-0.602775,0.11356,0.857143,0.979592,0.916327,0.034694,0.095257,0.079397,0.693878,0.795918,0.74898,0.028934,-0.303193,0.068534,0.816327,0.979592,0.867347,0.049361,0.530063,0.106824,0.3856,0.624,0.53312,0.063837,-0.578062,0.162314,0.469221,0.670955,0.593584,0.054439,-0.636592,0.144233
BordaCo0,0.398318,0.66025,0.491765,0.073687,0.841436,0.196728,0.254694,0.502857,0.348122,0.06031,0.689322,0.19311,0.77551,0.959184,0.896939,0.038976,-1.306711,0.209101,0.653061,0.77551,0.704082,0.036791,0.409625,0.08486,0.55102,0.938776,0.796939,0.100286,-0.998409,0.332087,0.352,0.6752,0.46216,0.077945,1.102236,0.293957,0.402274,0.716635,0.533037,0.075994,0.379924,0.213685
BordaCo0,0.427057,0.656572,0.557861,0.05694,-0.360473,0.138942,0.302857,0.501224,0.383429,0.060589,0.356237,0.115927,0.836735,0.979592,0.912245,0.034814,-0.071312,0.085494,0.673469,0.795918,0.728571,0.034814,-0.071312,0.075628,0.673469,1,0.82449,0.080451,0.161411,0.22125,0.4064,0.6352,0.514,0.069788,0.119783,0.122414,0.475624,0.697104,0.577328,0.070555,0.112022,0.126126
BordaCo0,0.483323,0.710321,0.610011,0.061064,-0.235123,0.140227,0.342857,0.523265,0.423755,0.048374,0.097469,0.106005,0.836735,0.979592,0.916327,0.035289,-0.832077,0.115654,0.673469,0.816327,0.752041,0.031797,-0.622463,0.110666,0.693878,1,0.860204,0.073943,-0.316646,0.20004,0.4592,0.672,0.57368,0.060837,-0.315661,0.111615,0.520412,0.730604,0.624184,0.057418,-0.137535,0.120886
BordaCo0,0.514196,0.673165,0.589683,0.03974,0.292284,0.119979,0.314286,0.491429,0.397469,0.042898,0.577448,0.126616,0.816327,0.959184,0.906122,0.040509,-0.753387,0.120871,0.693878,0.795918,0.745918,0.027739,0.014037,0.071742,0.673469,0.979592,0.844898,0.074539,-0.327813,0.214299,0.4432,0.6224,0.5392,0.045325,0.003576,0.115633,0.481494,0.698927,0.592467,0.050575,0.320079,0.1569
BordaCo0,0.412213,0.652325,0.575478,0.053441,-1.19257,0.269285,0.284898,0.461224,0.400041,0.038452,-1.162719,0.182631,0.836735,0.979592,0.919388,0.043996,-0.334087,0.095022,0.673469,0.795918,0.743878,0.032573,-0.314864,0.081904,0.714286,1,0.863265,0.076931,0.163984,0.195325,0.3664,0.5888,0.53272,0.050767,-1.5889,0.312466,0.461846,0.673526,0.597032,0.04565,-1.080496,0.210999
BordaCo0,0.481965,0.691907,0.573997,0.05536,0.117406,0.12202,0.315918,0.484082,0.39049,0.048369,0.220923,0.086522,0.836735,0.959184,0.905102,0.03551,-0.488205,0.084884,0.673469,0.816327,0.746939,0.032525,-0.36758,0.104132,0.734694,0.938776,0.843878,0.058181,-0.588108,0.146684,0.44,0.6448,0.52544,0.060843,0.157588,0.109658,0.492001,0.683926,0.583541,0.055988,0.079074,0.096406
BordaCo0,0.43834,0.609847,0.511731,0.049199,0.457965,0.106646,0.275918,0.425306,0.354367,0.040557,-0.233981,0.085554,0.795918,0.918367,0.87551,0.032204,-0.751307,0.099568,0.653061,0.77551,0.715306,0.027739,0.028971,0.087834,0.632653,0.979592,0.811224,0.08211,0.003167,0.224167,0.3792,0.5584,0.46816,0.049743,0.005691,0.119178,0.444845,0.623047,0.545062,0.050378,-0.347208,0.098213
BordaCo0,0.482886,0.749731,0.585261,0.061826,0.552157,0.230166,0.326531,0.553469,0.405959,0.047233,1.184475,0.26609,0.836735,0.959184,0.912245,0.03421,-0.922211,0.108148,0.632653,0.795918,0.746939,0.042023,-0.830175,0.141904,0.632653,0.979592,0.840816,0.077605,-0.470738,0.28747,0.4352,0.7184,0.54328,0.061377,0.945666,0.267458,0.516382,0.76499,0.60201,0.05351,1.134194,0.276914
BordaCo0,0.387006,0.630888,0.54144,0.0556,-0.699364,0.215279,0.28898,0.444898,0.371918,0.03976,0.189508,0.090099,0.816327,0.938776,0.885714,0.034392,-0.20309,0.07165,0.673469,0.795918,0.731633,0.034918,-0.245411,0.075851,0.632653,0.938776,0.803061,0.089488,-0.584523,0.192532,0.392,0.5936,0.49952,0.052809,0.205374,0.118382,0.46195,0.646795,0.56026,0.048194,0.171207,0.102791
BordaCo0,0.460848,0.730617,0.581348,0.06389,0.133074,0.177823,0.317551,0.530612,0.396694,0.048702,0.718737,0.187797,0.816327,1,0.89898,0.044933,0.526832,0.125157,0.693878,0.795918,0.739796,0.029486,0.254886,0.073041,0.673469,0.979592,0.826531,0.079172,0.205531,0.212613,0.4288,0.6976,0.52952,0.061116,0.737907,0.237158,0.486505,0.744149,0.589937,0.058514,0.457216,0.212597
BordaCo0,0.489794,0.679512,0.585927,0.045139,-0.16259,0.123483,0.337143,0.44898,0.401796,0.035125,-0.221972,0.06607,0.816327,0.959184,0.9,0.041273,-0.499062,0.081681,0.673469,0.816327,0.747959,0.031797,-0.200481,0.1084,0.714286,0.979592,0.822449,0.068024,0.668998,0.199755,0.4416,0.5984,0.5368,0.040069,-0.488603,0.107963,0.52184,0.650865,0.597898,0.04197,-0.370499,0.08325
BordaCo0,0.509982,0.714893,0.583514,0.050094,0.921226,0.183638,0.32898,0.453878,0.401061,0.031385,-0.303013,0.07766,0.836735,0.979592,0.912245,0.041374,-0.056887,0.090143,0.693878,0.795918,0.744898,0.027758,-0.238448,0.062147,0.653061,0.938776,0.841837,0.080055,-0.967625,0.241908,0.416,0.656,0.53376,0.049316,0.166849,0.195272,0.509502,0.671133,0.599912,0.03861,-0.312639,0.102183
BordaCo0,0.503242,0.662803,0.592312,0.039285,-0.278665,0.114289,0.35102,0.450612,0.396,0.027637,0.532761,0.066958,0.836735,0.959184,0.906122,0.035583,-0.511657,0.086998,0.673469,0.795918,0.744898,0.026997,-0.32397,0.107659,0.714286,0.979592,0.837755,0.078106,-0.011546,0.137013,0.4672,0.6128,0.53704,0.039065,0.322581,0.092837,0.537568,0.660605,0.590453,0.034138,0.51751,0.080573
BordaCo0,0.474292,0.658715,0.581699,0.053373,-0.189402,0.111864,0.315918,0.472653,0.404816,0.040264,-0.23578,0.107909,0.857143,0.959184,0.908163,0.031285,-0.374742,0.070884,0.693878,0.816327,0.756122,0.029202,-0.292598,0.082131,0.632653,0.979592,0.837755,0.07456,-0.821348,0.310433,0.4528,0.6208,0.54312,0.047284,0.053331,0.098702,0.495454,0.677152,0.599391,0.04708,-0.374903,0.130383
BordaCo0,0.467549,0.664359,0.568872,0.056213,-0.206948,0.109988,0.284082,0.524082,0.39,0.048526,0.649423,0.215418,0.836735,0.979592,0.913265,0.034679,-0.095534,0.085659,0.693878,0.77551,0.742857,0.023624,-0.626627,0.062405,0.673469,0.959184,0.812245,0.081275,0.332859,0.180912,0.3824,0.6528,0.52,0.057558,0.048164,0.214742,0.440833,0.734994,0.580717,0.05884,0.348744,0.255592
BordaCo0,0.400289,0.660704,0.52162,0.07071,0.050743,0.154525,0.284898,0.555918,0.377592,0.06107,1.022374,0.265791,0.836735,0.938776,0.884694,0.031135,-0.094836,0.05515,0.673469,0.77551,0.733673,0.035037,-0.51533,0.06769,0.653061,0.959184,0.813265,0.106098,-0.181369,0.166842,0.3856,0.68,0.50104,0.072708,0.530677,0.210791,0.456091,0.754116,0.566933,0.070866,0.638791,0.237644
BordaCo0,0.463124,0.687212,0.574356,0.064304,-0.324972,0.126403,0.300408,0.465306,0.383347,0.051197,-0.067265,0.088245,0.816327,0.979592,0.912245,0.041874,-0.600125,0.113397,0.714286,0.795918,0.754082,0.026978,-0.167852,0.056949,0.591837,0.959184,0.82449,0.102529,-0.539035,0.242203,0.4208,0.64,0.52248,0.063869,-0.033962,0.115722,0.460857,0.675697,0.573905,0.063466,-0.115491,0.113003
BordaCo0,0.324954,0.671667,0.534645,0.077377,-0.533797,0.285696,0.247347,0.502041,0.37351,0.057917,-0.09272,0.181635,0.816327,0.938776,0.894898,0.033704,-0.559273,0.090928,0.632653,0.795918,0.720408,0.041374,-0.447178,0.102488,0.653061,0.938776,0.818367,0.074118,-0.64417,0.204813,0.3392,0.672,0.49656,0.074024,0.128598,0.240084,0.417389,0.70709,0.564583,0.068771,-0.173279,0.1966
BordaCo0,0.454564,0.709039,0.586615,0.068538,-0.321265,0.151631,0.306122,0.485714,0.403469,0.044628,-0.206785,0.111257,0.877551,0.979592,0.917347,0.029202,0.190202,0.069175,0.693878,0.816327,0.752041,0.026823,0.277799,0.092532,0.632653,1,0.862245,0.096992,-0.784408,0.282308,0.424,0.6464,0.53888,0.05873,-0.060822,0.141815,0.468862,0.691815,0.597954,0.054425,-0.488799,0.148886
BordaCo0,0.48957,0.723866,0.589807,0.060524,0.355246,0.15954,0.254694,0.590204,0.40498,0.067676,0.621138,0.303626,0.877551,0.979592,0.926531,0.02449,0.409722,0.081009,0.693878,0.795918,0.74898,0.028934,-0.303193,0.068534,0.612245,0.979592,0.862245,0.100161,-0.851227,0.295706,0.368,0.7264,0.54024,0.079238,0.353429,0.26527,0.401438,0.790459,0.600574,0.078044,0.051414,0.338222
BordaCo0,0.499652,0.741833,0.607717,0.070868,0.112553,0.142522,0.317551,0.557551,0.421673,0.058235,0.433076,0.177674,0.857143,0.979592,0.92551,0.027589,-0.288099,0.087466,0.714286,0.816327,0.761224,0.031682,0.134712,0.062107,0.714286,0.979592,0.836735,0.066757,0.291423,0.16507,0.4368,0.7456,0.57456,0.07769,0.271238,0.213626,0.498256,0.766965,0.619554,0.06586,0.327108,0.189098
BordaCo0,0.418572,0.723724,0.596968,0.083052,-0.350645,0.174946,0.315918,0.487347,0.405388,0.056569,-0.147299,0.096259,0.795918,0.959184,0.902041,0.042613,-0.991218,0.136678,0.673469,0.816327,0.764286,0.033206,-0.467816,0.128954,0.55102,0.959184,0.821429,0.099745,-0.822111,0.344635,0.416,0.6688,0.54624,0.072996,-0.073965,0.134057,0.487835,0.687218,0.598495,0.067795,-0.250701,0.115697
BordaCo0,0.431532,0.654794,0.555513,0.059433,-0.318241,0.147561,0.310204,0.466122,0.384449,0.045641,0.085477,0.085833,0.816327,0.979592,0.90102,0.041961,-0.201993,0.129445,0.693878,0.77551,0.729592,0.028771,0.234212,0.049215,0.714286,1,0.843878,0.071363,0.001596,0.18942,0.4192,0.6496,0.51192,0.060763,0.416982,0.147944,0.481993,0.669235,0.577005,0.055321,-0.010035,0.105221
BordaCo0,0.43278,0.628897,0.516944,0.049778,0.573335,0.134417,0.285714,0.407347,0.349306,0.032076,-0.215806,0.065115,0.836735,0.938776,0.891837,0.032333,-0.179551,0.060454,0.653061,0.77551,0.727551,0.029059,-0.719874,0.090026,0.673469,0.938776,0.816327,0.077444,0.071371,0.164254,0.3744,0.5456,0.46504,0.0442,-0.016423,0.106877,0.449356,0.60803,0.536977,0.042003,-0.371387,0.088953
BordaCo0,0.432627,0.649421,0.546858,0.068432,-0.094477,0.124141,0.274286,0.48898,0.381265,0.054865,-0.229706,0.133011,0.795918,0.938776,0.890816,0.034918,-1.064747,0.132077,0.653061,0.816327,0.729592,0.038112,0.31956,0.116942,0.653061,0.959184,0.819388,0.082716,-0.298065,0.207367,0.3744,0.6208,0.5064,0.071115,-0.31686,0.152828,0.426212,0.693617,0.570958,0.067004,-0.411688,0.174991
BordaCo0,0.471894,0.720718,0.584339,0.064775,0.351108,0.163025,0.318367,0.509388,0.400449,0.048426,0.379608,0.131097,0.816327,0.979592,0.909184,0.039507,-0.427282,0.117522,0.714286,0.795918,0.746939,0.025326,0.163258,0.045868,0.673469,0.979592,0.835714,0.084755,-0.308014,0.20462,0.4208,0.7008,0.54248,0.065437,0.470835,0.193654,0.480995,0.715897,0.594559,0.058376,0.066749,0.152063
BordaCo0,0.427119,0.705666,0.585096,0.064552,-0.368843,0.205372,0.307755,0.508571,0.396857,0.056101,0.243465,0.117541,0.836735,0.979592,0.90102,0.033704,0.226273,0.092287,0.653061,0.816327,0.755102,0.038722,-0.658808,0.138036,0.673469,0.938776,0.838776,0.077147,-0.549582,0.172999,0.4096,0.6672,0.5332,0.07112,0.061819,0.144338,0.492489,0.716166,0.589228,0.064603,0.21055,0.128019
BordaCo0,0.439599,0.665348,0.54493,0.064136,-0.210921,0.125605,0.286531,0.478367,0.387306,0.05511,-0.03966,0.112046,0.795918,0.959184,0.878571,0.04352,-0.034261,0.111849,0.673469,0.77551,0.727551,0.029767,-0.442533,0.058852,0.673469,0.959184,0.859184,0.078485,-0.994004,0.256803,0.3888,0.632,0.51272,0.069506,-0.090604,0.142254,0.449623,0.689555,0.581841,0.067001,-0.107719,0.141338
BordaCo0,0.501755,0.675565,0.598319,0.053031,-0.117001,0.095197,0.338776,0.445714,0.406612,0.032783,-0.774225,0.078327,0.816327,1,0.918367,0.038722,-0.570967,0.152377,0.734694,0.795918,0.758163,0.019654,0.032746,0.03214,0.734694,0.979592,0.832653,0.066944,0.134975,0.14399,0.4496,0.616,0.55448,0.048703,-0.651174,0.115752,0.522162,0.651529,0.603304,0.039992,-0.75922,0.099034
BordaCo0,0.510735,0.704886,0.591487,0.048505,0.327753,0.143788,0.331429,0.48,0.39502,0.048643,0.470118,0.089201,0.816327,0.979592,0.910204,0.045359,-0.310391,0.099774,0.693878,0.816327,0.747959,0.025223,0.527976,0.104942,0.734694,1,0.868367,0.07649,0.324886,0.146881,0.4496,0.6416,0.52432,0.058936,0.587884,0.121716,0.521195,0.688858,0.59014,0.055795,0.423239,0.096645
BordaCo0,0.452935,0.658507,0.561833,0.054773,0.063889,0.119542,0.32898,0.445714,0.387837,0.033614,-0.028304,0.068553,0.816327,0.959184,0.904082,0.03599,-0.187071,0.101747,0.653061,0.795918,0.745918,0.034438,-0.773097,0.122587,0.693878,1,0.858163,0.072578,-0.194475,0.200553,0.4496,0.6256,0.524,0.045969,0.207078,0.110382,0.510208,0.654324,0.582028,0.042125,-0.031488,0.08419
BordaCo0,0.497307,0.675413,0.569386,0.050352,0.661601,0.11389,0.291429,0.486531,0.385388,0.046456,0.260224,0.120365,0.877551,0.979592,0.910204,0.027683,0.750031,0.085064,0.673469,0.795918,0.740816,0.038235,-0.119526,0.080813,0.653061,0.979592,0.814286,0.080061,-0.178584,0.212536,0.416,0.6416,0.52976,0.056525,0.287048,0.13396,0.453293,0.695829,0.578184,0.056792,0.049783,0.150392
BordaCo0,0.453634,0.69678,0.584078,0.059098,0.058766,0.165969,0.284082,0.475102,0.388857,0.051561,-0.553711,0.131206,0.816327,0.979592,0.909184,0.043996,-0.457601,0.129364,0.693878,0.816327,0.743878,0.032573,0.275391,0.084313,0.714286,0.979592,0.860204,0.070186,-0.503385,0.209087,0.3824,0.6192,0.51984,0.067924,-0.559263,0.156772,0.440124,0.679029,0.582645,0.064498,-0.807351,0.187843
BordaCo0,0.521677,0.685653,0.586416,0.051623,0.317373,0.091141,0.306939,0.477551,0.404408,0.043599,-0.211766,0.102931,0.795918,0.959184,0.9,0.035874,-0.815211,0.166391,0.693878,0.795918,0.747959,0.029767,0.234197,0.058457,0.734694,0.959184,0.858163,0.060014,-0.178819,0.148655,0.4448,0.6416,0.54448,0.056628,-0.041982,0.101222,0.481594,0.680089,0.60048,0.051255,-0.410405,0.130829
BordaCo0,0.474949,0.62753,0.551751,0.042296,0.053567,0.090108,0.314286,0.452245,0.385959,0.035846,0.14796,0.08746,0.816327,0.979592,0.916327,0.048251,-0.35728,0.095081,0.693878,0.795918,0.756122,0.029907,-0.372495,0.065836,0.632653,0.959184,0.857143,0.090811,-1.02492,0.264899,0.4208,0.5904,0.51408,0.042044,-0.249154,0.11265,0.494143,0.658603,0.576604,0.042052,0.191122,0.104105
BordaCo0,0.504932,0.711314,0.603261,0.056118,0.150851,0.120465,0.341224,0.524898,0.413551,0.045349,0.583134,0.134261,0.897959,1,0.936735,0.029504,0.373327,0.065015,0.693878,0.795918,0.755102,0.029574,-0.591485,0.078462,0.693878,0.979592,0.861224,0.066632,-0.574753,0.202732,0.464,0.6672,0.55432,0.058667,0.456168,0.119983,0.521426,0.734602,0.609479,0.052248,0.461945,0.147179
BordaCo0,0.442399,0.721897,0.591722,0.068427,-0.420957,0.210675,0.277551,0.492245,0.396939,0.058356,-0.300547,0.119538,0.816327,0.979592,0.896939,0.041562,-0.145355,0.099164,0.653061,0.816327,0.742857,0.037297,-0.552418,0.121241,0.653061,0.959184,0.82551,0.095172,-0.555132,0.181151,0.3856,0.6512,0.53712,0.069574,-0.327102,0.152263,0.442627,0.696932,0.590401,0.070737,-0.360687,0.14
BordaCo0,0.453009,0.699891,0.571162,0.060572,0.370048,0.192935,0.290612,0.515918,0.383837,0.057348,0.602071,0.150868,0.816327,0.979592,0.904082,0.034814,-0.41216,0.126935,0.673469,0.795918,0.742857,0.033159,-0.030773,0.079222,0.653061,0.979592,0.826531,0.092964,-0.131717,0.209286,0.3856,0.656,0.51416,0.068784,0.392778,0.172012,0.46794,0.725293,0.575594,0.067153,0.496631,0.165077
BordaCo0,0.468006,0.689253,0.570341,0.057113,0.035589,0.140184,0.35102,0.454694,0.402245,0.030383,-0.071484,0.063233,0.816327,0.979592,0.907143,0.04206,-0.065714,0.09578,0.653061,0.795918,0.743878,0.030595,-1.150139,0.149327,0.755102,1,0.864286,0.058538,0.435106,0.164923,0.4512,0.6144,0.5336,0.04461,-0.196119,0.102201,0.541928,0.660387,0.597386,0.034418,0.061456,0.070925
BordaCo0,0.427337,0.666812,0.564831,0.052081,-0.477115,0.19173,0.326531,0.463673,0.393265,0.041665,0.019298,0.080675,0.816327,0.959184,0.880612,0.043424,0.301991,0.080909,0.693878,0.795918,0.747959,0.033081,-0.34004,0.060262,0.653061,0.979592,0.832653,0.099896,-0.096486,0.189217,0.4336,0.6192,0.5232,0.05107,-0.057004,0.116105,0.508133,0.667043,0.586724,0.051854,-0.058424,0.086551
