@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute hv0 numeric
@attribute hv1 numeric
@attribute hv2 numeric
@attribute hv3 numeric
@attribute hv4 numeric
@attribute hv5 numeric

@data
BordaCo0,2,0.87,0.01,1,0.188486,0.06517
BordaCo0,2,0.87,0.01,1,0.163815,0.014081
BordaCo0,2,0.87,0.01,1,0.761985,0.775727
BordaCo0,2,0.87,0.01,1,0.353132,0.842918
BordaCo0,2,0.87,0.01,1,0.473734,0.766634
BordaCo0,2,0.87,0.01,1,0.742926,0.39085
BordaCo0,2,0.87,0.01,1,0.654014,0.178937
BordaCo0,2,0.87,0.01,1,0.001655,0.058569
BordaCo0,2,0.87,0.01,1,0.112227,0.301723
BordaCo0,2,0.87,0.01,1,0.060749,0.205327
BordaCo0,2,0.87,0.01,1,0.349949,0.181559
BordaCo0,2,0.87,0.01,1,0.024753,0.238259
BordaCo0,2,0.87,0.01,1,0.045064,0.03442
BordaCo0,2,0.87,0.01,1,0.425572,0.657034
BordaCo0,2,0.87,0.01,1,0.472535,0.89733
BordaCo0,2,0.87,0.01,1,0.076819,0.011822
BordaCo0,2,0.87,0.01,1,0.022268,0.167672
BordaCo0,2,0.87,0.01,1,0.06302,0.081397
BordaCo0,2,0.87,0.01,1,0.18076,0.034887
BordaCo0,2,0.87,0.01,1,0.009504,0.118858
BordaCo0,2,0.87,0.01,1,0.81295,0.425241
BordaCo0,2,0.87,0.01,1,0.122686,0.295462
BordaCo0,2,0.87,0.01,1,0.081981,0.023526
BordaCo0,2,0.87,0.01,1,0.172494,0.078183
BordaCo0,2,0.87,0.01,1,0.027809,0.076321
BordaCo0,2,0.87,0.01,1,0.629558,0.836799
BordaCo0,2,0.87,0.01,1,0.227149,0.128153
BordaCo0,2,0.87,0.01,1,0.346292,0.297937
BordaCo0,2,0.87,0.01,1,0.471148,0.830125
BordaCo0,2,0.87,0.01,1,0.260936,0.294295
BordaCo0,2,0.87,0.01,1,0.16404,0.056588
BordaCo0,2,0.87,0.01,1,0.097535,0.204342
BordaCo0,2,0.87,0.01,1,0.062674,0.003122
BordaCo0,2,0.87,0.01,1,0.757557,0.401993
BordaCo0,2,0.87,0.01,1,0.989674,0.538713
BordaCo0,2,0.87,0.01,1,0.24342,0.426183
BordaCo0,2,0.87,0.01,1,0.714185,0.847799
BordaCo0,2,0.87,0.01,1,0.20924,0.140467
BordaCo0,2,0.87,0.01,1,0.150144,0.268231
BordaCo0,2,0.87,0.01,1,0.166602,0.298708
BordaCo0,2,0.87,0.01,1,0.922221,0.519888
BordaCo0,2,0.87,0.01,1,0.132074,0.005017
BordaCo0,2,0.87,0.01,1,0.075572,0.18702
BordaCo0,2,0.87,0.01,1,0.311569,0.430508
BordaCo0,2,0.87,0.01,1,0.278516,0.756446
BordaCo0,2,0.87,0.01,1,0.181704,0.268277
BordaCo0,2,0.87,0.01,1,0.115819,0.015615
BordaCo0,2,0.87,0.01,1,0.114417,0.013892
BordaCo0,2,0.87,0.01,1,0.055122,0.298859
BordaCo0,2,0.87,0.01,1,0.049423,0.213878
BordaCo0,2,0.87,0.01,1,0.647269,0.412567
BordaCo0,2,0.87,0.01,1,0.03018,0.144526
BordaCo0,2,0.87,0.01,1,0.135163,0.04186
BordaCo0,2,0.87,0.01,1,0.094405,0.210153
BordaCo0,2,0.87,0.01,1,0.888681,0.57013
BordaCo0,2,0.87,0.01,1,0.077321,0.067135
BordaCo0,2,0.87,0.01,1,0.32087,0.203146
BordaCo0,2,0.87,0.01,1,0.341174,0.485462
BordaCo0,2,0.87,0.01,1,0.670937,0.37179
BordaCo0,2,0.87,0.01,1,0.559617,0.338658
BordaCo0,2,0.87,0.01,1,0.73117,0.716563
BordaCo0,2,0.87,0.01,1,0.063935,0.194548
BordaCo0,2,0.87,0.01,1,0.378218,0.134125
BordaCo0,2,0.87,0.01,1,0.071263,0.208627
BordaCo0,2,0.87,0.01,1,0.077213,0.234383
BordaCo0,2,0.87,0.01,1,0.922781,0.692192
BordaCo0,2,0.87,0.01,1,0.3025,0.182563
BordaCo0,2,0.87,0.01,1,0.476536,0.737675
BordaCo0,2,0.87,0.01,1,0.081626,0.067162
BordaCo0,2,0.87,0.01,1,0.918938,0.672368
BordaCo0,2,0.87,0.01,1,0.073524,0.008233
BordaCo0,2,0.87,0.01,1,0.880072,0.764735
BordaCo0,2,0.87,0.01,1,0.333486,0.179868
BordaCo0,2,0.87,0.01,1,0.989519,0.277103
BordaCo0,2,0.87,0.01,1,0.203457,0.087969
BordaCo0,2,0.87,0.01,1,0.124836,0.026025
BordaCo0,2,0.87,0.01,1,0.172983,0.059122
BordaCo0,2,0.87,0.01,1,0.786386,0.725626
BordaCo0,2,0.87,0.01,1,0.060653,0.02161
BordaCo0,2,0.87,0.01,1,0.396018,0.227162
BordaCo0,2,0.87,0.01,1,0.179639,0.058306
BordaCo0,2,0.87,0.01,1,0.756379,0.243009
BordaCo0,2,0.87,0.01,1,0.132402,0.426856
BordaCo0,2,0.87,0.01,1,0.054662,0.012729
BordaCo0,2,0.87,0.01,1,0.294887,0.275738
BordaCo0,2,0.87,0.01,1,0.109577,0.238904
BordaCo0,2,0.87,0.01,1,0.090857,0.227381
BordaCo0,2,0.87,0.01,1,0.19121,0.194343
BordaCo0,2,0.87,0.01,1,0.026675,0.132833
BordaCo0,2,0.87,0.01,1,0.847063,0.321371
BordaCo0,2,0.87,0.01,1,0.121302,0.232006
BordaCo0,2,0.87,0.01,1,0.577414,0.91708
BordaCo0,2,0.87,0.01,1,0.431708,0.606684
BordaCo0,2,0.87,0.01,1,0.226307,0.378046
BordaCo0,2,0.87,0.01,1,0.147908,0.232207
BordaCo0,2,0.87,0.01,1,0.163553,0.075087
BordaCo0,2,0.87,0.01,1,0.2983,0.208811
BordaCo0,2,0.87,0.01,1,0.119224,0.136088
BordaCo0,2,0.87,0.01,1,0.230008,0.23005
BordaCo0,2,0.87,0.01,1,0.144576,0.114424
BordaCo0,2,0.87,0.01,1,0.120368,0.214219
BordaCo0,2,0.87,0.01,1,0.075654,0.075296
BordaCo0,2,0.87,0.01,1,0.272938,0.212176
BordaCo0,2,0.87,0.01,1,0.148942,0.112002
BordaCo0,2,0.87,0.01,1,0.768117,0.301332
BordaCo0,2,0.87,0.01,1,0.091574,0.180199
BordaCo0,2,0.87,0.01,1,0.440996,0.05997
BordaCo0,2,0.87,0.01,1,0.039129,0.222693
BordaCo0,2,0.87,0.01,1,0.059446,0.181372
BordaCo0,2,0.87,0.01,1,0.697637,0.8145
BordaCo0,2,0.87,0.01,1,0.215671,0.184674
BordaCo0,2,0.87,0.01,1,0.694565,0.633969
BordaCo0,2,0.87,0.01,1,0.014636,0.07361
BordaCo0,2,0.87,0.01,1,0.186614,0.878892
BordaCo0,2,0.87,0.01,1,0.188937,0.001491
BordaCo0,2,0.87,0.01,1,0.140907,0.499369
BordaCo0,2,0.87,0.01,1,0.771172,0.710933
BordaCo0,2,0.87,0.01,1,0.014801,0.102984
BordaCo0,2,0.87,0.01,1,0.51695,0.541224
BordaCo0,2,0.87,0.01,1,0.184538,0.02643
BordaCo0,2,0.87,0.01,1,0.806979,0.562663
BordaCo0,2,0.87,0.01,1,0.292181,0.303228
BordaCo0,2,0.87,0.01,1,0.265206,0.219971
BordaCo0,2,0.87,0.01,1,0.70067,0.821844
BordaCo0,2,0.87,0.01,1,0.153588,0.18097
BordaCo0,2,0.87,0.01,1,0.669183,0.124061
BordaCo0,2,0.87,0.01,1,0.142975,0.265546
BordaCo0,2,0.87,0.01,1,0.1923,0.18899
BordaCo0,2,0.87,0.01,1,0.349804,0.801591
BordaCo0,2,0.87,0.01,1,0.825307,0.773399
BordaCo0,2,0.87,0.01,1,0.859311,0.912969
BordaCo0,2,0.87,0.01,1,0.289326,0.20451
BordaCo0,2,0.87,0.01,1,0.564611,0.118836
BordaCo0,2,0.87,0.01,1,0.226363,0.026881
BordaCo0,2,0.87,0.01,1,0.185451,0.099419
BordaCo0,2,0.87,0.01,1,0.463464,0.437531
BordaCo0,2,0.87,0.01,1,0.07859,0.026614
BordaCo0,2,0.87,0.01,1,0.468588,0.500746
BordaCo0,2,0.87,0.01,1,0.75243,0.402335
BordaCo0,2,0.87,0.01,1,0.112662,0.260298
BordaCo0,2,0.87,0.01,1,0.088018,0.245951
BordaCo0,2,0.87,0.01,1,0.778619,0.614683
BordaCo0,2,0.87,0.01,1,0.280344,0.486881
BordaCo0,2,0.87,0.01,1,0.078717,0.089272
BordaCo0,2,0.87,0.01,1,0.919705,0.387053
BordaCo0,2,0.87,0.01,1,0.327686,0.063374
BordaCo0,2,0.87,0.01,1,0.077477,0.158348
BordaCo0,2,0.87,0.01,1,0.284795,0.156297
BordaCo0,2,0.87,0.01,1,0.771968,0.382191
BordaCo0,2,0.87,0.01,1,0.725072,0.686522
BordaCo0,2,0.87,0.01,1,0.175576,0.188683
BordaCo0,2,0.87,0.01,1,0.560763,0.647273
BordaCo0,2,0.87,0.01,1,0.05257,0.009999
BordaCo0,2,0.87,0.01,1,0.628144,0.897556
BordaCo0,2,0.87,0.01,1,0.667839,0.771337
BordaCo0,2,0.87,0.01,1,0.081231,0.125799
BordaCo0,2,0.87,0.01,1,0.027512,0.222921
BordaCo0,2,0.87,0.01,1,0.6187,0.38275
BordaCo0,2,0.87,0.01,1,0.184455,0.075482
BordaCo0,2,0.87,0.01,1,0.35877,0.822691
BordaCo0,2,0.87,0.01,1,0.152559,0.261141
BordaCo0,2,0.87,0.01,1,0.140348,0.048041
BordaCo0,2,0.87,0.01,1,0.603237,0.400403
BordaCo0,2,0.87,0.01,1,0.246573,0.280123
BordaCo0,2,0.87,0.01,1,0.750295,0.715434
BordaCo0,2,0.87,0.01,1,0.595507,0.941776
BordaCo0,2,0.87,0.01,1,0.171885,0.066004
BordaCo0,2,0.87,0.01,1,0.96798,0.804902
BordaCo0,2,0.87,0.01,1,0.056052,0.008464
BordaCo0,2,0.87,0.01,1,0.067939,0.15563
BordaCo0,2,0.87,0.01,1,0.344397,0.338021
BordaCo0,2,0.87,0.01,1,0.050438,0.148976
BordaCo0,2,0.87,0.01,1,0.643093,0.886341
BordaCo0,2,0.87,0.01,1,0.042084,0.112707
BordaCo0,2,0.87,0.01,1,0.432371,0.145
BordaCo0,2,0.87,0.01,1,0.782088,0.482844
BordaCo0,2,0.87,0.01,1,0.053682,0.119026
BordaCo0,2,0.87,0.01,1,0.245836,0.173017
BordaCo0,2,0.87,0.01,1,0.994615,0.162889
BordaCo0,2,0.87,0.01,1,0.689073,0.866369
BordaCo0,2,0.87,0.01,1,0.087211,0.127214
BordaCo0,2,0.87,0.01,1,0.174349,0.236399
BordaCo0,2,0.87,0.01,1,0.023672,0.011298
BordaCo0,2,0.87,0.01,1,0.483392,0.688947
BordaCo0,2,0.87,0.01,1,0.750219,0.310899
BordaCo0,2,0.87,0.01,1,0.198464,0.117642
BordaCo0,2,0.87,0.01,1,0.282281,0.18536
BordaCo0,2,0.87,0.01,1,0.127661,0.228961
BordaCo0,2,0.87,0.01,1,0.081605,0.040399
BordaCo0,2,0.87,0.01,1,0.218274,0.305648
BordaCo0,2,0.87,0.01,1,0.90567,0.520355
BordaCo0,2,0.87,0.01,1,0.555215,0.702833
BordaCo0,2,0.87,0.01,1,0.184318,0.058151
BordaCo0,2,0.87,0.01,1,0.299294,0.207734
BordaCo0,2,0.87,0.01,1,0.349807,0.334836
BordaCo0,2,0.87,0.01,1,0.002478,0.111069
BordaCo0,2,0.87,0.01,1,0.12532,0.103269
BordaCo0,2,0.87,0.01,1,0.522713,0.445379
BordaCo0,2,0.87,0.01,1,0.169579,0.133584
BordaCo0,2,0.87,0.01,1,0.096602,0.060635
BordaCo0,2,0.87,0.01,1,0.409689,0.135888
BordaCo0,2,0.87,0.01,1,0.171056,0.157
BordaCo0,2,0.87,0.01,1,0.231755,0.168444
BordaCo0,2,0.87,0.01,1,0.690919,0.371945
BordaCo0,2,0.87,0.01,1,0.230839,0.54186
BordaCo0,2,0.87,0.01,1,0.396575,0.103201
BordaCo0,2,0.87,0.01,1,0.398175,0.409178
BordaCo0,2,0.87,0.01,1,0.238759,0.36723
BordaCo0,2,0.87,0.01,1,0.061103,0.508057
BordaCo0,2,0.87,0.01,1,0.20313,0.307602
BordaCo0,2,0.87,0.01,1,0.189942,0.318975
BordaCo0,2,0.87,0.01,1,0.198403,0.037115
BordaCo0,2,0.87,0.01,1,0.099996,0.18925
BordaCo0,2,0.87,0.01,1,0.134058,0.151644
BordaCo0,2,0.87,0.01,1,0.00062,0.190011
BordaCo0,2,0.87,0.01,1,0.227017,0.132575
BordaCo0,2,0.87,0.01,1,0.373299,0.668853
BordaCo0,2,0.87,0.01,1,0.285775,0.501989
BordaCo0,2,0.87,0.01,1,0.205151,0.516072
BordaCo0,2,0.87,0.01,1,0.112945,0.029394
BordaCo0,2,0.87,0.01,1,0.294304,0.104769
BordaCo0,2,0.87,0.01,1,0.393625,0.112895
BordaCo0,2,0.87,0.01,1,0.235699,0.200751
BordaCo0,2,0.87,0.01,1,0.231375,0.03551
BordaCo0,2,0.87,0.01,1,0.160926,0.382216
BordaCo0,2,0.87,0.01,1,0.173372,0.189934
BordaCo0,2,0.87,0.01,1,0.285919,0.044452
BordaCo0,2,0.87,0.01,1,0.249052,0.603369
BordaCo0,2,0.87,0.01,1,0.415545,0.443555
BordaCo0,2,0.87,0.01,1,0.074192,0.022528
BordaCo0,2,0.87,0.01,1,0.321106,0.549193
BordaCo0,2,0.87,0.01,1,0.435159,0.512251
BordaCo0,2,0.87,0.01,1,0.010675,0.037999
BordaCo0,2,0.87,0.01,1,0.579003,0.570743
BordaCo0,2,0.87,0.01,1,0.330595,0.306766
BordaCo0,2,0.87,0.01,1,0.073888,0.274368
BordaCo0,2,0.87,0.01,1,0.121224,0.713402
BordaCo0,2,0.87,0.01,1,0.380165,0.633938
BordaCo0,2,0.87,0.01,1,0.904831,0.262899
BordaCo0,2,0.87,0.01,1,0.091068,0.098283
BordaCo0,2,0.87,0.01,1,0.035318,0.024808
BordaCo0,2,0.87,0.01,1,0.241258,0.587937
BordaCo0,2,0.87,0.01,1,0.087676,0.145446
BordaCo0,2,0.87,0.01,1,0.187252,0.339217
BordaCo0,2,0.87,0.01,1,0.574803,0.943008
BordaCo0,2,0.87,0.01,1,0.547057,0.277271
BordaCo0,2,0.87,0.01,1,0.266617,0.207097
BordaCo0,2,0.87,0.01,1,0.078407,0.134629
BordaCo0,2,0.87,0.01,1,0.055476,0.10877
BordaCo0,2,0.87,0.01,1,0.157946,0.016863
BordaCo0,2,0.87,0.01,1,0.219332,0.137953
BordaCo0,2,0.87,0.01,1,0.433408,0.281223
BordaCo0,2,0.87,0.01,1,0.480575,0.327538
BordaCo0,2,0.87,0.01,1,0.758486,0.68059
BordaCo0,2,0.87,0.01,1,0.56654,0.339296
BordaCo0,2,0.87,0.01,1,0.204027,0.611158
BordaCo0,2,0.87,0.01,1,0.134339,0.093753
BordaCo0,2,0.87,0.01,1,0.044317,0.001904
BordaCo0,2,0.87,0.01,1,0.038343,0.124395
BordaCo0,2,0.87,0.01,1,0.308941,0.099729
BordaCo0,2,0.87,0.01,1,0.428881,0.156738
BordaCo0,2,0.87,0.01,1,0.187639,0.3043
BordaCo0,2,0.87,0.01,1,0.317706,0.795688
BordaCo0,2,0.87,0.01,1,0.177323,0.259483
BordaCo0,2,0.87,0.01,1,0.110488,0.60156
BordaCo0,2,0.87,0.01,1,0.006437,0.037467
BordaCo0,2,0.87,0.01,1,0.158463,0.075009
BordaCo0,2,0.87,0.01,1,0.19,0.131928
BordaCo0,2,0.87,0.01,1,0.019023,0.007947
BordaCo0,2,0.87,0.01,1,0.643322,0.365952
BordaCo0,2,0.87,0.01,1,0.194001,0.456626
BordaCo0,2,0.87,0.01,1,0.380344,0.315872
BordaCo0,2,0.87,0.01,1,0.183265,0.070125
BordaCo0,2,0.87,0.01,1,0.015586,0.091904
BordaCo0,2,0.87,0.01,1,0.20567,0.017413
BordaCo0,2,0.87,0.01,1,0.013753,0.088674
BordaCo0,2,0.87,0.01,1,0.021221,0.238239
BordaCo0,2,0.87,0.01,1,0.045975,0.116142
BordaCo0,2,0.87,0.01,1,0.497691,0.348192
BordaCo0,2,0.87,0.01,1,0.668806,0.423364
BordaCo0,2,0.87,0.01,1,0.517992,0.240648
BordaCo0,2,0.87,0.01,1,0.818485,0.650068
BordaCo0,2,0.87,0.01,1,0.053585,0.221345
BordaCo0,2,0.87,0.01,1,0.280299,0.535185
BordaCo0,2,0.87,0.01,1,0.64674,0.486822
BordaCo0,2,0.87,0.01,1,0.346628,0.294776
BordaCo0,2,0.87,0.01,1,0.034499,0.145216
BordaCo0,2,0.87,0.01,1,0.121947,0.030342
BordaCo0,2,0.87,0.01,1,0.015409,0.110358
BordaCo0,2,0.87,0.01,1,0.164194,0.106021
BordaCo0,2,0.87,0.01,1,0.141718,0.279571
BordaCo0,2,0.87,0.01,1,0.359303,0.648161
BordaCo0,2,0.87,0.01,1,0.019936,0.024834
BordaCo0,2,0.87,0.01,1,0.015597,0.043709
BordaCo0,2,0.87,0.01,1,0.006634,0.045414
BordaCo0,2,0.87,0.01,1,0.24042,0.19368
BordaCo0,2,0.87,0.01,1,0.317428,0.494878
BordaCo0,2,0.87,0.01,1,0.207385,0.425513
BordaCo0,2,0.87,0.01,1,0.616647,0.438287
BordaCo0,2,0.87,0.01,1,0.067196,0.039794
BordaCo0,2,0.87,0.01,1,0.692495,0.810186
BordaCo0,2,0.87,0.01,1,0.163799,0.230757
BordaCo0,2,0.87,0.01,1,0.045409,0.147498
BordaCo0,2,0.87,0.01,1,0.119703,0.217646
BordaCo0,2,0.87,0.01,1,0.073027,0.471
BordaCo0,2,0.87,0.01,1,0.666521,0.427524
BordaCo0,2,0.87,0.01,1,0.418008,0.662604
BordaCo0,2,0.87,0.01,1,0.878919,0.689271
BordaCo0,2,0.87,0.01,1,0.033567,0.012963
BordaCo0,2,0.87,0.01,1,0.971986,0.330782
BordaCo0,2,0.87,0.01,1,0.22119,0.276221
BordaCo0,2,0.87,0.01,1,0.284225,0.366919
BordaCo0,2,0.87,0.01,1,0.307166,0.358049
BordaCo0,2,0.87,0.01,1,0.146053,0.625822
BordaCo0,2,0.87,0.01,1,0.204083,0.016056
BordaCo0,2,0.87,0.01,1,0.038415,0.068821
BordaCo0,2,0.87,0.01,1,0.289569,0.174371
BordaCo0,2,0.87,0.01,1,0.088765,0.122332
BordaCo0,2,0.87,0.01,1,0.422207,0.069496
BordaCo0,2,0.87,0.01,1,0.202541,0.199261
BordaCo0,2,0.87,0.01,1,0.188308,0.111531
BordaCo0,2,0.87,0.01,1,0.360204,0.077171
BordaCo0,2,0.87,0.01,1,0.495543,0.961711
BordaCo0,2,0.87,0.01,1,0.14273,0.262967
BordaCo0,2,0.87,0.01,1,0.198214,0.236426
BordaCo0,2,0.87,0.01,1,0.758917,0.529321
BordaCo0,2,0.87,0.01,1,0.144168,0.149964
BordaCo0,2,0.87,0.01,1,0.76787,0.670473
BordaCo0,2,0.87,0.01,1,0.118574,0.32444
BordaCo0,2,0.87,0.01,1,0.442743,0.71745
BordaCo0,2,0.87,0.01,1,0.87265,0.672673
BordaCo0,2,0.87,0.01,1,0.284927,0.086908
BordaCo0,2,0.87,0.01,1,0.286908,0.093346
BordaCo0,2,0.87,0.01,1,0.121779,0.065891
BordaCo0,2,0.87,0.01,1,0.752079,0.93725
BordaCo0,2,0.87,0.01,1,0.164394,0.110112
BordaCo0,2,0.87,0.01,1,0.039926,0.110592
BordaCo0,2,0.87,0.01,1,0.244036,0.228885
BordaCo0,2,0.87,0.01,1,0.943451,0.465589
BordaCo0,2,0.87,0.01,1,0.044957,0.040484
BordaCo0,2,0.87,0.01,1,0.830043,0.594711
BordaCo0,2,0.87,0.01,1,0.592042,0.839865
BordaCo0,2,0.87,0.01,1,0.091152,0.120787
BordaCo0,2,0.87,0.01,1,0.259203,0.555907
BordaCo0,2,0.87,0.01,1,0.737393,0.364662
BordaCo0,2,0.87,0.01,1,0.084593,0.115887
BordaCo0,2,0.87,0.01,1,0.137019,0.016387
BordaCo0,2,0.87,0.01,1,0.084498,0.049616
BordaCo0,2,0.87,0.01,1,0.47722,0.687638
BordaCo0,2,0.87,0.01,1,0.240026,0.25184
BordaCo0,2,0.87,0.01,1,0.059522,0.369468
BordaCo0,2,0.87,0.01,1,0.010661,0.012499
BordaCo0,2,0.87,0.01,1,0.014249,0.120945
BordaCo0,2,0.87,0.01,1,0.001765,0.100086
BordaCo0,2,0.87,0.01,1,0.157371,0.020338
BordaCo0,2,0.87,0.01,1,0.283422,0.042775
BordaCo0,2,0.87,0.01,1,0.970875,0.758393
BordaCo0,2,0.87,0.01,1,0.074528,0.126669
BordaCo0,2,0.87,0.01,1,0.065052,0.110922
BordaCo0,2,0.87,0.01,1,0.029968,0.02685
BordaCo0,2,0.87,0.01,1,0.070231,0.123714
BordaCo0,2,0.87,0.01,1,0.02505,0.397275
BordaCo0,2,0.87,0.01,1,0.271578,0.18802
BordaCo0,2,0.87,0.01,1,0.359628,0.088293
BordaCo0,2,0.87,0.01,1,0.492033,0.56948
BordaCo0,2,0.87,0.01,1,0.333131,0.784548
BordaCo0,2,0.87,0.01,1,0.415795,0.854454
BordaCo0,2,0.87,0.01,1,0.262798,0.170744
