@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute CanberraDistanceMin numeric
@attribute CanberraDistanceMax numeric
@attribute CanberraDistanceMean numeric
@attribute CanberraDistanceStandardDeviation numeric
@attribute CanberraDistanceSkewness numeric
@attribute CanberraDistanceKurtosis numeric
@attribute KendallTauMin numeric
@attribute KendallTauMax numeric
@attribute KendallTauMean numeric
@attribute KendallTauStandardDeviation numeric
@attribute KendallTauSkewness numeric
@attribute KendallTauKurtosis numeric
@attribute CayleyDistanceMin numeric
@attribute CayleyDistanceMax numeric
@attribute CayleyDistanceMean numeric
@attribute CayleyDistanceStandardDeviation numeric
@attribute CayleyDistanceSkewness numeric
@attribute CayleyDistanceKurtosis numeric
@attribute LevenshteinDistanceMin numeric
@attribute LevenshteinDistanceMax numeric
@attribute LevenshteinDistanceMean numeric
@attribute LevenshteinDistanceStandardDeviation numeric
@attribute LevenshteinDistanceSkewness numeric
@attribute LevenshteinDistanceKurtosis numeric
@attribute LMaxMin numeric
@attribute LMaxMax numeric
@attribute LMaxMean numeric
@attribute LMaxStandardDeviation numeric
@attribute LMaxSkewness numeric
@attribute LMaxKurtosis numeric
@attribute LAbsMin numeric
@attribute LAbsMax numeric
@attribute LAbsMean numeric
@attribute LAbsStandardDeviation numeric
@attribute LAbsSkewness numeric
@attribute LAbsKurtosis numeric
@attribute LSquareMin numeric
@attribute LSquareMax numeric
@attribute LSquareMean numeric
@attribute LSquareStandardDeviation numeric
@attribute LSquareSkewness numeric
@attribute LSquareKurtosis numeric

@data
BordaCo0,0.505756,0.680521,0.616856,0.048543,-0.825041,0.124911,0.304747,0.49019,0.415063,0.042523,-0.497623,0.137818,0.898734,0.962025,0.932911,0.019651,-0.134712,0.038522,0.772152,0.848101,0.803797,0.017676,0.275429,0.059095,0.746835,0.987342,0.853797,0.072548,0.320915,0.142866,0.419375,0.639375,0.561031,0.052984,-0.785764,0.178457,0.473204,0.687968,0.609673,0.050293,-0.693396,0.175196
BordaCo0,0.533735,0.720318,0.62393,0.04494,0.384355,0.135673,0.359494,0.505696,0.411693,0.03808,0.78082,0.126818,0.873418,1,0.944937,0.028099,-0.542441,0.098954,0.746835,0.835443,0.802532,0.019773,-0.99491,0.080701,0.734177,0.962025,0.868987,0.066413,-0.539393,0.155317,0.473125,0.666875,0.5565,0.04734,0.812951,0.169669,0.537985,0.711461,0.607963,0.043826,0.542407,0.13493
BordaCo0,0.513206,0.713327,0.62153,0.04983,-0.261321,0.130252,0.346203,0.498734,0.411551,0.038193,0.439814,0.099361,0.898734,1,0.946835,0.024217,-0.056555,0.065268,0.734177,0.848101,0.794304,0.028551,-0.184639,0.072054,0.772152,0.962025,0.872785,0.062331,-0.118198,0.100129,0.465625,0.669375,0.559562,0.052059,0.024821,0.128323,0.534872,0.703167,0.608968,0.042388,0.424868,0.10617
BordaCo0,0.499681,0.666276,0.573371,0.036169,0.193645,0.139408,0.352215,0.434177,0.378133,0.024632,1.013083,0.065394,0.886076,0.974684,0.93038,0.023512,-0,0.053853,0.734177,0.822785,0.786076,0.023648,-0.099389,0.056982,0.78481,0.949367,0.852532,0.052387,0.512441,0.104039,0.4575,0.586875,0.505938,0.034244,0.674869,0.091017,0.531387,0.633048,0.568392,0.030278,0.950003,0.078065
BordaCo0,0.56973,0.694721,0.633565,0.036195,-0.016042,0.064658,0.368354,0.508861,0.422073,0.035652,0.334068,0.097965,0.886076,0.987342,0.939873,0.029107,-0.282213,0.067667,0.759494,0.835443,0.80443,0.01855,-0.241419,0.053626,0.696203,0.987342,0.86962,0.076903,-0.357445,0.178801,0.49875,0.67125,0.57575,0.046143,-0.053962,0.111748,0.548802,0.716999,0.620062,0.042065,0.225691,0.108593
BordaCo0,0.54132,0.68894,0.608643,0.038214,0.04169,0.089152,0.359494,0.456329,0.408766,0.028509,-0.189763,0.051592,0.911392,1,0.95443,0.023478,0.063947,0.051621,0.772152,0.835443,0.805063,0.019773,-0.26447,0.039253,0.78481,0.974684,0.896203,0.047801,-0.346078,0.127399,0.486875,0.616875,0.551813,0.040424,-0.116067,0.075261,0.547937,0.658094,0.604411,0.033469,-0.152093,0.059574
BordaCo0,0.527701,0.709586,0.623723,0.052575,-0.318949,0.121395,0.333228,0.512342,0.416487,0.048132,0.07729,0.11054,0.873418,0.974684,0.944304,0.025443,-1.106856,0.100569,0.746835,0.835443,0.803797,0.020606,-0.834514,0.08117,0.772152,0.987342,0.866456,0.047947,0.378867,0.179353,0.46125,0.67125,0.565375,0.058034,-0.078886,0.126591,0.504945,0.721424,0.610672,0.0577,-0.057133,0.134323
BordaCo0,0.516963,0.694316,0.603675,0.048245,-0.019989,0.094759,0.336076,0.502215,0.410269,0.046278,0.124794,0.112461,0.911392,0.974684,0.942405,0.019803,-0.22075,0.033577,0.746835,0.848101,0.803797,0.026703,0.159791,0.066023,0.772152,0.974684,0.893038,0.055534,-0.623794,0.151314,0.455,0.65125,0.546344,0.056132,0.051777,0.121898,0.514761,0.706178,0.606364,0.053652,-0.090809,0.128829
BordaCo0,0.548627,0.709948,0.623647,0.048512,0.114788,0.098952,0.329747,0.512658,0.411028,0.046907,0.17411,0.117124,0.911392,0.974684,0.944937,0.018024,-0.408128,0.037687,0.759494,0.822785,0.793671,0.01703,-0.551927,0.043154,0.721519,0.962025,0.850633,0.083544,-0.12572,0.134714,0.45875,0.66,0.560563,0.05699,-0.06685,0.1273,0.507145,0.717604,0.607482,0.054278,0.026123,0.129387
BordaCo0,0.518905,0.711034,0.596789,0.050843,0.380627,0.125418,0.321835,0.500633,0.390016,0.043643,0.402888,0.132391,0.873418,0.962025,0.931013,0.02787,-0.713475,0.058131,0.734177,0.848101,0.78481,0.029686,0.069775,0.071934,0.734177,0.949367,0.846203,0.055793,-0.309521,0.135219,0.440625,0.6625,0.525531,0.058006,0.413264,0.150018,0.502035,0.697662,0.581856,0.048805,0.224927,0.133165
BordaCo0,0.545886,0.713197,0.628368,0.043319,0.538755,0.110485,0.333544,0.491139,0.421044,0.040394,-0.067877,0.098794,0.911392,1,0.949367,0.021925,0.34641,0.065774,0.759494,0.835443,0.800633,0.019145,-0.428141,0.050379,0.708861,0.987342,0.876582,0.070577,-0.553742,0.201097,0.465625,0.645625,0.567906,0.049919,0.197767,0.114172,0.515034,0.694513,0.618787,0.047428,-0.146916,0.114138
BordaCo0,0.511175,0.682214,0.585872,0.039004,0.03849,0.129026,0.323101,0.445253,0.391187,0.03629,-0.491812,0.072896,0.911392,1,0.943671,0.026695,0.409969,0.056853,0.734177,0.822785,0.791772,0.024829,-1.068619,0.084229,0.746835,0.949367,0.843038,0.058885,-0.147695,0.11053,0.43625,0.61,0.525937,0.046028,-0.448737,0.10971,0.50263,0.641079,0.58284,0.043162,-0.554914,0.08748
BordaCo0,0.577958,0.71127,0.631083,0.031264,0.594165,0.099463,0.371835,0.487658,0.42625,0.03101,0.147298,0.071731,0.898734,0.987342,0.943671,0.026088,-0.13991,0.047782,0.78481,0.822785,0.808861,0.011251,-0.657963,0.031867,0.708861,0.974684,0.872785,0.068923,-0.446652,0.18253,0.51875,0.670625,0.575844,0.036518,0.632867,0.11423,0.55964,0.695972,0.624583,0.036907,0.0916,0.084693
BordaCo0,0.557336,0.673892,0.621161,0.032411,-0.206124,0.068166,0.338291,0.463924,0.419905,0.029063,-1.198866,0.122507,0.886076,0.974684,0.944304,0.02448,-0.628801,0.060216,0.759494,0.835443,0.799367,0.017574,-0.493548,0.068502,0.759494,0.974684,0.897468,0.062257,-0.650913,0.136884,0.4725,0.6075,0.560937,0.034776,-0.977872,0.122131,0.513701,0.669447,0.617637,0.035747,-1.244268,0.156726
BordaCo0,0.530667,0.680084,0.606383,0.04166,-0.031751,0.084584,0.356329,0.471203,0.403829,0.03223,0.312733,0.082303,0.886076,1,0.940506,0.026582,0.054422,0.077507,0.772152,0.810127,0.785443,0.01356,0.632719,0.028599,0.746835,0.974684,0.870886,0.062732,-0.430154,0.13518,0.476875,0.62,0.542437,0.043619,0.197971,0.091877,0.543005,0.678879,0.600748,0.038261,0.173512,0.094622
BordaCo0,0.547631,0.699877,0.624306,0.039134,0.02738,0.099986,0.356646,0.493671,0.417674,0.03354,0.26197,0.08809,0.898734,0.987342,0.944937,0.026332,-0.195866,0.045538,0.772152,0.848101,0.807595,0.019029,0.077704,0.054273,0.759494,0.974684,0.862658,0.052387,0.016072,0.139998,0.4925,0.649375,0.565687,0.040603,0.251589,0.096684,0.537527,0.699038,0.612949,0.039677,0.138127,0.098479
BordaCo0,0.535357,0.689992,0.605612,0.042406,0.132654,0.099527,0.349684,0.473734,0.398892,0.032559,0.687441,0.084499,0.898734,1,0.936709,0.023681,0.549795,0.08332,0.746835,0.822785,0.789241,0.021285,-0.433643,0.054694,0.734177,0.924051,0.844304,0.06072,-0.252446,0.116085,0.466875,0.648125,0.542875,0.04398,0.45507,0.126588,0.528601,0.679155,0.593546,0.038674,0.587051,0.098072
BordaCo0,0.549415,0.720141,0.626629,0.04426,0.156696,0.110039,0.359177,0.50981,0.41375,0.040478,0.79394,0.121562,0.886076,0.974684,0.938608,0.022025,-0.629442,0.064472,0.772152,0.822785,0.794937,0.016309,0.095382,0.029966,0.721519,0.987342,0.868987,0.073076,-0.438739,0.189753,0.485,0.681875,0.559438,0.049335,0.74877,0.150271,0.54604,0.717849,0.611339,0.04727,0.66551,0.129698
BordaCo0,0.549511,0.697868,0.615236,0.036219,0.399093,0.096312,0.326582,0.469304,0.401234,0.033363,-0.324628,0.097507,0.873418,0.987342,0.939241,0.029306,-0.316215,0.066764,0.746835,0.848101,0.801266,0.024051,-0.302668,0.073144,0.670886,0.974684,0.863924,0.074767,-0.874147,0.261856,0.48,0.625625,0.545563,0.038891,0.098515,0.098511,0.500995,0.675825,0.59482,0.040777,-0.417423,0.121072
BordaCo0,0.546915,0.713764,0.628563,0.040973,0.231887,0.118848,0.349684,0.487025,0.414478,0.036724,-0.165067,0.087179,0.886076,1,0.951266,0.026026,-0.51262,0.085269,0.772152,0.835443,0.801899,0.016637,0.39341,0.04301,0.683544,0.949367,0.846835,0.065884,-0.549454,0.189165,0.47625,0.66875,0.564344,0.048822,0.082599,0.127749,0.527657,0.693356,0.609899,0.044983,-0.301717,0.105737
BordaCo0,0.532491,0.712596,0.613973,0.048416,0.172989,0.100879,0.365506,0.48038,0.417816,0.035059,-0.008142,0.05911,0.886076,0.987342,0.939241,0.029031,-0.096488,0.05306,0.734177,0.835443,0.799367,0.021285,-1.18325,0.109805,0.835443,0.987342,0.903165,0.043533,0.299641,0.077294,0.49125,0.6525,0.559625,0.046501,-0.006999,0.09052,0.546802,0.682589,0.616876,0.039734,-0.08819,0.068147
BordaCo0,0.563315,0.684233,0.622744,0.035073,0.18786,0.071479,0.362025,0.482278,0.418323,0.030774,0.012536,0.070801,0.898734,0.987342,0.943038,0.022107,0.225285,0.056707,0.759494,0.848101,0.807595,0.024217,-0.142245,0.051384,0.734177,0.987342,0.881013,0.069147,-0.663959,0.178761,0.505625,0.641875,0.565781,0.04033,0.060961,0.072191,0.548674,0.689695,0.61737,0.036536,-0.100801,0.079674
BordaCo0,0.50745,0.696811,0.619741,0.044113,-0.61238,0.142107,0.323101,0.465506,0.411788,0.034336,-0.605799,0.112993,0.898734,0.987342,0.95,0.024175,-0.157512,0.059264,0.759494,0.822785,0.797468,0.020014,-0.455368,0.042591,0.772152,0.974684,0.882911,0.054427,-0.504067,0.144232,0.4475,0.639375,0.558219,0.047323,-0.425277,0.137848,0.495834,0.671144,0.607862,0.041767,-0.74953,0.148436
BordaCo0,0.54307,0.688321,0.609683,0.037864,0.276271,0.083792,0.338291,0.49557,0.408402,0.035551,0.370357,0.115658,0.911392,0.974684,0.946203,0.015949,-0.121864,0.043078,0.721519,0.835443,0.796203,0.027119,-1.05982,0.112189,0.696203,0.962025,0.870886,0.060522,-1.155331,0.276052,0.47125,0.64875,0.551156,0.041849,0.322521,0.117171,0.524929,0.700144,0.604957,0.040863,0.274885,0.117549
BordaCo0,0.546588,0.695947,0.60746,0.042046,0.386289,0.087334,0.339557,0.491139,0.403877,0.036258,0.672832,0.1123,0.886076,0.974684,0.932278,0.025717,-0.19954,0.051715,0.746835,0.835443,0.796203,0.019974,-0.52225,0.068716,0.708861,0.936709,0.846835,0.058269,-0.547881,0.148296,0.47,0.651875,0.543125,0.048241,0.616419,0.120339,0.512285,0.693737,0.598759,0.042423,0.342741,0.128664
BordaCo0,0.505209,0.632528,0.575218,0.043004,-0.15615,0.066637,0.310443,0.444937,0.378149,0.036256,-0.020438,0.074984,0.873418,0.974684,0.929747,0.027289,-0.350855,0.059999,0.721519,0.822785,0.782911,0.023435,-0.536482,0.085667,0.696203,0.949367,0.868354,0.073418,-1.054102,0.21787,0.423125,0.58,0.506687,0.046844,-0.122788,0.079991,0.477666,0.645107,0.570398,0.044401,-0.179492,0.099494
BordaCo0,0.514718,0.670311,0.611158,0.042423,-0.404335,0.102781,0.350949,0.477532,0.407722,0.031609,0.267937,0.084991,0.860759,0.987342,0.943038,0.029821,-1.089872,0.112799,0.772152,0.848101,0.806962,0.022599,0.273466,0.048061,0.683544,0.974684,0.856329,0.065196,-0.694237,0.232611,0.463125,0.643125,0.550531,0.044463,0.029613,0.12042,0.535364,0.683902,0.603715,0.036407,0.21402,0.100746
