@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute hv0 numeric
@attribute hv1 numeric
@attribute hv2 numeric
@attribute hv3 numeric
@attribute hv4 numeric
@attribute hv5 numeric

@data
BordaCo0,0,0.87,0.01,1,0.922994,0.922416
BordaCo0,0,0.87,0.01,1,0.883274,0.77344
BordaCo0,0,0.87,0.01,1,0.891265,0.918451
BordaCo0,0,0.87,0.01,1,0.994691,0.995984
BordaCo0,0,0.87,0.01,1,0.996467,0.945046
BordaCo0,0,0.87,0.01,1,0.689185,0.851969
BordaCo0,0,0.87,0.01,1,0.978418,0.815207
BordaCo0,0,0.87,0.01,1,0.834568,0.994463
BordaCo0,0,0.87,0.01,1,0.993831,0.978155
BordaCo0,0,0.87,0.01,1,0.903103,0.906477
BordaCo0,0,0.87,0.01,1,0.966393,0.895615
BordaCo0,0,0.87,0.01,1,0.931389,0.770473
BordaCo0,0,0.87,0.01,1,0.959524,0.978253
BordaCo0,0,0.87,0.01,1,0.97175,0.920669
BordaCo0,0,0.87,0.01,1,0.989535,0.875645
BordaCo0,0,0.87,0.01,1,0.93634,0.95674
BordaCo0,0,0.87,0.01,1,0.858049,0.875162
BordaCo0,0,0.87,0.01,1,0.92236,0.870129
BordaCo0,0,0.87,0.01,1,0.85647,0.823861
BordaCo0,0,0.87,0.01,1,0.942209,0.902567
BordaCo0,0,0.87,0.01,1,0.745147,0.968879
BordaCo0,0,0.87,0.01,1,0.937792,0.977712
BordaCo0,0,0.87,0.01,1,0.881836,0.980501
BordaCo0,0,0.87,0.01,1,0.877953,0.939372
BordaCo0,0,0.87,0.01,1,0.914975,0.766707
BordaCo0,0,0.87,0.01,1,0.864594,0.92357
BordaCo0,0,0.87,0.01,1,0.93431,0.808116
BordaCo0,0,0.87,0.01,1,0.640703,0.853947
BordaCo0,0,0.87,0.01,1,0.722667,0.985964
BordaCo0,0,0.87,0.01,1,0.965549,0.894488
BordaCo0,0,0.87,0.01,1,0.91372,0.944433
BordaCo0,0,0.87,0.01,1,0.785643,0.966094
BordaCo0,0,0.87,0.01,1,0.973384,0.804519
BordaCo0,0,0.87,0.01,1,0.94126,0.816582
BordaCo0,0,0.87,0.01,1,0.976663,0.912917
BordaCo0,0,0.87,0.01,1,0.841054,0.945547
BordaCo0,0,0.87,0.01,1,0.806367,0.945933
BordaCo0,0,0.87,0.01,1,0.901593,0.893373
BordaCo0,0,0.87,0.01,1,0.849169,0.807113
BordaCo0,0,0.87,0.01,1,0.986446,0.95211
BordaCo0,0,0.87,0.01,1,0.982858,0.833563
BordaCo0,0,0.87,0.01,1,0.923788,0.817168
BordaCo0,0,0.87,0.01,1,0.930909,0.894459
BordaCo0,0,0.87,0.01,1,0.930831,0.504319
BordaCo0,0,0.87,0.01,1,0.819269,0.974534
BordaCo0,0,0.87,0.01,1,0.885506,0.956134
BordaCo0,0,0.87,0.01,1,0.749982,0.955486
BordaCo0,0,0.87,0.01,1,0.936487,0.927196
BordaCo0,0,0.87,0.01,1,0.857947,0.885614
BordaCo0,0,0.87,0.01,1,0.947146,0.963398
BordaCo0,0,0.87,0.01,1,0.980851,0.977267
BordaCo0,0,0.87,0.01,1,0.898703,0.939062
BordaCo0,0,0.87,0.01,1,0.885928,0.965825
BordaCo0,0,0.87,0.01,1,0.878819,0.834898
BordaCo0,0,0.87,0.01,1,0.741089,0.89596
BordaCo0,0,0.87,0.01,1,0.940949,0.788823
BordaCo0,0,0.87,0.01,1,0.98483,0.963826
BordaCo0,0,0.87,0.01,1,0.983539,0.864719
BordaCo0,0,0.87,0.01,1,0.946334,0.907099
BordaCo0,0,0.87,0.01,1,0.847621,0.987598
BordaCo0,0,0.87,0.01,1,0.766685,0.845638
BordaCo0,0,0.87,0.01,1,0.922803,0.803365
BordaCo0,0,0.87,0.01,1,0.898657,0.991157
BordaCo0,0,0.87,0.01,1,0.919984,0.958529
BordaCo0,0,0.87,0.01,1,0.890391,0.914504
BordaCo0,0,0.87,0.01,1,0.850654,0.86636
BordaCo0,0,0.87,0.01,1,0.892732,0.945281
BordaCo0,0,0.87,0.01,1,0.722141,0.919788
BordaCo0,0,0.87,0.01,1,0.9648,0.97049
BordaCo0,0,0.87,0.01,1,0.946951,0.996557
BordaCo0,0,0.87,0.01,1,0.871802,0.926656
BordaCo0,0,0.87,0.01,1,0.785745,0.979232
BordaCo0,0,0.87,0.01,1,0.45399,0.911942
BordaCo0,0,0.87,0.01,1,0.9138,0.83362
BordaCo0,0,0.87,0.01,1,0.967193,0.935513
BordaCo0,0,0.87,0.01,1,0.966714,0.98377
BordaCo0,0,0.87,0.01,1,0.983925,0.975146
BordaCo0,0,0.87,0.01,1,0.974776,0.760478
BordaCo0,0,0.87,0.01,1,0.92973,0.978918
BordaCo0,0,0.87,0.01,1,0.716422,0.852853
BordaCo0,0,0.87,0.01,1,0.870882,0.973916
BordaCo0,0,0.87,0.01,1,0.971292,0.883367
BordaCo0,0,0.87,0.01,1,0.959683,0.873262
BordaCo0,0,0.87,0.01,1,0.960567,0.928089
BordaCo0,0,0.87,0.01,1,0.93273,0.954164
BordaCo0,0,0.87,0.01,1,0.994894,0.984217
BordaCo0,0,0.87,0.01,1,0.827129,0.902234
BordaCo0,0,0.87,0.01,1,0.833714,0.97296
BordaCo0,0,0.87,0.01,1,0.988483,0.785547
BordaCo0,0,0.87,0.01,1,0.949976,0.763474
BordaCo0,0,0.87,0.01,1,0.965371,0.628804
BordaCo0,0,0.87,0.01,1,0.863701,0.817315
BordaCo0,0,0.87,0.01,1,0.947686,0.996298
BordaCo0,0,0.87,0.01,1,0.925652,0.871014
BordaCo0,0,0.87,0.01,1,0.866062,0.940953
BordaCo0,0,0.87,0.01,1,0.834337,0.949465
BordaCo0,0,0.87,0.01,1,0.746863,0.98339
BordaCo0,0,0.87,0.01,1,0.961061,0.984295
BordaCo0,0,0.87,0.01,1,0.982978,0.926704
BordaCo0,0,0.87,0.01,1,0.744978,0.975628
BordaCo0,0,0.87,0.01,1,0.92831,0.81666
BordaCo0,0,0.87,0.01,1,0.957719,0.815864
BordaCo0,0,0.87,0.01,1,0.918367,0.949742
BordaCo0,0,0.87,0.01,1,0.97791,0.736747
BordaCo0,0,0.87,0.01,1,0.966466,0.801861
BordaCo0,0,0.87,0.01,1,0.930355,0.947935
BordaCo0,0,0.87,0.01,1,0.952335,0.886749
BordaCo0,0,0.87,0.01,1,0.930257,0.899701
BordaCo0,0,0.87,0.01,1,0.993196,0.604297
BordaCo0,0,0.87,0.01,1,0.964793,0.969275
BordaCo0,0,0.87,0.01,1,0.965978,0.863006
BordaCo0,0,0.87,0.01,1,0.887924,0.88882
BordaCo0,0,0.87,0.01,1,0.998486,0.925329
BordaCo0,0,0.87,0.01,1,0.937759,0.729406
BordaCo0,0,0.87,0.01,1,0.966509,0.84246
BordaCo0,0,0.87,0.01,1,0.978998,0.898404
BordaCo0,0,0.87,0.01,1,0.90313,0.820072
BordaCo0,0,0.87,0.01,1,0.887558,0.978195
BordaCo0,0,0.87,0.01,1,0.915337,0.899182
BordaCo0,0,0.87,0.01,1,0.960809,0.954089
BordaCo0,0,0.87,0.01,1,0.899601,0.855985
BordaCo0,0,0.87,0.01,1,0.992043,0.861613
BordaCo0,0,0.87,0.01,1,0.986803,0.824839
BordaCo0,0,0.87,0.01,1,0.940507,0.839125
BordaCo0,0,0.87,0.01,1,0.801894,0.951514
BordaCo0,0,0.87,0.01,1,0.797488,0.97625
BordaCo0,0,0.87,0.01,1,0.964103,0.803939
BordaCo0,0,0.87,0.01,1,0.813094,0.981545
BordaCo0,0,0.87,0.01,1,0.965479,0.979849
BordaCo0,0,0.87,0.01,1,0.978193,0.968972
BordaCo0,0,0.87,0.01,1,0.845913,0.938292
BordaCo0,0,0.87,0.01,1,0.987017,0.952234
BordaCo0,0,0.87,0.01,1,0.903045,0.929524
BordaCo0,0,0.87,0.01,1,0.922076,0.815151
BordaCo0,0,0.87,0.01,1,0.999257,0.960181
BordaCo0,0,0.87,0.01,1,0.968046,0.935681
BordaCo0,0,0.87,0.01,1,0.498169,0.644859
BordaCo0,0,0.87,0.01,1,0.957053,0.928686
BordaCo0,0,0.87,0.01,1,0.794113,0.993815
BordaCo0,0,0.87,0.01,1,0.989838,0.879816
BordaCo0,0,0.87,0.01,1,0.961539,0.959965
BordaCo0,0,0.87,0.01,1,0.861258,0.895685
BordaCo0,0,0.87,0.01,1,0.917587,0.932153
BordaCo0,0,0.87,0.01,1,0.80135,0.949662
BordaCo0,0,0.87,0.01,1,0.840633,0.967693
BordaCo0,0,0.87,0.01,1,0.947051,0.859349
BordaCo0,0,0.87,0.01,1,0.943219,0.953377
BordaCo0,0,0.87,0.01,1,0.890281,0.842421
BordaCo0,0,0.87,0.01,1,0.899335,0.913146
BordaCo0,0,0.87,0.01,1,0.824662,0.924016
BordaCo0,0,0.87,0.01,1,0.829918,0.95576
BordaCo0,0,0.87,0.01,1,0.731726,0.948888
BordaCo0,0,0.87,0.01,1,0.831771,0.951312
BordaCo0,0,0.87,0.01,1,0.852999,0.90743
BordaCo0,0,0.87,0.01,1,0.886436,0.947609
BordaCo0,0,0.87,0.01,1,0.886399,0.974461
BordaCo0,0,0.87,0.01,1,0.895415,0.762166
BordaCo0,0,0.87,0.01,1,0.923943,0.979194
BordaCo0,0,0.87,0.01,1,0.947921,0.898918
BordaCo0,0,0.87,0.01,1,0.883541,0.84915
BordaCo0,0,0.87,0.01,1,0.831113,0.987872
BordaCo0,0,0.87,0.01,1,0.901999,0.933847
BordaCo0,0,0.87,0.01,1,0.979646,0.935108
BordaCo0,0,0.87,0.01,1,0.839463,0.899011
BordaCo0,0,0.87,0.01,1,0.993671,0.8377
BordaCo0,0,0.87,0.01,1,0.994095,0.867854
BordaCo0,0,0.87,0.01,1,0.926479,0.866908
BordaCo0,0,0.87,0.01,1,0.645441,0.816334
BordaCo0,0,0.87,0.01,1,0.939301,0.921499
BordaCo0,0,0.87,0.01,1,0.953287,0.684636
BordaCo0,0,0.87,0.01,1,0.98135,0.820207
BordaCo0,0,0.87,0.01,1,0.643769,0.898232
BordaCo0,0,0.87,0.01,1,0.991781,0.96722
BordaCo0,0,0.87,0.01,1,0.890436,0.741986
BordaCo0,0,0.87,0.01,1,0.843883,0.969073
BordaCo0,0,0.87,0.01,1,0.995838,0.924021
BordaCo0,0,0.87,0.01,1,0.889746,0.950976
BordaCo0,0,0.87,0.01,1,0.803672,0.860318
BordaCo0,0,0.87,0.01,1,0.88164,0.885605
BordaCo0,0,0.87,0.01,1,0.827809,0.842165
BordaCo0,0,0.87,0.01,1,0.942645,0.705863
BordaCo0,0,0.87,0.01,1,0.910845,0.856618
BordaCo0,0,0.87,0.01,1,0.99012,0.919464
BordaCo0,0,0.87,0.01,1,0.997547,0.61573
BordaCo0,0,0.87,0.01,1,0.846794,0.885128
BordaCo0,0,0.87,0.01,1,0.889267,0.996459
BordaCo0,0,0.87,0.01,1,0.852978,0.889441
BordaCo0,0,0.87,0.01,1,0.839423,0.931066
BordaCo0,0,0.87,0.01,1,0.916852,0.987894
BordaCo0,0,0.87,0.01,1,0.942503,0.986255
BordaCo0,0,0.87,0.01,1,0.971837,0.933515
BordaCo0,0,0.87,0.01,1,0.871124,0.950795
BordaCo0,0,0.87,0.01,1,0.892981,0.984239
BordaCo0,0,0.87,0.01,1,0.983142,0.908297
BordaCo0,0,0.87,0.01,1,0.921923,0.796792
BordaCo0,0,0.87,0.01,1,0.970471,0.830935
BordaCo0,0,0.87,0.01,1,0.98016,0.865402
BordaCo0,0,0.87,0.01,1,0.804374,0.975677
BordaCo0,0,0.87,0.01,1,0.803573,0.951179
BordaCo0,0,0.87,0.01,1,0.980378,0.950044
BordaCo0,0,0.87,0.01,1,0.992774,0.74568
BordaCo0,0,0.87,0.01,1,0.846278,0.995158
BordaCo0,0,0.87,0.01,1,0.954315,0.911252
BordaCo0,0,0.87,0.01,1,0.995412,0.923565
BordaCo0,0,0.87,0.01,1,0.912201,0.98598
BordaCo0,0,0.87,0.01,1,0.913294,0.827661
BordaCo0,0,0.87,0.01,1,0.999401,0.991212
BordaCo0,0,0.87,0.01,1,0.905724,0.940244
BordaCo0,0,0.87,0.01,1,0.886089,0.932913
BordaCo0,0,0.87,0.01,1,0.950446,0.94352
BordaCo0,0,0.87,0.01,1,0.788168,0.994885
BordaCo0,0,0.87,0.01,1,0.922573,0.972707
BordaCo0,0,0.87,0.01,1,0.815672,0.84766
BordaCo0,0,0.87,0.01,1,0.853314,0.997925
BordaCo0,0,0.87,0.01,1,0.926508,0.99181
BordaCo0,0,0.87,0.01,1,0.957813,0.898268
BordaCo0,0,0.87,0.01,1,0.907463,0.933706
BordaCo0,0,0.87,0.01,1,0.949571,0.830782
BordaCo0,0,0.87,0.01,1,0.846894,0.893147
BordaCo0,0,0.87,0.01,1,0.881616,0.859246
BordaCo0,0,0.87,0.01,1,0.853688,0.9539
BordaCo0,0,0.87,0.01,1,0.819824,0.961591
BordaCo0,0,0.87,0.01,1,0.758221,0.933016
BordaCo0,0,0.87,0.01,1,0.703777,0.968526
BordaCo0,0,0.87,0.01,1,0.942433,0.843268
BordaCo0,0,0.87,0.01,1,0.627564,0.951775
BordaCo0,0,0.87,0.01,1,0.947962,0.890559
BordaCo0,0,0.87,0.01,1,0.786758,0.975552
BordaCo0,0,0.87,0.01,1,0.917112,0.998916
BordaCo0,0,0.87,0.01,1,0.866352,0.998604
BordaCo0,0,0.87,0.01,1,0.995931,0.958429
BordaCo0,0,0.87,0.01,1,0.839427,0.885492
BordaCo0,0,0.87,0.01,1,0.977882,0.845814
BordaCo0,0,0.87,0.01,1,0.723553,0.935296
BordaCo0,0,0.87,0.01,1,0.990462,0.977989
BordaCo0,0,0.87,0.01,1,0.991822,0.867077
BordaCo0,0,0.87,0.01,1,0.965963,0.808745
BordaCo0,0,0.87,0.01,1,0.951607,0.992159
BordaCo0,0,0.87,0.01,1,0.819051,0.935396
BordaCo0,0,0.87,0.01,1,0.904074,0.91893
BordaCo0,0,0.87,0.01,1,0.848532,0.850981
BordaCo0,0,0.87,0.01,1,0.822538,0.971404
BordaCo0,0,0.87,0.01,1,0.996653,0.594077
BordaCo0,0,0.87,0.01,1,0.881537,0.851038
BordaCo0,0,0.87,0.01,1,0.801032,0.999208
BordaCo0,0,0.87,0.01,1,0.913752,0.940289
BordaCo0,0,0.87,0.01,1,0.869267,0.945315
BordaCo0,0,0.87,0.01,1,0.78775,0.986378
BordaCo0,0,0.87,0.01,1,0.897168,0.925129
BordaCo0,0,0.87,0.01,1,0.975377,0.901195
BordaCo0,0,0.87,0.01,1,0.796695,0.744767
BordaCo0,0,0.87,0.01,1,0.631584,0.962834
BordaCo0,0,0.87,0.01,1,0.938265,0.862648
BordaCo0,0,0.87,0.01,1,0.95277,0.974333
BordaCo0,0,0.87,0.01,1,0.946074,0.875685
BordaCo0,0,0.87,0.01,1,0.813291,0.947711
BordaCo0,0,0.87,0.01,1,0.987689,0.971151
BordaCo0,0,0.87,0.01,1,0.885551,0.940159
BordaCo0,0,0.87,0.01,1,0.94991,0.995432
BordaCo0,0,0.87,0.01,1,0.823918,0.850629
BordaCo0,0,0.87,0.01,1,0.84326,0.985427
BordaCo0,0,0.87,0.01,1,0.929589,0.895522
BordaCo0,0,0.87,0.01,1,0.963634,0.986508
BordaCo0,0,0.87,0.01,1,0.757545,0.968082
BordaCo0,0,0.87,0.01,1,0.836014,0.86412
BordaCo0,0,0.87,0.01,1,0.963757,0.961114
BordaCo0,0,0.87,0.01,1,0.888677,0.837405
BordaCo0,0,0.87,0.01,1,0.997734,0.870791
BordaCo0,0,0.87,0.01,1,0.937321,0.922109
BordaCo0,0,0.87,0.01,1,0.954856,0.96266
BordaCo0,0,0.87,0.01,1,0.968758,0.903142
BordaCo0,0,0.87,0.01,1,0.891086,0.984394
BordaCo0,0,0.87,0.01,1,0.875202,0.857187
BordaCo0,0,0.87,0.01,1,0.794629,0.966392
BordaCo0,0,0.87,0.01,1,0.851609,0.84134
BordaCo0,0,0.87,0.01,1,0.834459,0.97846
BordaCo0,0,0.87,0.01,1,0.801829,0.938874
BordaCo0,0,0.87,0.01,1,0.998014,0.950625
BordaCo0,0,0.87,0.01,1,0.935205,0.912773
BordaCo0,0,0.87,0.01,1,0.971435,0.888282
BordaCo0,0,0.87,0.01,1,0.898864,0.869593
BordaCo0,0,0.87,0.01,1,0.973469,0.870884
BordaCo0,0,0.87,0.01,1,0.84768,0.958951
BordaCo0,0,0.87,0.01,1,0.759671,0.700626
BordaCo0,0,0.87,0.01,1,0.62385,0.880028
BordaCo0,0,0.87,0.01,1,0.678686,0.876789
BordaCo0,0,0.87,0.01,1,0.862356,0.95438
BordaCo0,0,0.87,0.01,1,0.89338,0.909637
BordaCo0,0,0.87,0.01,1,0.919381,0.987614
BordaCo0,0,0.87,0.01,1,0.845717,0.900436
BordaCo0,0,0.87,0.01,1,0.862697,0.948944
BordaCo0,0,0.87,0.01,1,0.883951,0.938011
BordaCo0,0,0.87,0.01,1,0.974446,0.908301
BordaCo0,0,0.87,0.01,1,0.950295,0.820891
BordaCo0,0,0.87,0.01,1,0.978768,0.847922
BordaCo0,0,0.87,0.01,1,0.953558,0.870471
BordaCo0,0,0.87,0.01,1,0.869233,0.958639
BordaCo0,0,0.87,0.01,1,0.981479,0.900708
BordaCo0,0,0.87,0.01,1,0.939932,0.950793
BordaCo0,0,0.87,0.01,1,0.863146,0.975597
BordaCo0,0,0.87,0.01,1,0.920245,0.892186
BordaCo0,0,0.87,0.01,1,0.745051,0.911667
BordaCo0,0,0.87,0.01,1,0.900917,0.921776
BordaCo0,0,0.87,0.01,1,0.969863,0.99575
BordaCo0,0,0.87,0.01,1,0.876294,0.963769
BordaCo0,0,0.87,0.01,1,0.910425,0.980104
BordaCo0,0,0.87,0.01,1,0.937723,0.890527
BordaCo0,0,0.87,0.01,1,0.945333,0.945961
BordaCo0,0,0.87,0.01,1,0.982963,0.785328
BordaCo0,0,0.87,0.01,1,0.988834,0.639541
BordaCo0,0,0.87,0.01,1,0.869686,0.837691
BordaCo0,0,0.87,0.01,1,0.769997,0.830727
BordaCo0,0,0.87,0.01,1,0.921658,0.977927
BordaCo0,0,0.87,0.01,1,0.922622,0.910634
BordaCo0,0,0.87,0.01,1,0.981739,0.783066
BordaCo0,0,0.87,0.01,1,0.897098,0.546283
BordaCo0,0,0.87,0.01,1,0.968393,0.775647
BordaCo0,0,0.87,0.01,1,0.751287,0.93732
BordaCo0,0,0.87,0.01,1,0.891525,0.941068
BordaCo0,0,0.87,0.01,1,0.980772,0.754745
BordaCo0,0,0.87,0.01,1,0.838025,0.878848
BordaCo0,0,0.87,0.01,1,0.738179,0.992601
BordaCo0,0,0.87,0.01,1,0.94968,0.783459
BordaCo0,0,0.87,0.01,1,0.848448,0.9718
BordaCo0,0,0.87,0.01,1,0.957442,0.718235
BordaCo0,0,0.87,0.01,1,0.913421,0.908015
BordaCo0,0,0.87,0.01,1,0.993929,0.946959
BordaCo0,0,0.87,0.01,1,0.993009,0.855584
BordaCo0,0,0.87,0.01,1,0.785548,0.952001
BordaCo0,0,0.87,0.01,1,0.993044,0.651071
BordaCo0,0,0.87,0.01,1,0.922628,0.92117
BordaCo0,0,0.87,0.01,1,0.918287,0.942507
BordaCo0,0,0.87,0.01,1,0.909684,0.93326
BordaCo0,0,0.87,0.01,1,0.95707,0.884765
BordaCo0,0,0.87,0.01,1,0.845273,0.817198
BordaCo0,0,0.87,0.01,1,0.924208,0.914846
BordaCo0,0,0.87,0.01,1,0.906164,0.940345
BordaCo0,0,0.87,0.01,1,0.880166,0.811454
BordaCo0,0,0.87,0.01,1,0.237512,0.873316
BordaCo0,0,0.87,0.01,1,0.791704,0.922008
BordaCo0,0,0.87,0.01,1,0.977163,0.846202
BordaCo0,0,0.87,0.01,1,0.883549,0.986675
BordaCo0,0,0.87,0.01,1,0.822924,0.987499
BordaCo0,0,0.87,0.01,1,0.937634,0.932361
BordaCo0,0,0.87,0.01,1,0.945227,0.971884
BordaCo0,0,0.87,0.01,1,0.849249,0.797579
BordaCo0,0,0.87,0.01,1,0.959264,0.920884
BordaCo0,0,0.87,0.01,1,0.861007,0.951529
BordaCo0,0,0.87,0.01,1,0.944772,0.859695
BordaCo0,0,0.87,0.01,1,0.959834,0.857781
BordaCo0,0,0.87,0.01,1,0.904728,0.929475
BordaCo0,0,0.87,0.01,1,0.998732,0.849326
BordaCo0,0,0.87,0.01,1,0.78641,0.975625
BordaCo0,0,0.87,0.01,1,0.571143,0.962001
BordaCo0,0,0.87,0.01,1,0.911818,0.948583
BordaCo0,0,0.87,0.01,1,0.96398,0.766619
BordaCo0,0,0.87,0.01,1,0.830393,0.936898
BordaCo0,0,0.87,0.01,1,0.875273,0.707494
BordaCo0,0,0.87,0.01,1,0.951924,0.814855
BordaCo0,0,0.87,0.01,1,0.907426,0.976961
BordaCo0,0,0.87,0.01,1,0.912543,0.683412
BordaCo0,0,0.87,0.01,1,0.949229,0.810529
BordaCo0,0,0.87,0.01,1,0.926149,0.801592
BordaCo0,0,0.87,0.01,1,0.978346,0.917432
BordaCo0,0,0.87,0.01,1,0.895626,0.789156
BordaCo0,0,0.87,0.01,1,0.870158,0.964819
BordaCo0,0,0.87,0.01,1,0.970217,0.97773
BordaCo0,0,0.87,0.01,1,0.892625,0.980887
BordaCo0,0,0.87,0.01,1,0.829618,0.983502
BordaCo0,0,0.87,0.01,1,0.919583,0.922263
BordaCo0,0,0.87,0.01,1,0.886953,0.987055
BordaCo0,0,0.87,0.01,1,0.902344,0.982247
BordaCo0,0,0.87,0.01,1,0.946311,0.855483
BordaCo0,0,0.87,0.01,1,0.776113,0.995939
BordaCo0,0,0.87,0.01,1,0.913627,0.849615
BordaCo0,0,0.87,0.01,1,0.941884,0.917026
BordaCo0,0,0.87,0.01,1,0.915928,0.896454
BordaCo0,0,0.87,0.01,1,0.969754,0.860518
BordaCo0,0,0.87,0.01,1,0.892601,0.658451
BordaCo0,0,0.87,0.01,1,0.879757,0.84772
BordaCo0,0,0.87,0.01,1,0.860512,0.944763
BordaCo0,0,0.87,0.01,1,0.978643,0.834593
BordaCo0,0,0.87,0.01,1,0.754384,0.859406
BordaCo0,0,0.87,0.01,1,0.894436,0.975201
BordaCo0,0,0.87,0.01,1,0.969754,0.728206
BordaCo0,0,0.87,0.01,1,0.878907,0.968076
BordaCo0,0,0.87,0.01,1,0.898969,0.90183
BordaCo0,0,0.87,0.01,1,0.927937,0.856542
BordaCo0,0,0.87,0.01,1,0.906728,0.839455
BordaCo0,0,0.87,0.01,1,0.890813,0.872583
BordaCo0,0,0.87,0.01,1,0.922236,0.922823
BordaCo0,0,0.87,0.01,1,0.972126,0.93776
BordaCo0,0,0.87,0.01,1,0.869245,0.958888
BordaCo0,0,0.87,0.01,1,0.917763,0.874119
BordaCo0,0,0.87,0.01,1,0.943169,0.682196
