@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute hv0 numeric
@attribute hv1 numeric
@attribute hv2 numeric
@attribute hv3 numeric
@attribute hv4 numeric
@attribute hv5 numeric

@data
BordaCo0,1,0.87,0.01,1,0.818844,0.61142
BordaCo0,1,0.87,0.01,1,0.991766,0.996572
BordaCo0,1,0.87,0.01,1,0.894043,0.926206
BordaCo0,1,0.87,0.01,1,0.568177,0.989583
BordaCo0,1,0.87,0.01,1,0.688747,0.992646
BordaCo0,1,0.87,0.01,1,0.931046,0.996097
BordaCo0,1,0.87,0.01,1,0.839995,0.916258
BordaCo0,1,0.87,0.01,1,0.973891,0.800426
BordaCo0,1,0.87,0.01,1,0.86161,0.824514
BordaCo0,1,0.87,0.01,1,0.923078,0.914922
BordaCo0,1,0.87,0.01,1,0.650899,0.388364
BordaCo0,1,0.87,0.01,1,0.887449,0.731997
BordaCo0,1,0.87,0.01,1,0.861263,0.884126
BordaCo0,1,0.87,0.01,1,0.84823,0.746312
BordaCo0,1,0.87,0.01,1,0.950062,0.98314
BordaCo0,1,0.87,0.01,1,0.792301,0.993239
BordaCo0,1,0.87,0.01,1,0.955337,0.772504
BordaCo0,1,0.87,0.01,1,0.672182,0.93253
BordaCo0,1,0.87,0.01,1,0.742815,0.881326
BordaCo0,1,0.87,0.01,1,0.322102,0.946854
BordaCo0,1,0.87,0.01,1,0.891302,0.597142
BordaCo0,1,0.87,0.01,1,0.65783,0.941587
BordaCo0,1,0.87,0.01,1,0.78698,0.891109
BordaCo0,1,0.87,0.01,1,0.638587,0.786103
BordaCo0,1,0.87,0.01,1,0.822531,0.990325
BordaCo0,1,0.87,0.01,1,0.017715,0.001898
BordaCo0,1,0.87,0.01,1,0.854382,0.932937
BordaCo0,1,0.87,0.01,1,0.974174,0.98737
BordaCo0,1,0.87,0.01,1,0.920344,0.49339
BordaCo0,1,0.87,0.01,1,0.938651,0.502962
BordaCo0,1,0.87,0.01,1,0.700574,0.977422
BordaCo0,1,0.87,0.01,1,0.996623,0.989604
BordaCo0,1,0.87,0.01,1,0.527133,0.872022
BordaCo0,1,0.87,0.01,1,0.888288,0.840639
BordaCo0,1,0.87,0.01,1,0.845103,0.890647
BordaCo0,1,0.87,0.01,1,0.796462,0.99352
BordaCo0,1,0.87,0.01,1,0.333299,0.839074
BordaCo0,1,0.87,0.01,1,0.781533,0.62935
BordaCo0,1,0.87,0.01,1,0.977208,0.964354
BordaCo0,1,0.87,0.01,1,0.604728,0.613117
BordaCo0,1,0.87,0.01,1,0.945979,0.719659
BordaCo0,1,0.87,0.01,1,0.673768,0.918139
BordaCo0,1,0.87,0.01,1,0.621824,0.960749
BordaCo0,1,0.87,0.01,1,0.970268,0.838144
BordaCo0,1,0.87,0.01,1,0.900943,0.94879
BordaCo0,1,0.87,0.01,1,0.748671,0.869455
BordaCo0,1,0.87,0.01,1,0.987609,0.785252
BordaCo0,1,0.87,0.01,1,0.954708,0.720946
BordaCo0,1,0.87,0.01,1,0.875117,0.971459
BordaCo0,1,0.87,0.01,1,0.794435,0.643316
BordaCo0,1,0.87,0.01,1,0.811363,0.749721
BordaCo0,1,0.87,0.01,1,0.840445,0.901869
BordaCo0,1,0.87,0.01,1,0.916181,0.748593
BordaCo0,1,0.87,0.01,1,0.947212,0.79343
BordaCo0,1,0.87,0.01,1,0.70136,0.933995
BordaCo0,1,0.87,0.01,1,0.898615,0.962628
BordaCo0,1,0.87,0.01,1,0.839318,0.794737
BordaCo0,1,0.87,0.01,1,0.924082,0.821
BordaCo0,1,0.87,0.01,1,0.90532,0.918876
BordaCo0,1,0.87,0.01,1,0.737182,0.977664
BordaCo0,1,0.87,0.01,1,0.618138,0.907486
BordaCo0,1,0.87,0.01,1,0.838171,0.756416
BordaCo0,1,0.87,0.01,1,0.589851,0.782375
BordaCo0,1,0.87,0.01,1,0.883631,0.575805
BordaCo0,1,0.87,0.01,1,0.484674,0.952488
BordaCo0,1,0.87,0.01,1,0.495038,0.910185
BordaCo0,1,0.87,0.01,1,0.841806,0.959146
BordaCo0,1,0.87,0.01,1,0.433517,0.84154
BordaCo0,1,0.87,0.01,1,0.405115,0.618143
BordaCo0,1,0.87,0.01,1,0.977512,0.836933
BordaCo0,1,0.87,0.01,1,0.968057,0.724386
BordaCo0,1,0.87,0.01,1,0.940476,0.927201
BordaCo0,1,0.87,0.01,1,0.655756,0.909316
BordaCo0,1,0.87,0.01,1,0.637184,0.879037
BordaCo0,1,0.87,0.01,1,0.879643,0.911437
BordaCo0,1,0.87,0.01,1,0.900727,0.909342
BordaCo0,1,0.87,0.01,1,0.683521,0.458604
BordaCo0,1,0.87,0.01,1,0.550455,0.882222
BordaCo0,1,0.87,0.01,1,0.966586,0.876368
BordaCo0,1,0.87,0.01,1,0.898825,0.490436
BordaCo0,1,0.87,0.01,1,0.821881,0.862974
BordaCo0,1,0.87,0.01,1,0.619112,0.998973
BordaCo0,1,0.87,0.01,1,0.792963,0.853119
BordaCo0,1,0.87,0.01,1,0.716203,0.935433
BordaCo0,1,0.87,0.01,1,0.929046,0.831558
BordaCo0,1,0.87,0.01,1,0.863717,0.857879
BordaCo0,1,0.87,0.01,1,0.904812,0.824363
BordaCo0,1,0.87,0.01,1,0.554684,0.702706
BordaCo0,1,0.87,0.01,1,0.735058,0.909429
BordaCo0,1,0.87,0.01,1,0.663612,0.848508
BordaCo0,1,0.87,0.01,1,0.959828,0.663844
BordaCo0,1,0.87,0.01,1,0.964577,0.795649
BordaCo0,1,0.87,0.01,1,0.9395,0.815302
BordaCo0,1,0.87,0.01,1,0.99382,0.657201
BordaCo0,1,0.87,0.01,1,0.98285,0.826278
BordaCo0,1,0.87,0.01,1,0.96864,0.635306
BordaCo0,1,0.87,0.01,1,0.877851,0.955614
BordaCo0,1,0.87,0.01,1,0.728223,0.944981
BordaCo0,1,0.87,0.01,1,0.779123,0.952384
BordaCo0,1,0.87,0.01,1,0.425436,0.854136
BordaCo0,1,0.87,0.01,1,0.977669,0.72288
BordaCo0,1,0.87,0.01,1,0.94419,0.883346
BordaCo0,1,0.87,0.01,1,0.642622,0.830734
BordaCo0,1,0.87,0.01,1,0.95488,0.956824
BordaCo0,1,0.87,0.01,1,0.992017,0.853604
BordaCo0,1,0.87,0.01,1,0.370992,0.987009
BordaCo0,1,0.87,0.01,1,0.759073,0.536147
BordaCo0,1,0.87,0.01,1,0.787043,0.958392
BordaCo0,1,0.87,0.01,1,0.995438,0.876066
BordaCo0,1,0.87,0.01,1,0.664409,0.535734
BordaCo0,1,0.87,0.01,1,0.943822,0.97233
BordaCo0,1,0.87,0.01,1,0.934565,0.899048
BordaCo0,1,0.87,0.01,1,0.826276,0.926672
BordaCo0,1,0.87,0.01,1,0.939571,0.976153
BordaCo0,1,0.87,0.01,1,0.76152,0.95644
BordaCo0,1,0.87,0.01,1,0.893963,0.69956
BordaCo0,1,0.87,0.01,1,0.975822,0.662979
BordaCo0,1,0.87,0.01,1,0.948501,0.856332
BordaCo0,1,0.87,0.01,1,0.947535,0.939634
BordaCo0,1,0.87,0.01,1,0.930171,0.99126
BordaCo0,1,0.87,0.01,1,0.892561,0.987602
BordaCo0,1,0.87,0.01,1,0.955882,0.949946
BordaCo0,1,0.87,0.01,1,0.613801,0.877758
BordaCo0,1,0.87,0.01,1,0.884009,0.888351
BordaCo0,1,0.87,0.01,1,0.824497,0.993017
BordaCo0,1,0.87,0.01,1,0.981914,0.786315
BordaCo0,1,0.87,0.01,1,0.393198,0.725817
BordaCo0,1,0.87,0.01,1,0.814672,0.995664
BordaCo0,1,0.87,0.01,1,0.966207,0.900134
BordaCo0,1,0.87,0.01,1,0.873468,0.862321
BordaCo0,1,0.87,0.01,1,0.864236,0.804397
BordaCo0,1,0.87,0.01,1,0.784933,0.991941
BordaCo0,1,0.87,0.01,1,0.994664,0.701347
BordaCo0,1,0.87,0.01,1,0.648431,0.98427
BordaCo0,1,0.87,0.01,1,0.932568,0.990734
BordaCo0,1,0.87,0.01,1,0.967837,0.657623
BordaCo0,1,0.87,0.01,1,0.986762,0.871001
BordaCo0,1,0.87,0.01,1,0.869259,0.888573
BordaCo0,1,0.87,0.01,1,0.242571,0.895711
BordaCo0,1,0.87,0.01,1,0.996509,0.937996
BordaCo0,1,0.87,0.01,1,0.93036,0.959978
BordaCo0,1,0.87,0.01,1,0.87802,0.832133
BordaCo0,1,0.87,0.01,1,0.952655,0.968804
BordaCo0,1,0.87,0.01,1,0.652912,0.912125
BordaCo0,1,0.87,0.01,1,0.780763,0.910088
BordaCo0,1,0.87,0.01,1,0.958444,0.953644
BordaCo0,1,0.87,0.01,1,0.353421,0.977846
BordaCo0,1,0.87,0.01,1,0.973775,0.911117
BordaCo0,1,0.87,0.01,1,0.811026,0.871998
BordaCo0,1,0.87,0.01,1,0.995401,0.893189
BordaCo0,1,0.87,0.01,1,0.714475,0.953801
BordaCo0,1,0.87,0.01,1,0.544617,0.979734
BordaCo0,1,0.87,0.01,1,0.647419,0.918811
BordaCo0,1,0.87,0.01,1,0.927627,0.80779
BordaCo0,1,0.87,0.01,1,0.56283,0.820817
BordaCo0,1,0.87,0.01,1,0.944026,0.743755
BordaCo0,1,0.87,0.01,1,0.53319,0.446075
BordaCo0,1,0.87,0.01,1,0.995884,0.970768
BordaCo0,1,0.87,0.01,1,0.894911,0.92339
BordaCo0,1,0.87,0.01,1,0.903868,0.989085
BordaCo0,1,0.87,0.01,1,0.972927,0.976116
BordaCo0,1,0.87,0.01,1,0.964147,0.773611
BordaCo0,1,0.87,0.01,1,0.801563,0.894476
BordaCo0,1,0.87,0.01,1,0.955288,0.930177
BordaCo0,1,0.87,0.01,1,0.774711,0.9835
BordaCo0,1,0.87,0.01,1,0.899691,0.912157
BordaCo0,1,0.87,0.01,1,0.721418,0.905797
BordaCo0,1,0.87,0.01,1,0.930072,0.836844
BordaCo0,1,0.87,0.01,1,0.966988,0.965767
BordaCo0,1,0.87,0.01,1,0.869171,0.95678
BordaCo0,1,0.87,0.01,1,0.900872,0.918654
BordaCo0,1,0.87,0.01,1,0.516092,0.824706
BordaCo0,1,0.87,0.01,1,0.867857,0.680275
BordaCo0,1,0.87,0.01,1,0.956658,0.984686
BordaCo0,1,0.87,0.01,1,0.975569,0.438313
BordaCo0,1,0.87,0.01,1,0.976394,0.857295
BordaCo0,1,0.87,0.01,1,0.869607,0.987803
BordaCo0,1,0.87,0.01,1,0.834958,0.978569
BordaCo0,1,0.87,0.01,1,0.852009,0.797777
BordaCo0,1,0.87,0.01,1,0.800683,0.76856
BordaCo0,1,0.87,0.01,1,0.691083,0.930836
BordaCo0,1,0.87,0.01,1,0.624126,0.9774
BordaCo0,1,0.87,0.01,1,0.966181,0.971182
BordaCo0,1,0.87,0.01,1,0.977063,0.779159
BordaCo0,1,0.87,0.01,1,0.900516,0.631514
BordaCo0,1,0.87,0.01,1,0.802473,0.961073
BordaCo0,1,0.87,0.01,1,0.634228,0.948093
BordaCo0,1,0.87,0.01,1,0.872445,0.902976
BordaCo0,1,0.87,0.01,1,0.824733,0.992225
BordaCo0,1,0.87,0.01,1,0.787695,0.929736
BordaCo0,1,0.87,0.01,1,0.902045,0.999813
BordaCo0,1,0.87,0.01,1,0.783521,0.98626
BordaCo0,1,0.87,0.01,1,0.884742,0.945128
BordaCo0,1,0.87,0.01,1,0.973147,0.951335
BordaCo0,1,0.87,0.01,1,0.736834,0.849078
BordaCo0,1,0.87,0.01,1,0.924494,0.7568
BordaCo0,1,0.87,0.01,1,0.976048,0.873666
BordaCo0,1,0.87,0.01,1,0.943383,0.993311
BordaCo0,1,0.87,0.01,1,0.612442,0.894776
BordaCo0,1,0.87,0.01,1,0.95615,0.92598
BordaCo0,1,0.87,0.01,1,0.990047,0.784267
BordaCo0,1,0.87,0.01,1,0.827666,0.670366
BordaCo0,1,0.87,0.01,1,0.9411,0.850039
BordaCo0,1,0.87,0.01,1,0.908019,0.94127
BordaCo0,1,0.87,0.01,1,0.411456,0.779561
BordaCo0,1,0.87,0.01,1,0.842395,0.937397
BordaCo0,1,0.87,0.01,1,0.897518,0.843151
BordaCo0,1,0.87,0.01,1,0.857374,0.710412
BordaCo0,1,0.87,0.01,1,0.927551,0.895418
BordaCo0,1,0.87,0.01,1,0.926268,0.96302
BordaCo0,1,0.87,0.01,1,0.824576,0.747619
BordaCo0,1,0.87,0.01,1,0.922534,0.756278
BordaCo0,1,0.87,0.01,1,0.987172,0.837958
BordaCo0,1,0.87,0.01,1,0.565574,0.973951
BordaCo0,1,0.87,0.01,1,0.950815,0.860322
BordaCo0,1,0.87,0.01,1,0.973408,0.860041
BordaCo0,1,0.87,0.01,1,0.943997,0.955887
BordaCo0,1,0.87,0.01,1,0.703784,0.970964
BordaCo0,1,0.87,0.01,1,0.958356,0.845279
BordaCo0,1,0.87,0.01,1,0.839145,0.9777
BordaCo0,1,0.87,0.01,1,0.516278,0.994812
BordaCo0,1,0.87,0.01,1,0.990965,0.89
BordaCo0,1,0.87,0.01,1,0.978592,0.663373
BordaCo0,1,0.87,0.01,1,0.938687,0.991125
BordaCo0,1,0.87,0.01,1,0.712417,0.802321
BordaCo0,1,0.87,0.01,1,0.950954,0.947316
BordaCo0,1,0.87,0.01,1,0.83874,0.797747
BordaCo0,1,0.87,0.01,1,0.999189,0.850995
BordaCo0,1,0.87,0.01,1,0.938961,0.805265
BordaCo0,1,0.87,0.01,1,0.923516,0.758099
BordaCo0,1,0.87,0.01,1,0.996281,0.994139
BordaCo0,1,0.87,0.01,1,0.821837,0.698894
BordaCo0,1,0.87,0.01,1,0.887955,0.896232
BordaCo0,1,0.87,0.01,1,0.563404,0.89991
BordaCo0,1,0.87,0.01,1,0.909227,0.626553
BordaCo0,1,0.87,0.01,1,0.977116,0.953442
BordaCo0,1,0.87,0.01,1,0.924992,0.820405
BordaCo0,1,0.87,0.01,1,0.807352,0.899381
BordaCo0,1,0.87,0.01,1,0.516158,0.982455
BordaCo0,1,0.87,0.01,1,0.013524,0.000109
BordaCo0,1,0.87,0.01,1,0.006571,0.006737
BordaCo0,1,0.87,0.01,1,0.89373,0.788806
BordaCo0,1,0.87,0.01,1,0.728587,0.560874
BordaCo0,1,0.87,0.01,1,0.94833,0.927771
BordaCo0,1,0.87,0.01,1,0.903501,0.835299
BordaCo0,1,0.87,0.01,1,0.994544,0.580662
BordaCo0,1,0.87,0.01,1,0.916616,0.972015
BordaCo0,1,0.87,0.01,1,0.869327,0.866025
BordaCo0,1,0.87,0.01,1,0.945681,0.850823
BordaCo0,1,0.87,0.01,1,0.958796,0.990059
BordaCo0,1,0.87,0.01,1,0.845834,0.653633
BordaCo0,1,0.87,0.01,1,0.833883,0.842185
BordaCo0,1,0.87,0.01,1,0.998089,0.929957
BordaCo0,1,0.87,0.01,1,0.772923,0.904531
BordaCo0,1,0.87,0.01,1,0.906743,0.914413
BordaCo0,1,0.87,0.01,1,0.805459,0.757197
BordaCo0,1,0.87,0.01,1,0.890918,0.89791
BordaCo0,1,0.87,0.01,1,0.971015,0.938654
BordaCo0,1,0.87,0.01,1,0.97042,0.962175
BordaCo0,1,0.87,0.01,1,0.917298,0.908579
BordaCo0,1,0.87,0.01,1,0.960085,0.830209
BordaCo0,1,0.87,0.01,1,0.908076,0.891748
BordaCo0,1,0.87,0.01,1,0.918403,0.997557
BordaCo0,1,0.87,0.01,1,0.931168,0.766647
BordaCo0,1,0.87,0.01,1,0.856291,0.837354
BordaCo0,1,0.87,0.01,1,0.920631,0.687313
BordaCo0,1,0.87,0.01,1,0.980805,0.867138
BordaCo0,1,0.87,0.01,1,0.766314,0.811316
BordaCo0,1,0.87,0.01,1,0.844328,0.865715
BordaCo0,1,0.87,0.01,1,0.992729,0.811482
BordaCo0,1,0.87,0.01,1,0.655248,0.910462
BordaCo0,1,0.87,0.01,1,0.74815,0.898385
BordaCo0,1,0.87,0.01,1,0.830192,0.972163
BordaCo0,1,0.87,0.01,1,0.963083,0.752518
BordaCo0,1,0.87,0.01,1,0.811987,0.765359
BordaCo0,1,0.87,0.01,1,0.913411,0.940392
BordaCo0,1,0.87,0.01,1,0.974393,0.91973
BordaCo0,1,0.87,0.01,1,0.878585,0.828288
BordaCo0,1,0.87,0.01,1,0.786205,0.500414
BordaCo0,1,0.87,0.01,1,0.746032,0.786671
BordaCo0,1,0.87,0.01,1,0.947152,0.610814
BordaCo0,1,0.87,0.01,1,0.952323,0.937065
BordaCo0,1,0.87,0.01,1,0.935703,0.961154
BordaCo0,1,0.87,0.01,1,0.676033,0.830442
BordaCo0,1,0.87,0.01,1,0.812121,0.902456
BordaCo0,1,0.87,0.01,1,0.985338,0.7394
BordaCo0,1,0.87,0.01,1,0.819041,0.993777
BordaCo0,1,0.87,0.01,1,0.312449,0.752092
BordaCo0,1,0.87,0.01,1,0.974147,0.999763
BordaCo0,1,0.87,0.01,1,0.996733,0.589516
BordaCo0,1,0.87,0.01,1,0.947576,0.997318
BordaCo0,1,0.87,0.01,1,0.902653,0.760467
BordaCo0,1,0.87,0.01,1,0.980062,0.959368
BordaCo0,1,0.87,0.01,1,0.925281,0.978198
BordaCo0,1,0.87,0.01,1,0.869977,0.910647
BordaCo0,1,0.87,0.01,1,0.739012,0.779524
BordaCo0,1,0.87,0.01,1,0.998859,0.828942
BordaCo0,1,0.87,0.01,1,0.921201,0.902424
BordaCo0,1,0.87,0.01,1,0.911874,0.752031
BordaCo0,1,0.87,0.01,1,0.675951,0.958827
BordaCo0,1,0.87,0.01,1,0.85957,0.786773
BordaCo0,1,0.87,0.01,1,0.999876,0.974244
BordaCo0,1,0.87,0.01,1,0.979846,0.812884
BordaCo0,1,0.87,0.01,1,0.842868,0.998185
BordaCo0,1,0.87,0.01,1,0.840072,0.779125
BordaCo0,1,0.87,0.01,1,0.83805,0.941656
BordaCo0,1,0.87,0.01,1,0.479487,0.898962
BordaCo0,1,0.87,0.01,1,0.851587,0.788461
BordaCo0,1,0.87,0.01,1,0.663065,0.903192
BordaCo0,1,0.87,0.01,1,0.934721,0.852195
BordaCo0,1,0.87,0.01,1,0.917054,0.485019
BordaCo0,1,0.87,0.01,1,0.838654,0.943075
BordaCo0,1,0.87,0.01,1,0.653537,0.440132
BordaCo0,1,0.87,0.01,1,0.942865,0.992262
BordaCo0,1,0.87,0.01,1,0.912397,0.648456
BordaCo0,1,0.87,0.01,1,0.97699,0.903322
BordaCo0,1,0.87,0.01,1,0.950629,0.621133
BordaCo0,1,0.87,0.01,1,0.791535,0.996918
BordaCo0,1,0.87,0.01,1,0.841321,0.991824
BordaCo0,1,0.87,0.01,1,0.621786,0.905201
BordaCo0,1,0.87,0.01,1,0.893133,0.816306
BordaCo0,1,0.87,0.01,1,0.778959,0.999171
BordaCo0,1,0.87,0.01,1,0.895898,0.953043
BordaCo0,1,0.87,0.01,1,0.797634,0.797363
BordaCo0,1,0.87,0.01,1,0.973291,0.739204
BordaCo0,1,0.87,0.01,1,0.960892,0.74596
BordaCo0,1,0.87,0.01,1,0.80541,0.997599
BordaCo0,1,0.87,0.01,1,0.960071,0.827209
BordaCo0,1,0.87,0.01,1,0.938323,0.489702
BordaCo0,1,0.87,0.01,1,0.787557,0.983519
BordaCo0,1,0.87,0.01,1,0.790021,0.93368
BordaCo0,1,0.87,0.01,1,0.725798,0.971919
BordaCo0,1,0.87,0.01,1,0.846215,0.994068
BordaCo0,1,0.87,0.01,1,0.712237,0.881208
BordaCo0,1,0.87,0.01,1,0.656032,0.915248
BordaCo0,1,0.87,0.01,1,0.838556,0.771306
BordaCo0,1,0.87,0.01,1,0.986429,0.639176
BordaCo0,1,0.87,0.01,1,0.861793,0.863886
BordaCo0,1,0.87,0.01,1,0.92006,0.992274
BordaCo0,1,0.87,0.01,1,0.976917,0.729216
BordaCo0,1,0.87,0.01,1,0.883603,0.761603
BordaCo0,1,0.87,0.01,1,0.879266,0.631277
BordaCo0,1,0.87,0.01,1,0.964688,0.823171
BordaCo0,1,0.87,0.01,1,0.97044,0.652851
BordaCo0,1,0.87,0.01,1,0.984251,0.929768
BordaCo0,1,0.87,0.01,1,0.903546,0.773456
BordaCo0,1,0.87,0.01,1,0.703716,0.763679
BordaCo0,1,0.87,0.01,1,0.810452,0.746921
BordaCo0,1,0.87,0.01,1,0.845692,0.626964
BordaCo0,1,0.87,0.01,1,0.748743,0.869501
BordaCo0,1,0.87,0.01,1,0.76411,0.962252
BordaCo0,1,0.87,0.01,1,0.954435,0.946428
BordaCo0,1,0.87,0.01,1,0.741205,0.879786
BordaCo0,1,0.87,0.01,1,0.825099,0.970743
BordaCo0,1,0.87,0.01,1,0.89905,0.896997
BordaCo0,1,0.87,0.01,1,0.802069,0.970227
BordaCo0,1,0.87,0.01,1,0.915906,0.852308
BordaCo0,1,0.87,0.01,1,0.661582,0.611912
BordaCo0,1,0.87,0.01,1,0.46632,0.977661
BordaCo0,1,0.87,0.01,1,0.863368,0.873108
BordaCo0,1,0.87,0.01,1,0.950582,0.802894
BordaCo0,1,0.87,0.01,1,0.881391,0.961995
BordaCo0,1,0.87,0.01,1,0.830649,0.983662
BordaCo0,1,0.87,0.01,1,0.940847,0.754046
BordaCo0,1,0.87,0.01,1,0.680673,0.97178
BordaCo0,1,0.87,0.01,1,0.979836,0.783207
BordaCo0,1,0.87,0.01,1,0.98069,0.952596
BordaCo0,1,0.87,0.01,1,0.558881,0.623301
BordaCo0,1,0.87,0.01,1,0.966961,0.876738
BordaCo0,1,0.87,0.01,1,0.994407,0.895323
BordaCo0,1,0.87,0.01,1,0.414529,0.946319
BordaCo0,1,0.87,0.01,1,0.914155,0.939792
BordaCo0,1,0.87,0.01,1,0.995517,0.876688
BordaCo0,1,0.87,0.01,1,0.806727,0.964067
BordaCo0,1,0.87,0.01,1,0.978839,0.98921
BordaCo0,1,0.87,0.01,1,0.879411,0.906733
BordaCo0,1,0.87,0.01,1,0.993949,0.850954
BordaCo0,1,0.87,0.01,1,0.973592,0.883589
BordaCo0,1,0.87,0.01,1,0.913556,0.848237
BordaCo0,1,0.87,0.01,1,0.932292,0.88912
BordaCo0,1,0.87,0.01,1,0.979542,0.683082
BordaCo0,1,0.87,0.01,1,0.973844,0.986614
BordaCo0,1,0.87,0.01,1,0.820407,0.994005
BordaCo0,1,0.87,0.01,1,0.916857,0.81855
BordaCo0,1,0.87,0.01,1,0.809569,0.944369
BordaCo0,1,0.87,0.01,1,0.815969,0.85874
BordaCo0,1,0.87,0.01,1,0.944718,0.800232
BordaCo0,1,0.87,0.01,1,0.910404,0.931925
BordaCo0,1,0.87,0.01,1,0.936377,0.887922
BordaCo0,1,0.87,0.01,1,0.91207,0.689018
BordaCo0,1,0.87,0.01,1,0.610973,0.981942
BordaCo0,1,0.87,0.01,1,0.949372,0.872047
BordaCo0,1,0.87,0.01,1,0.849358,0.999559
BordaCo0,1,0.87,0.01,1,0.905166,0.922104
BordaCo0,1,0.87,0.01,1,0.932708,0.73336
BordaCo0,1,0.87,0.01,1,0.908899,0.970722
BordaCo0,1,0.87,0.01,1,0.983412,0.958403
BordaCo0,1,0.87,0.01,1,0.937703,0.902938
BordaCo0,1,0.87,0.01,1,0.965611,0.990768
BordaCo0,1,0.87,0.01,1,0.770786,0.929177
