@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute Min numeric
@attribute Max numeric
@attribute Mean numeric
@attribute StandardDeviation numeric
@attribute Skewness numeric
@attribute Kurtosis numeric

@data
BordaCo0,0,79,26.231316,18.920663,0.580132,45.895242
BordaCo0,0,79,26.456316,19.110195,0.554992,44.864224
BordaCo0,0,79,25.603553,18.857612,0.578195,45.118395
BordaCo0,0,78,25.678289,18.723116,0.573567,45.167136
BordaCo0,0,79,25.834868,18.916276,0.570579,45.650985
BordaCo0,0,79,26.335789,19.089981,0.563732,45.427988
BordaCo0,0,79,25.856974,18.900782,0.594964,46.401045
BordaCo0,0,79,25.839079,18.854384,0.566233,45.737324
BordaCo0,0,79,25.984474,18.914267,0.555353,45.156496
BordaCo0,0,79,25.780789,19.072958,0.570196,45.962897
BordaCo0,0,79,26.637105,18.939954,0.542838,44.830675
BordaCo0,0,79,26.158947,18.928081,0.5605,45.666446
BordaCo0,0,79,26.030921,19.270928,0.590753,46.382716
BordaCo0,0,79,26.190658,19.076114,0.56441,45.830354
BordaCo0,0,79,24.249868,18.940681,0.631423,47.591573
BordaCo0,0,79,26.384211,19.043904,0.546229,45.034896
BordaCo0,0,79,25.606711,18.799368,0.623757,47.597968
BordaCo0,0,79,25.819211,19.028602,0.553057,45.193016
BordaCo0,0,79,26.358158,19.005952,0.561446,45.441161
BordaCo0,0,79,25.873289,19.166088,0.57798,46.139469
BordaCo0,0,79,26.460921,18.988713,0.56331,45.217375
BordaCo0,0,79,26.591053,19.16545,0.559926,45.052772
BordaCo0,0,78,25.849342,18.837587,0.588777,45.938337
BordaCo0,0,79,26.157895,18.936339,0.579007,46.176527
BordaCo0,0,79,25.684079,18.813917,0.593743,46.490727
BordaCo0,0,79,25.399605,19.119177,0.608439,46.818894
BordaCo0,0,79,25.855658,19.026978,0.573801,46.261469
BordaCo0,0,79,26.497895,18.714457,0.544088,44.602724
BordaCo0,0,79,25.878026,18.956956,0.607161,47.083449
BordaCo0,0,79,26.221974,18.914383,0.556652,45.122965
BordaCo0,0,79,26.333816,18.985036,0.548425,44.804994
BordaCo0,0,79,24.810395,18.730684,0.624686,47.181169
BordaCo0,0,79,25.366974,19.066016,0.618407,47.505424
BordaCo0,0,79,26.350526,18.731623,0.55916,45.051252
BordaCo0,0,79,26.339605,19.070743,0.572855,45.537766
BordaCo0,0,79,25.985658,18.888807,0.565062,45.937141
BordaCo0,0,79,25.4475,18.753888,0.594526,46.512767
BordaCo0,0,78,26.026053,18.973742,0.571084,45.203761
BordaCo0,0,79,25.366184,18.922365,0.582913,45.807632
BordaCo0,0,79,26.061316,18.836444,0.568631,44.932987
BordaCo0,0,79,26.253553,18.812141,0.55932,45.073125
BordaCo0,0,79,26.158026,19.141386,0.556315,45.250619
BordaCo0,0,79,25.799079,19.066277,0.593759,46.277107
BordaCo0,0,79,23.760263,19.002227,0.656293,48.355716
BordaCo0,0,79,26.045395,19.051403,0.560647,45.492394
BordaCo0,0,79,26.163026,19.01288,0.583737,45.821932
BordaCo0,0,79,26.744342,18.98042,0.539621,44.690343
BordaCo0,0,79,26.244211,18.840472,0.577879,45.572642
BordaCo0,0,79,25.801974,18.876667,0.57963,46.063088
BordaCo0,0,79,26.214737,19.072388,0.575085,45.632096
BordaCo0,0,79,24.963553,18.876144,0.610618,46.557766
BordaCo0,0,79,26.443158,19.09798,0.569433,45.491807
BordaCo0,0,79,26.034342,18.882528,0.5767,45.824273
BordaCo0,0,79,26.242368,18.888191,0.562108,45.329658
BordaCo0,0,79,26.334211,19.001275,0.581922,46.106151
BordaCo0,0,79,26.047632,18.654972,0.564475,45.145934
BordaCo0,0,79,26.108684,18.784709,0.589964,45.788892
BordaCo0,0,79,25.725395,18.853503,0.604282,47.018432
BordaCo0,0,79,25.737763,18.762807,0.582046,45.68819
BordaCo0,0,79,25.956184,19.001646,0.586722,45.619171
BordaCo0,0,79,25.886711,19.07127,0.574377,46.161794
BordaCo0,0,78,25.466053,19.1195,0.569269,46.09733
BordaCo0,0,79,25.710263,19.275875,0.586975,46.175964
BordaCo0,0,79,26.514868,18.916187,0.561512,45.432203
BordaCo0,0,79,25.821711,18.897373,0.609266,46.845947
BordaCo0,0,79,25.919211,18.953556,0.602289,46.246174
BordaCo0,0,79,26.195526,18.898446,0.556103,45.094006
BordaCo0,0,79,26.096711,19.118625,0.571617,45.540903
BordaCo0,0,79,26.302632,18.949163,0.568484,45.188151
BordaCo0,0,79,26.579737,19.084117,0.553199,45.000542
BordaCo0,0,79,25.315263,18.703418,0.587827,45.936348
BordaCo0,0,79,25.868947,19.010556,0.580808,46.127285
BordaCo0,0,79,25.492105,18.838219,0.594488,46.064281
BordaCo0,0,79,26.289211,18.919717,0.564319,45.496596
BordaCo0,0,79,25.991579,18.786601,0.571524,46.464339
BordaCo0,0,79,26.050395,18.970738,0.582171,45.935297
BordaCo0,0,79,26.131711,18.888959,0.566041,45.241095
BordaCo0,0,79,25.967895,18.784355,0.575743,45.604618
BordaCo0,0,79,26.097632,18.952227,0.566577,45.173708
BordaCo0,0,79,24.806842,19.187055,0.654693,48.214482
BordaCo0,0,79,26.166184,18.983307,0.596422,45.988581
BordaCo0,0,79,26.152237,18.764906,0.575012,45.428615
BordaCo0,0,79,25.730526,18.928738,0.599989,46.50101
BordaCo0,0,79,26.416579,18.974578,0.556633,44.988617
BordaCo0,0,79,25.426184,19.005278,0.571194,45.524335
BordaCo0,0,79,26.228158,18.923886,0.548924,44.570814
BordaCo0,0,79,26.220263,18.972086,0.574872,45.664366
BordaCo0,0,79,25.868684,18.889216,0.578661,45.561981
BordaCo0,0,79,26.377368,18.951391,0.558573,45.275733
BordaCo0,0,79,25.628553,18.852204,0.575676,45.31394
BordaCo0,0,79,26.053026,18.721904,0.589498,45.755834
BordaCo0,0,79,25.965,18.962039,0.578422,45.845923
BordaCo0,0,79,25.770921,18.81614,0.600109,46.140174
BordaCo0,0,79,26.069474,18.937064,0.579743,46.003048
BordaCo0,0,79,25.905,18.993255,0.586936,46.325483
BordaCo0,0,79,25.847368,18.914402,0.583448,45.894232
BordaCo0,0,79,25.805395,18.994719,0.58327,45.64333
BordaCo0,0,79,26.393816,19.051451,0.563036,45.368303
BordaCo0,0,78,26.112105,19.0055,0.57125,45.386089
BordaCo0,0,79,26.068158,18.860355,0.582052,45.66098
BordaCo0,0,79,26.603026,18.944963,0.559704,45.367213
BordaCo0,0,79,26.163289,19.048969,0.584085,46.637743
BordaCo0,0,79,26.302105,18.86034,0.565809,45.437502
BordaCo0,0,79,26.135526,19.019967,0.556462,45.222893
BordaCo0,0,79,25.609868,18.890541,0.605383,46.882794
BordaCo0,0,79,26.782105,18.897658,0.549215,44.916384
BordaCo0,0,79,26.410395,18.948771,0.553198,45.518847
BordaCo0,0,79,21.982763,19.062904,0.724055,50.480107
BordaCo0,0,79,26.209079,18.827121,0.553125,44.644146
BordaCo0,0,79,25.817632,18.899486,0.566614,45.670751
BordaCo0,0,79,25.93,19.052593,0.610699,46.833402
BordaCo0,0,79,26.132105,18.961951,0.583671,46.5701
BordaCo0,0,79,25.856184,18.98745,0.586744,46.476754
BordaCo0,0,79,26.103158,18.702604,0.562711,44.981361
BordaCo0,0,79,25.695,19.157708,0.607377,46.831752
BordaCo0,0,79,25.888684,19.007224,0.606091,46.561969
BordaCo0,0,79,26.126053,18.955128,0.597025,46.659541
BordaCo0,0,79,26.294474,19.028054,0.570798,45.619897
BordaCo0,0,79,25.473684,18.822602,0.600311,45.982992
BordaCo0,0,79,25.712895,19.210155,0.608389,46.515873
BordaCo0,0,79,25.691053,18.929396,0.586249,46.073868
BordaCo0,0,79,25.863947,18.9453,0.60425,46.368516
BordaCo0,0,79,25.383684,18.858131,0.590387,46.203541
BordaCo0,0,79,25.836842,19.027963,0.585219,46.051033
BordaCo0,0,78,26.019211,18.971968,0.562941,45.33694
BordaCo0,0,78,26.243289,18.93928,0.56671,45.583854
BordaCo0,0,79,26.391053,19.141062,0.550369,45.338664
BordaCo0,0,79,25.236447,18.717084,0.575882,45.639656
BordaCo0,0,79,26.485921,18.947033,0.551734,44.700663
BordaCo0,0,79,26.244342,18.862851,0.553032,45.528693
BordaCo0,0,79,26.368421,19.079437,0.535074,45.19483
BordaCo0,0,79,25.955,18.868571,0.584686,45.645156
BordaCo0,0,79,26.174079,18.888101,0.559446,45.27269
BordaCo0,0,79,26.304868,18.981229,0.584947,46.166093
BordaCo0,0,79,25.854605,19.051037,0.564422,45.381027
BordaCo0,0,79,26.062368,18.95643,0.571489,45.565084
BordaCo0,0,79,26.332237,18.979182,0.568113,45.596352
BordaCo0,0,79,25.870526,19.03609,0.595784,46.628095
BordaCo0,0,79,24.475921,19.129065,0.64822,48.118473
BordaCo0,0,79,26.205526,18.81103,0.561202,45.2935
BordaCo0,0,79,25.512237,18.942388,0.588703,46.261717
BordaCo0,0,79,26.164474,18.931738,0.565315,45.550052
BordaCo0,0,79,25.068816,18.987881,0.587576,46.35064
BordaCo0,0,79,26.395658,18.860517,0.571227,45.615248
BordaCo0,0,79,25.202895,19.080898,0.60344,46.265446
BordaCo0,0,79,25.821711,18.84493,0.574663,45.213198
BordaCo0,0,79,26.631974,18.904322,0.526613,44.502046
BordaCo0,0,79,26.170526,18.830396,0.57856,45.998378
BordaCo0,0,79,25.544737,18.952113,0.559196,45.098393
BordaCo0,0,79,26.067368,18.973838,0.572749,45.718043
BordaCo0,0,79,25.595263,19.263956,0.578777,46.114056
BordaCo0,0,79,25.516711,18.847511,0.582589,46.275357
BordaCo0,0,79,25.613816,18.915458,0.582601,45.830254
BordaCo0,0,79,26.422105,18.893026,0.558906,45.150606
BordaCo0,0,79,24.979474,19.038865,0.603459,46.945428
BordaCo0,0,79,25.913289,18.938084,0.577066,45.726649
BordaCo0,0,79,26.147632,18.878533,0.571407,45.800446
BordaCo0,0,79,25.546711,18.530897,0.594911,46.075857
BordaCo0,0,79,25.888158,18.986726,0.596408,46.368103
BordaCo0,0,79,26.171579,18.885313,0.554668,45.104182
BordaCo0,0,79,26.420395,18.87232,0.551854,45.103976
BordaCo0,0,79,26.079211,18.81978,0.575901,45.464348
BordaCo0,0,79,26.091447,19.053721,0.563968,45.349594
BordaCo0,0,79,26.467632,18.952864,0.557636,45.080956
BordaCo0,0,79,26.463026,19.093798,0.55537,45.413359
BordaCo0,0,79,25.895395,19.06016,0.568606,45.3769
BordaCo0,0,78,26.015263,18.846762,0.563521,45.460673
BordaCo0,0,79,26.192368,18.99637,0.567193,45.269882
BordaCo0,0,79,25.729868,18.99134,0.581762,45.322056
BordaCo0,0,79,25.915,19.044733,0.578046,45.98102
BordaCo0,0,79,26.432368,19.026955,0.569019,45.630936
BordaCo0,0,79,25.424474,19.033066,0.598658,46.222268
BordaCo0,0,79,25.804605,18.909079,0.562577,45.219046
BordaCo0,0,79,26.484474,18.953052,0.540568,45.016622
BordaCo0,0,79,26.153158,19.049616,0.595351,46.350413
BordaCo0,0,79,26.336579,19.009478,0.583938,45.659731
BordaCo0,0,79,25.957763,18.998059,0.569072,45.751548
BordaCo0,0,79,26.341711,18.997775,0.585176,46.081551
BordaCo0,0,79,26.232895,18.803558,0.583547,45.986385
BordaCo0,0,79,25.964868,18.813148,0.556413,44.7854
BordaCo0,0,79,26.055395,18.920636,0.583787,45.895786
BordaCo0,0,79,25.814868,18.921738,0.596964,46.313871
BordaCo0,0,79,26.411974,18.943271,0.557917,45.227279
BordaCo0,0,79,25.138553,18.834183,0.608671,46.639034
BordaCo0,0,79,26.464605,19.024242,0.546974,44.933646
BordaCo0,0,79,25.978816,18.652894,0.58835,45.671967
BordaCo0,0,79,26.354211,19.007583,0.570749,45.763861
BordaCo0,0,79,25.965395,18.825357,0.563738,45.073718
BordaCo0,0,79,26.217763,19.040081,0.550691,44.908649
BordaCo0,0,79,25.756316,19.006546,0.58538,46.017126
BordaCo0,0,79,25.767632,18.816876,0.578315,45.403445
BordaCo0,0,79,25.959605,18.789249,0.580724,45.701152
BordaCo0,0,79,26.207895,19.155329,0.582014,45.838763
BordaCo0,0,79,25.528684,19.076411,0.593064,45.768206
BordaCo0,0,79,25.508421,19.101155,0.603671,46.782497
BordaCo0,0,79,26.087368,19.015873,0.580357,46.1122
BordaCo0,0,79,25.158684,18.923755,0.617952,47.337966
BordaCo0,0,79,26.388553,19.257677,0.583438,46.330901
BordaCo0,0,79,26.078553,18.872509,0.571629,45.502097
BordaCo0,0,79,26.405132,18.951995,0.567841,45.336242
BordaCo0,0,79,26.284737,18.992671,0.568447,45.740579
BordaCo0,0,79,26.446711,18.915322,0.56822,45.579143
BordaCo0,0,79,25.455658,18.887646,0.5909,46.321042
BordaCo0,0,79,25.878026,18.983632,0.584211,45.970607
BordaCo0,0,79,25.620263,18.827741,0.593755,46.312739
BordaCo0,0,79,26.551447,18.887798,0.56158,45.103258
BordaCo0,0,79,26.346316,18.893331,0.567886,45.536322
BordaCo0,0,79,26.216447,19.077442,0.564215,45.658938
BordaCo0,0,79,26.264868,19.052013,0.583497,46.333502
BordaCo0,0,79,25.549211,18.692605,0.604216,46.865193
BordaCo0,0,79,26.092763,19.005652,0.57285,45.846572
BordaCo0,0,79,25.734342,18.898164,0.577555,45.500007
BordaCo0,0,79,26.334211,19.188021,0.580658,46.681422
BordaCo0,0,79,24.885658,18.840908,0.610768,46.981476
BordaCo0,0,79,25.945526,18.908768,0.567057,45.889139
BordaCo0,0,79,26.259605,19.125213,0.585907,46.050254
BordaCo0,0,79,26.057105,18.999547,0.580082,45.984709
BordaCo0,0,79,25.860132,18.727584,0.586718,46.007227
BordaCo0,0,79,26.008026,19.045405,0.579451,45.903371
BordaCo0,0,79,26.144737,18.933338,0.566606,45.651746
BordaCo0,0,79,26.161579,18.971795,0.567969,45.327263
BordaCo0,0,79,24.910132,18.783085,0.596148,46.506492
BordaCo0,0,79,24.989605,19.047759,0.609856,46.969398
BordaCo0,0,79,25.988289,19.033271,0.581562,45.936575
BordaCo0,0,79,26.6,18.863753,0.555219,44.746304
BordaCo0,0,79,25.850526,19.006897,0.59787,46.237789
BordaCo0,0,79,26.010789,19.031723,0.555351,44.991878
BordaCo0,0,79,26.279605,18.965054,0.586735,45.66232
BordaCo0,0,79,26.206447,18.932894,0.574829,45.84823
BordaCo0,0,79,26.144737,18.873585,0.592849,46.386659
BordaCo0,0,79,25.351316,19.144482,0.629098,46.753551
BordaCo0,0,79,25.958947,18.771907,0.585806,45.823087
BordaCo0,0,79,25.883684,19.023815,0.605404,46.679987
BordaCo0,0,79,26.261711,18.950946,0.583641,45.834688
BordaCo0,0,79,25.941316,18.923241,0.566655,45.432285
BordaCo0,0,79,25.754605,18.984482,0.573157,46.166428
BordaCo0,0,79,26.050921,18.721587,0.570308,45.329161
BordaCo0,0,79,25.275395,18.78684,0.596243,45.788909
BordaCo0,0,79,26.144474,18.914581,0.577539,45.683441
BordaCo0,0,78,25.848421,18.874751,0.600287,45.888046
BordaCo0,0,79,26.260658,18.64525,0.556537,44.78849
BordaCo0,0,79,25.968684,18.961108,0.600226,46.488075
BordaCo0,0,79,25.931711,18.845471,0.598806,46.665611
BordaCo0,0,79,25.552763,18.798967,0.615051,46.828882
BordaCo0,0,79,26.1625,19.092835,0.573201,45.826995
BordaCo0,0,79,24.939342,18.974769,0.645565,48.053121
BordaCo0,0,78,25.980132,18.726311,0.565252,44.924926
BordaCo0,0,79,25.698421,18.90752,0.58969,46.149776
BordaCo0,0,79,26.307763,18.701914,0.559591,45.025026
BordaCo0,0,79,26.306184,18.9238,0.554855,45.060204
BordaCo0,0,79,25.860395,18.873306,0.592091,45.811397
BordaCo0,0,79,26.076842,18.979109,0.556615,45.414508
BordaCo0,0,79,25.887632,18.847676,0.585634,46.257906
BordaCo0,0,79,26.029079,18.858209,0.588467,45.992159
BordaCo0,0,79,24.854079,19.184949,0.609969,47.453825
BordaCo0,0,79,24.847368,19.021861,0.584614,45.589785
BordaCo0,0,79,25.248816,19.139411,0.586887,46.283786
BordaCo0,0,79,26.247237,19.054107,0.576703,45.689927
BordaCo0,0,79,26.132895,19.076224,0.575047,45.924281
BordaCo0,0,79,26.2725,18.921968,0.576047,45.958632
BordaCo0,0,79,25.530263,18.975712,0.607626,46.238661
BordaCo0,0,79,26.1425,18.91295,0.573505,45.674224
BordaCo0,0,79,25.741053,18.810605,0.58648,45.485484
BordaCo0,0,79,26.279605,18.845168,0.551896,44.649157
BordaCo0,0,79,26.120921,18.907614,0.557499,45.234091
BordaCo0,0,79,26.244342,19.010919,0.557817,45.420591
BordaCo0,0,79,25.951447,18.784751,0.583887,45.714904
BordaCo0,0,79,25.827895,18.815594,0.588339,46.178678
BordaCo0,0,79,25.979342,18.857205,0.597426,45.950631
BordaCo0,0,79,26.233684,18.909908,0.583818,46.222171
BordaCo0,0,79,26.131316,18.955724,0.554314,44.790967
BordaCo0,0,79,26.197105,18.936284,0.554893,45.450638
BordaCo0,0,79,25.173553,18.756729,0.604105,46.620416
BordaCo0,0,79,26.2875,18.899895,0.556439,45.26487
BordaCo0,0,79,26.316316,18.899104,0.571006,45.045975
BordaCo0,0,78,26.305526,19.136637,0.569345,46.092681
BordaCo0,0,79,26.575658,18.873044,0.546406,44.955688
BordaCo0,0,79,26.166316,18.983077,0.56303,45.535986
BordaCo0,0,79,26.220132,18.921739,0.565284,44.864539
BordaCo0,0,79,25.865,19.004402,0.567409,45.135929
BordaCo0,0,79,24.76,18.788134,0.618809,47.209028
BordaCo0,0,79,25.545,18.989605,0.57639,45.485618
BordaCo0,0,79,25.607105,19.005805,0.576414,46.209053
BordaCo0,0,79,25.976842,18.726343,0.571409,44.866121
BordaCo0,0,79,26.519211,19.177993,0.553153,45.32945
BordaCo0,0,79,25.734211,19.01514,0.594157,46.346134
BordaCo0,0,79,23.939737,18.973206,0.646258,47.54321
BordaCo0,0,79,25.345,19.048389,0.627908,47.455743
BordaCo0,0,79,25.418289,18.825072,0.589976,45.515376
BordaCo0,0,79,26.105132,18.911877,0.592103,46.715531
BordaCo0,0,79,25.658553,18.871836,0.58148,45.702439
BordaCo0,0,79,26.011842,19.035517,0.57486,46.125957
BordaCo0,0,79,26.043158,19.066759,0.578958,46.313121
BordaCo0,0,79,25.464868,18.812666,0.606634,46.435509
BordaCo0,0,79,26.023816,19.081441,0.590727,46.041615
BordaCo0,0,79,25.703947,19.052082,0.564951,45.000766
BordaCo0,0,79,26.325395,18.934552,0.540816,44.449304
BordaCo0,0,79,26.486842,18.804869,0.552374,44.981974
BordaCo0,0,79,26.308553,19.063269,0.574979,46.244849
BordaCo0,0,79,26.095526,18.94969,0.54644,44.930286
BordaCo0,0,79,25.443816,18.840906,0.578212,46.02858
BordaCo0,0,79,26.138158,18.918008,0.570278,45.988326
BordaCo0,0,79,26.445395,19.063054,0.551161,45.085823
BordaCo0,0,79,26.000132,18.973784,0.586117,46.13233
BordaCo0,0,79,25.914605,18.830423,0.579593,45.870777
BordaCo0,0,79,25.666053,19.079886,0.613365,47.262676
BordaCo0,0,78,25.949737,18.913386,0.582417,45.477785
BordaCo0,0,79,26.345789,19.022986,0.553421,44.975725
BordaCo0,0,79,25.362632,18.790331,0.599623,46.624385
BordaCo0,0,79,21.696053,19.406211,0.72908,49.343662
BordaCo0,0,79,25.997105,19.004767,0.584552,46.086136
BordaCo0,0,79,26.255658,18.89683,0.549964,44.787748
BordaCo0,0,79,26.350263,18.990308,0.540316,45.082055
BordaCo0,0,79,26.168158,18.957074,0.549496,45.071784
BordaCo0,0,79,26.277895,18.952535,0.574433,45.893154
BordaCo0,0,79,26.276316,18.854982,0.560467,45.375861
BordaCo0,0,79,25.301842,18.866549,0.594004,46.495352
BordaCo0,0,79,26.3925,18.805179,0.558703,45.138647
BordaCo0,0,79,26.160132,18.900087,0.568291,45.46243
BordaCo0,0,79,25.774342,18.925898,0.582834,45.871021
BordaCo0,0,79,25.923289,19.067488,0.59274,46.156488
BordaCo0,0,79,26.410132,18.97166,0.554744,45.670151
BordaCo0,0,79,26.205263,18.873937,0.552735,45.06257
BordaCo0,0,79,25.9075,19.109301,0.594211,46.401906
BordaCo0,0,79,24.954211,18.910663,0.580367,45.417532
BordaCo0,0,79,26.0425,18.876483,0.57959,45.979584
BordaCo0,0,79,25.860526,19.063834,0.562345,45.532899
BordaCo0,0,79,25.752632,18.767609,0.56035,44.912518
BordaCo0,0,79,25.145658,18.953283,0.595828,46.237574
BordaCo0,0,79,26.081974,19.098701,0.585438,46.541264
BordaCo0,0,79,25.854605,18.745811,0.599235,46.203527
BordaCo0,0,79,25.101447,18.926502,0.624278,47.292715
BordaCo0,0,79,25.982368,18.977929,0.586074,45.879686
BordaCo0,0,79,25.695526,18.832906,0.585758,45.920206
BordaCo0,0,79,26.545132,18.944516,0.5572,45.124143
