@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute CanberraDistanceMin numeric
@attribute CanberraDistanceMax numeric
@attribute CanberraDistanceMean numeric
@attribute CanberraDistanceStandardDeviation numeric
@attribute CanberraDistanceSkewness numeric
@attribute CanberraDistanceKurtosis numeric
@attribute KendallTauMin numeric
@attribute KendallTauMax numeric
@attribute KendallTauMean numeric
@attribute KendallTauStandardDeviation numeric
@attribute KendallTauSkewness numeric
@attribute KendallTauKurtosis numeric
@attribute CayleyDistanceMin numeric
@attribute CayleyDistanceMax numeric
@attribute CayleyDistanceMean numeric
@attribute CayleyDistanceStandardDeviation numeric
@attribute CayleyDistanceSkewness numeric
@attribute CayleyDistanceKurtosis numeric
@attribute LevenshteinDistanceMin numeric
@attribute LevenshteinDistanceMax numeric
@attribute LevenshteinDistanceMean numeric
@attribute LevenshteinDistanceStandardDeviation numeric
@attribute LevenshteinDistanceSkewness numeric
@attribute LevenshteinDistanceKurtosis numeric
@attribute LMaxMin numeric
@attribute LMaxMax numeric
@attribute LMaxMean numeric
@attribute LMaxStandardDeviation numeric
@attribute LMaxSkewness numeric
@attribute LMaxKurtosis numeric
@attribute LAbsMin numeric
@attribute LAbsMax numeric
@attribute LAbsMean numeric
@attribute LAbsStandardDeviation numeric
@attribute LAbsSkewness numeric
@attribute LAbsKurtosis numeric
@attribute LSquareMin numeric
@attribute LSquareMax numeric
@attribute LSquareMean numeric
@attribute LSquareStandardDeviation numeric
@attribute LSquareSkewness numeric
@attribute LSquareKurtosis numeric

@data
BordaCo0,0.469761,0.810949,0.678531,0.053637,-0.471738,0.196585,0.308571,0.6,0.484176,0.05003,-0.239599,0.157443,0.77551,0.979592,0.893233,0.040107,-0.162148,0.112968,0.693878,0.857143,0.782492,0.028509,-0.125746,0.087601,0.632653,1,0.883459,0.072367,-0.722684,0.241727,0.4112,0.8,0.640884,0.063933,-0.294853,0.205046,0.462832,0.802218,0.687959,0.054161,-0.563248,0.212318
BordaCo0,0.492601,0.779469,0.664773,0.053696,-0.288511,0.151179,0.348571,0.619592,0.485633,0.049337,-0.043487,0.14795,0.673469,0.959184,0.858324,0.048619,-0.612809,0.181072,0.673469,0.857143,0.771536,0.032967,-0.274628,0.100668,0.734694,1,0.909667,0.066254,-0.31953,0.137353,0.4576,0.7664,0.632244,0.060854,-0.194977,0.163673,0.532768,0.820359,0.69081,0.052015,-0.25013,0.158292
BordaCo0,0.521158,0.812243,0.668741,0.052333,-0.112235,0.156431,0.332245,0.609796,0.480322,0.049249,-0.15047,0.148372,0.734694,1,0.865414,0.049367,-0.364893,0.142152,0.693878,0.857143,0.776477,0.031218,-0.238508,0.086121,0.734694,1,0.896455,0.057169,-0.290747,0.150309,0.4288,0.8032,0.628345,0.060173,-0.080997,0.189397,0.513865,0.809962,0.684383,0.052475,-0.330951,0.159497
BordaCo0,0.454968,0.769272,0.622136,0.057839,-0.115346,0.1708,0.311837,0.595102,0.452872,0.05368,-0.01546,0.138386,0.673469,0.897959,0.798711,0.047986,-0.142402,0.132769,0.632653,0.836735,0.752846,0.036105,-0.163069,0.105167,0.632653,1,0.870999,0.069625,-0.357185,0.214188,0.4128,0.7632,0.585945,0.06531,-0.02303,0.177374,0.488475,0.786043,0.656053,0.058679,-0.228011,0.155984
BordaCo0,0.528497,0.802731,0.675178,0.057099,-0.007471,0.141551,0.362449,0.626122,0.488292,0.052329,0.059368,0.139609,0.795918,1,0.89753,0.040055,-0.262975,0.117321,0.693878,0.877551,0.78131,0.033392,-0.014485,0.095388,0.714286,1,0.89087,0.067994,-0.470788,0.154433,0.4912,0.8048,0.643368,0.064479,0.063423,0.164599,0.549408,0.827063,0.692838,0.054772,-0.168357,0.147737
BordaCo0,0.485711,0.817236,0.649225,0.056021,-0.023525,0.185665,0.347755,0.604082,0.466535,0.050442,0.142233,0.142752,0.734694,0.979592,0.878195,0.044658,-0.25727,0.12704,0.693878,0.857143,0.773362,0.030483,-0.113585,0.084176,0.693878,1,0.875295,0.061736,-0.560544,0.184099,0.4656,0.8064,0.616615,0.062807,0.107787,0.186921,0.527332,0.806248,0.669477,0.054667,-0.07214,0.159399
BordaCo0,0.532646,0.832049,0.672579,0.056292,-0.049452,0.163213,0.35102,0.666939,0.48278,0.054092,0.186911,0.170505,0.77551,0.979592,0.890977,0.042313,-0.371516,0.12743,0.693878,0.836735,0.778625,0.031358,-0.16986,0.089707,0.673469,0.979592,0.880129,0.060991,-0.407267,0.168727,0.4544,0.848,0.636733,0.067468,0.028356,0.210733,0.538059,0.8652,0.687064,0.057112,-0.016167,0.170986
BordaCo0,0.559592,0.819154,0.678067,0.051837,0.018301,0.153015,0.36898,0.631837,0.485568,0.048107,0.051537,0.133865,0.755102,0.979592,0.880988,0.042516,-0.102191,0.108388,0.693878,0.836735,0.778625,0.028883,-0.449183,0.086366,0.673469,1,0.888292,0.068064,-0.483604,0.194734,0.5056,0.8144,0.640514,0.059912,0.17479,0.176997,0.547525,0.825203,0.690785,0.051714,-0.173159,0.140098
BordaCo0,0.550977,0.812332,0.681644,0.05103,0.064791,0.128323,0.381224,0.6,0.487398,0.042546,0.271692,0.117818,0.734694,1,0.891729,0.043274,-0.491443,0.173605,0.693878,0.857143,0.783888,0.031267,-0.375258,0.097092,0.714286,1,0.888507,0.061994,-0.570624,0.178623,0.4928,0.7856,0.644876,0.05669,0.118721,0.142763,0.572142,0.802697,0.692757,0.044325,0.103583,0.117201
BordaCo0,0.502548,0.802263,0.672039,0.057976,-0.111534,0.168915,0.357551,0.625306,0.482226,0.052853,0.082123,0.141119,0.77551,0.979592,0.889151,0.047392,-0.360653,0.116709,0.673469,0.836735,0.777229,0.032995,-0.412944,0.09273,0.714286,1,0.891192,0.064061,-0.641164,0.195334,0.4816,0.808,0.635099,0.066484,0.036023,0.177564,0.54405,0.826192,0.686826,0.056178,-0.103438,0.145825
BordaCo0,0.493709,0.815326,0.675902,0.054332,-0.274672,0.179497,0.346939,0.621224,0.487407,0.05122,0.058459,0.139525,0.755102,0.959184,0.887863,0.038764,-0.475843,0.110027,0.714286,0.857143,0.787648,0.028006,-0.149393,0.073171,0.714286,1,0.888507,0.060091,-0.445409,0.190242,0.448,0.8048,0.643722,0.061334,-0.076611,0.174612,0.536719,0.822756,0.691486,0.054007,-0.163453,0.150696
BordaCo0,0.518064,0.822453,0.664045,0.054635,0.095591,0.143427,0.357551,0.60898,0.477229,0.050749,0.087709,0.135507,0.755102,0.979592,0.877229,0.043594,-0.413594,0.122471,0.714286,0.857143,0.777981,0.030923,-0.041988,0.077996,0.673469,1,0.888077,0.0649,-0.848928,0.231916,0.4624,0.8144,0.628682,0.062914,0.141138,0.179307,0.547262,0.813364,0.682102,0.054295,-0.110645,0.14734
BordaCo0,0.470458,0.824246,0.63448,0.062758,-0.125471,0.17722,0.340408,0.610612,0.470174,0.053698,0.110802,0.127502,0.693878,0.979592,0.835124,0.054153,-0.127906,0.143456,0.653061,0.836735,0.765091,0.03368,-0.188708,0.094148,0.673469,1,0.883351,0.066653,-0.694116,0.212726,0.4448,0.8096,0.611251,0.066683,0.065007,0.160844,0.531595,0.81731,0.673125,0.056651,-0.052707,0.131337
BordaCo0,0.494615,0.81898,0.662505,0.054996,-0.217929,0.175005,0.369796,0.582857,0.47524,0.046785,0.09496,0.120651,0.77551,0.979592,0.883136,0.041766,-0.216917,0.119375,0.673469,0.836735,0.775188,0.030087,-0.436004,0.094117,0.714286,1,0.891407,0.065571,-0.496281,0.14884,0.4912,0.8128,0.629221,0.056659,0.157713,0.173249,0.556097,0.793067,0.679428,0.050412,-0.068152,0.132887
BordaCo0,0.465907,0.804221,0.645928,0.064754,-0.201575,0.181022,0.306122,0.609796,0.469933,0.056607,-0.147587,0.160004,0.673469,0.979592,0.834479,0.051132,-0.248068,0.15137,0.653061,0.836735,0.764662,0.038418,-0.450263,0.108019,0.693878,1,0.882814,0.06098,-0.344603,0.177708,0.4064,0.792,0.611124,0.072491,-0.210424,0.204554,0.478894,0.809428,0.673839,0.060115,-0.369431,0.183364
BordaCo0,0.497607,0.811761,0.675134,0.05614,-0.287484,0.191176,0.311837,0.618776,0.487111,0.045119,-0.390371,0.170573,0.77551,0.979592,0.886251,0.040179,-0.248026,0.116863,0.673469,0.836735,0.779377,0.029802,-0.533396,0.102221,0.612245,1,0.896026,0.063996,-0.868958,0.289631,0.4352,0.7984,0.639941,0.058673,-0.162788,0.191577,0.481843,0.817398,0.692044,0.048488,-0.681912,0.214502
BordaCo0,0.545116,0.81092,0.680699,0.055613,-0.157988,0.143773,0.37551,0.62449,0.488885,0.051747,0.156822,0.130853,0.77551,1,0.903115,0.043717,-0.557831,0.160301,0.673469,0.836735,0.780236,0.030837,-0.588472,0.115854,0.673469,1,0.903437,0.065636,-0.927303,0.250117,0.4928,0.7968,0.645272,0.063386,-0.023271,0.155112,0.569661,0.817545,0.693925,0.0537,0.023223,0.132628
BordaCo0,0.487707,0.818295,0.680004,0.058355,-0.224736,0.180773,0.374694,0.637551,0.497611,0.051496,0.132554,0.135946,0.755102,0.979592,0.887755,0.041337,-0.171008,0.117804,0.714286,0.857143,0.785714,0.030755,-0.304488,0.08398,0.755102,1,0.895704,0.055213,-0.331073,0.137648,0.4864,0.808,0.653794,0.064481,-0.011365,0.181829,0.556658,0.833425,0.702836,0.053314,-0.015786,0.142348
BordaCo0,0.490233,0.802855,0.682669,0.059435,-0.307215,0.180376,0.359184,0.614694,0.488344,0.052335,-0.026276,0.139247,0.77551,0.979592,0.895166,0.04423,-0.233249,0.10759,0.693878,0.857143,0.781203,0.033704,-0.246297,0.084346,0.693878,1,0.902363,0.062573,-0.879984,0.228582,0.4784,0.792,0.645836,0.065714,-0.059295,0.173359,0.54827,0.812773,0.692988,0.054977,-0.198689,0.151233
BordaCo0,0.487295,0.808085,0.650827,0.056552,0.096215,0.155915,0.352653,0.605714,0.475364,0.047557,-0.007386,0.149016,0.693878,0.938776,0.858539,0.043973,-0.41676,0.159202,0.693878,0.836735,0.769173,0.031847,-0.299565,0.085558,0.693878,1,0.880988,0.065222,-0.375594,0.157609,0.4592,0.7872,0.623865,0.059364,-0.012336,0.183989,0.541085,0.812566,0.679394,0.051258,-0.187125,0.161604
BordaCo0,0.491443,0.795145,0.619474,0.055957,0.045616,0.163665,0.31102,0.581224,0.448696,0.04512,0.105597,0.135245,0.632653,0.959184,0.794844,0.058804,-0.059599,0.17907,0.612245,0.836735,0.752202,0.04047,-0.313115,0.122487,0.653061,1,0.870784,0.070169,-0.525953,0.211462,0.3984,0.768,0.581566,0.059939,0.17569,0.195819,0.485813,0.787172,0.650916,0.050195,-0.069895,0.143535
BordaCo0,0.501901,0.805782,0.651818,0.058885,-0.008501,0.159266,0.360816,0.617959,0.4727,0.05159,0.221017,0.140438,0.693878,0.979592,0.86305,0.052785,-0.336851,0.170863,0.673469,0.857143,0.774006,0.034626,-0.175655,0.100588,0.653061,1,0.876799,0.068918,-0.810372,0.216123,0.4848,0.7872,0.619057,0.064642,0.170124,0.169852,0.536271,0.831118,0.67622,0.05537,0.039731,0.150455
BordaCo0,0.511422,0.811039,0.671396,0.059197,-0.036758,0.163382,0.339592,0.620408,0.485873,0.050027,0.065521,0.138804,0.77551,0.979592,0.883888,0.04179,-0.330314,0.108106,0.693878,0.836735,0.777336,0.03054,-0.275391,0.081584,0.693878,1,0.891729,0.061122,-0.392179,0.161555,0.464,0.8144,0.638888,0.062464,0.185702,0.17852,0.519765,0.817133,0.689911,0.053004,-0.121253,0.14981
BordaCo0,0.490234,0.816874,0.675418,0.056973,-0.203588,0.182036,0.324898,0.67102,0.484395,0.050572,-0.199761,0.211263,0.755102,0.979592,0.888614,0.040901,-0.277485,0.127683,0.714286,0.857143,0.782277,0.030634,-0.089919,0.08387,0.734694,1,0.886788,0.060632,-0.355422,0.144344,0.432,0.8384,0.641053,0.063824,-0.26371,0.227808,0.509077,0.865311,0.688652,0.053668,-0.494942,0.220454
BordaCo0,0.472028,0.785407,0.647872,0.06358,-0.405214,0.186235,0.333061,0.642449,0.478647,0.05342,-0.086103,0.170734,0.693878,0.959184,0.859828,0.047464,-0.558582,0.157233,0.673469,0.857143,0.771214,0.035521,-0.208329,0.099307,0.693878,1,0.890333,0.057427,-0.592537,0.19881,0.4304,0.7952,0.622156,0.06807,-0.223337,0.195635,0.513959,0.82805,0.682812,0.056531,-0.358032,0.17767
BordaCo0,0.506684,0.84051,0.67689,0.054403,-0.271188,0.166572,0.365714,0.608163,0.489126,0.046351,-0.178709,0.132508,0.795918,0.979592,0.89087,0.040845,-0.061,0.100393,0.693878,0.836735,0.781955,0.029871,-0.133623,0.081973,0.693878,1,0.889689,0.060754,-0.557246,0.191368,0.4768,0.8176,0.647596,0.058352,-0.214551,0.178021,0.54897,0.803295,0.693918,0.048869,-0.398286,0.148019
BordaCo0,0.489843,0.820463,0.666634,0.054906,-0.03708,0.172698,0.36898,0.589388,0.481478,0.048032,-0.125348,0.127796,0.77551,0.979592,0.882062,0.039747,-0.329134,0.109082,0.693878,0.836735,0.776477,0.030291,-0.409647,0.081386,0.693878,1,0.895166,0.065822,-0.428286,0.170344,0.4736,0.7936,0.630804,0.06163,0.012349,0.165823,0.562877,0.792734,0.686308,0.051239,-0.280565,0.136724
BordaCo0,0.488062,0.806571,0.649951,0.062695,-0.17058,0.175808,0.363265,0.640816,0.4778,0.052546,0.027196,0.144646,0.714286,0.959184,0.864662,0.04659,-0.3406,0.14449,0.673469,0.857143,0.774651,0.031326,-0.418307,0.103677,0.693878,1,0.891192,0.065583,-0.52817,0.181775,0.472,0.8016,0.624884,0.065983,-0.073179,0.170338,0.548752,0.838194,0.681216,0.056132,-0.165672,0.150719
BordaCo0,0.500249,0.814149,0.655392,0.059362,0.05613,0.169773,0.355102,0.617959,0.475515,0.04999,0.155999,0.147604,0.77551,0.959184,0.876047,0.042628,-0.283378,0.105067,0.673469,0.836735,0.770677,0.032651,-0.335325,0.100442,0.673469,1,0.873577,0.071372,-0.317223,0.175167,0.4592,0.8256,0.6248,0.063928,0.158569,0.191838,0.539752,0.826163,0.680196,0.054126,-0.06023,0.152957
BordaCo0,0.470147,0.797018,0.671998,0.057082,-0.556711,0.223149,0.302041,0.608163,0.478105,0.052352,-0.173602,0.179416,0.734694,0.979592,0.883029,0.044744,-0.556397,0.162289,0.693878,0.857143,0.777444,0.031626,-0.302419,0.090002,0.693878,1,0.89044,0.065818,-0.307882,0.164783,0.408,0.8064,0.630366,0.065765,-0.206608,0.230401,0.46614,0.809132,0.682372,0.056383,-0.402687,0.215831
BordaCo0,0.515291,0.805032,0.675084,0.051414,-0.16748,0.151975,0.354286,0.613061,0.488902,0.047926,-0.074316,0.13098,0.77551,0.979592,0.882062,0.042415,-0.144405,0.106277,0.693878,0.857143,0.781955,0.031023,-0.416423,0.094439,0.734694,1,0.896348,0.059293,-0.570653,0.182203,0.464,0.7872,0.64256,0.058497,-0.165779,0.168897,0.546779,0.811384,0.693171,0.050489,-0.241952,0.140701
BordaCo0,0.486849,0.791248,0.65104,0.053513,-0.22665,0.162678,0.334694,0.583673,0.47603,0.049205,-0.215678,0.136459,0.734694,0.979592,0.867884,0.043099,0.16784,0.142974,0.693878,0.836735,0.773147,0.030967,-0.382281,0.084097,0.673469,1,0.894737,0.063462,-0.760163,0.221013,0.4432,0.768,0.622299,0.060464,-0.299557,0.172594,0.514846,0.78482,0.680059,0.053361,-0.359596,0.155271
BordaCo0,0.574874,0.829591,0.67967,0.049936,0.218897,0.13182,0.379592,0.622857,0.493044,0.046556,0.234543,0.13506,0.755102,1,0.892803,0.04124,-0.174062,0.124,0.693878,0.857143,0.782385,0.027716,-0.297084,0.091999,0.714286,1,0.894522,0.063967,-0.378413,0.171963,0.528,0.816,0.649154,0.057818,0.183718,0.155309,0.574404,0.824505,0.698454,0.048698,0.083966,0.131218
BordaCo0,0.483691,0.810415,0.682807,0.057229,-0.314036,0.18582,0.336327,0.622857,0.484902,0.053619,-0.035805,0.154012,0.755102,0.959184,0.874006,0.040527,-0.057527,0.101494,0.693878,0.857143,0.782062,0.030752,-0.268904,0.10657,0.693878,1,0.883996,0.062484,-0.602104,0.182859,0.4448,0.8064,0.640227,0.067047,-0.1108,0.193264,0.519719,0.822697,0.688392,0.057107,-0.246705,0.16362
BordaCo0,0.446701,0.813417,0.664133,0.06216,-0.379426,0.206674,0.325714,0.651429,0.475772,0.054166,-0.00014,0.166848,0.77551,0.979592,0.886574,0.041689,-0.222274,0.101629,0.693878,0.836735,0.777229,0.030938,-0.387377,0.081817,0.653061,1,0.892696,0.064982,-0.725054,0.217881,0.4384,0.8176,0.627411,0.067674,-0.077476,0.199551,0.512649,0.852677,0.679487,0.058171,-0.23833,0.179851
BordaCo0,0.510057,0.792639,0.667569,0.055961,-0.328011,0.156269,0.370612,0.591837,0.486475,0.046239,-0.043898,0.105735,0.714286,0.959184,0.865628,0.04687,-0.546024,0.151874,0.653061,0.857143,0.775618,0.030522,-0.745271,0.126468,0.755102,1,0.897852,0.061706,-0.366259,0.136922,0.4864,0.76,0.635832,0.059361,-0.10419,0.136071,0.561297,0.798167,0.691345,0.049209,-0.168624,0.1152
BordaCo0,0.52064,0.765301,0.658896,0.05228,-0.12589,0.126629,0.369796,0.597551,0.480357,0.048706,-0.109972,0.124213,0.77551,1,0.88174,0.043896,-0.136421,0.121246,0.693878,0.836735,0.776584,0.027359,-0.135315,0.078166,0.693878,1,0.891837,0.068361,-0.374607,0.176354,0.496,0.7552,0.627781,0.059372,-0.11979,0.140177,0.555189,0.795546,0.684557,0.052115,-0.310184,0.13414
