@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute Min numeric
@attribute Max numeric
@attribute Mean numeric
@attribute StandardDeviation numeric
@attribute Skewness numeric
@attribute Kurtosis numeric

@data
BordaCo0,0,79,25.115132,18.697879,0.639891,47.530004
BordaCo0,0,79,18.306711,15.665127,1.176919,62.481319
BordaCo0,0,79,24.722632,18.747506,0.673865,49.322309
BordaCo0,0,77,11.493553,10.791729,1.728873,72.138122
BordaCo0,0,74,13.182237,11.732129,1.498015,65.173073
BordaCo0,0,77,13.764605,12.03978,1.427587,63.954626
BordaCo0,0,79,24.905526,18.383975,0.641869,47.45813
BordaCo0,0,57,5.469474,5.660992,2.492038,77.436401
BordaCo0,0,77,9.061842,8.666761,1.949018,76.765163
BordaCo0,0,79,19.092895,16.056518,1.110649,60.348055
BordaCo0,0,79,21.980132,17.747272,0.889053,53.435824
BordaCo0,0,79,13.610132,12.370566,1.534702,69.371726
BordaCo0,0,53,5.2175,5.36576,2.442584,68.072519
BordaCo0,0,47,5.438421,5.376902,1.933735,43.238055
BordaCo0,0,69,11.415,10.858789,1.733982,72.239201
BordaCo0,0,75,9.586053,9.304751,1.835234,65.977142
BordaCo0,0,79,23.216316,17.911281,0.799826,51.043557
BordaCo0,0,57,6.509079,6.476154,2.054216,58.351538
BordaCo0,0,46,6.66,6.65226,2.041092,55.621455
BordaCo0,0,79,10.318553,9.815916,1.943035,86.472503
BordaCo0,0,79,24.627632,18.572412,0.667912,48.180164
BordaCo0,0,41,5.540658,5.303678,1.788172,37.714487
BordaCo0,0,79,14.848684,13.287682,1.462095,69.721668
BordaCo0,0,79,20.353421,16.611278,1.025265,57.903615
BordaCo0,0,79,22.458421,17.702282,0.861608,53.112232
BordaCo0,0,79,20.799737,16.635984,0.91514,53.510324
BordaCo0,0,79,25.249342,18.801097,0.64687,48.134962
BordaCo0,0,66,9.275921,8.874775,1.819372,64.986272
BordaCo0,0,78,14.665658,12.984862,1.358066,63.472141
BordaCo0,0,79,9.443158,9.154453,2.05094,85.183572
BordaCo0,0,70,10.318289,9.811138,1.881267,76.102989
BordaCo0,0,79,25.181974,18.810101,0.629541,47.111703
BordaCo0,0,78,14.607237,13.056993,1.410752,65.834692
BordaCo0,0,79,23.805395,18.304066,0.732932,49.487304
BordaCo0,0,41,5.914868,5.723289,1.819755,42.279405
BordaCo0,0,79,25.0175,18.875306,0.646372,47.806486
BordaCo0,0,35,3.670658,3.684688,2.228346,41.414485
BordaCo0,0,79,25.046711,18.646939,0.642232,47.622656
BordaCo0,0,78,15.569605,13.876846,1.384815,67.320245
BordaCo0,0,79,23.915526,18.32253,0.74862,50.35066
BordaCo0,0,73,10.222105,9.575992,1.647627,59.765358
BordaCo0,0,42,6.053421,5.94217,1.823635,42.098962
BordaCo0,0,63,8.1725,7.771641,1.907988,63.937679
BordaCo0,0,79,24.978553,18.646259,0.647124,47.045368
BordaCo0,0,29,3.695132,3.745166,1.964891,31.407153
BordaCo0,0,77,16.599079,14.126777,1.224923,61.29022
BordaCo0,0,71,8.559474,8.087784,1.873672,66.783344
BordaCo0,0,79,22.275132,17.682134,0.878097,53.571242
BordaCo0,0,79,16.198289,14.463703,1.353504,67.616031
BordaCo0,0,26,3.169342,3.263616,2.21795,33.455469
BordaCo0,0,78,16.825526,14.771936,1.294749,65.968709
BordaCo0,0,77,11.566447,11.25648,1.815269,77.982453
BordaCo0,0,68,10.606579,9.641035,1.628609,61.08049
BordaCo0,0,77,11.997632,10.866389,1.639642,70.731216
BordaCo0,0,49,5.991974,5.890174,2.059548,53.200506
BordaCo0,0,79,23.023553,17.917776,0.795016,50.969948
BordaCo0,0,78,11.888158,11.043174,1.687721,73.800227
BordaCo0,0,79,24.569211,18.581837,0.687894,49.087218
BordaCo0,0,79,22.678158,17.871927,0.830743,51.949036
BordaCo0,0,79,17.203816,14.996488,1.237209,62.995724
BordaCo0,0,76,11.933553,10.731977,1.620857,71.076878
BordaCo0,0,74,8.233026,7.912476,2.128747,79.472644
BordaCo0,0,79,14.538553,12.824189,1.377758,62.324976
BordaCo0,0,71,8.900658,8.385027,1.859983,68.42132
BordaCo0,0,77,13.845526,12.514227,1.407704,62.342474
BordaCo0,0,54,8.941447,7.895126,1.444395,42.736025
BordaCo0,0,76,10.961711,10.2792,1.766236,74.563703
BordaCo0,0,37,5.696184,5.37589,1.749645,37.804868
BordaCo0,0,79,14.578026,12.728396,1.441018,69.046358
BordaCo0,0,66,8.643289,8.060217,1.867395,67.125171
BordaCo0,0,79,22.855658,17.892205,0.834813,52.278562
BordaCo0,0,60,9.437632,8.897556,1.658086,55.940451
BordaCo0,0,79,14.376184,12.939929,1.45529,67.492276
BordaCo0,0,57,9.096579,8.306649,1.497951,45.867618
BordaCo0,0,57,8.533947,8.105345,1.834966,60.572202
BordaCo0,0,79,25.219737,18.635355,0.62115,46.662657
BordaCo0,0,74,12.775395,11.655119,1.635002,73.891578
BordaCo0,0,79,23.693289,18.363702,0.750353,50.265446
BordaCo0,0,29,4.103026,4.133247,1.88489,30.310734
BordaCo0,0,79,21.879342,17.3976,0.89764,54.09766
BordaCo0,0,57,7.241053,7.105996,1.887366,54.338437
BordaCo0,0,79,17.087237,15.139662,1.303291,67.533398
BordaCo0,0,79,24.715263,18.639675,0.664055,48.124815
BordaCo0,0,48,5.037105,5.057479,2.103155,49.581273
BordaCo0,0,79,23.184474,18.094501,0.788404,51.093089
BordaCo0,0,72,7.743816,7.772804,2.132092,77.270795
BordaCo0,0,79,24.358553,18.361143,0.676483,47.591539
BordaCo0,0,79,16.505132,14.197974,1.310909,66.188172
BordaCo0,0,77,14.947763,12.979854,1.326481,62.5172
BordaCo0,0,79,25.391053,18.808148,0.64031,46.741333
BordaCo0,0,69,11.319737,10.403359,1.648929,66.32557
BordaCo0,0,79,20.346316,16.826454,1.036374,58.716283
BordaCo0,0,76,12.780263,11.759224,1.565051,67.503978
BordaCo0,0,74,12.046579,10.759467,1.443473,58.470952
BordaCo0,0,79,23.090789,18.074453,0.771034,49.882066
BordaCo0,0,79,25.730526,18.898284,0.586699,45.871236
BordaCo0,0,79,24.986711,19.050652,0.64368,48.147845
BordaCo0,0,79,14.776842,13.092146,1.404273,66.127714
BordaCo0,0,79,17.981711,15.535585,1.206238,63.206177
BordaCo0,0,78,8.994737,9.030655,2.414356,110.322425
BordaCo0,0,73,9.633553,8.877399,1.668499,60.488612
BordaCo0,0,79,21.376184,17.647877,0.968594,57.019598
BordaCo0,0,34,4.416447,4.275434,1.913728,34.465539
BordaCo0,0,79,21.794737,17.201663,0.865756,52.153581
BordaCo0,0,79,24.158158,18.279644,0.745895,50.590537
BordaCo0,0,76,11.832895,10.864214,1.547605,63.173152
BordaCo0,0,69,10.685526,9.635716,1.536936,56.036115
BordaCo0,0,79,24.711447,18.516917,0.664992,47.543364
BordaCo0,0,79,19.111974,15.921397,1.039095,56.455776
BordaCo0,0,55,6.213421,6.0901,2.043274,58.391743
BordaCo0,0,79,23.369868,18.151639,0.780212,51.241258
BordaCo0,0,77,12.489474,11.657622,1.630744,72.526172
BordaCo0,0,70,8.479211,8.243177,2.046048,76.075578
BordaCo0,0,74,13.281711,12.173282,1.470249,64.616621
BordaCo0,0,79,23.048816,17.914174,0.784741,50.683466
BordaCo0,0,79,24.831974,18.790358,0.677385,48.957837
BordaCo0,0,75,11.915921,10.836672,1.665546,73.130399
BordaCo0,0,79,23.7625,17.969405,0.732804,49.297017
BordaCo0,0,43,3.2125,3.581142,2.882634,65.473601
BordaCo0,0,79,24.998421,18.647435,0.650311,47.473441
BordaCo0,0,79,25.255789,18.884311,0.614467,46.353029
BordaCo0,0,49,7.444605,6.936362,1.73445,48.884711
BordaCo0,0,63,8.655526,8.245862,1.827942,61.579671
BordaCo0,0,79,22.155132,17.641641,0.863725,53.521157
BordaCo0,0,76,8.868947,8.484463,2.096343,84.962121
BordaCo0,0,79,23.253026,18.163937,0.791869,51.334748
BordaCo0,0,79,12.573947,11.501387,1.69133,77.505069
BordaCo0,0,61,7.109342,7.215153,2.271893,75.636515
BordaCo0,0,79,22.735,17.76048,0.854187,52.982881
BordaCo0,0,79,14.866184,13.258339,1.509446,73.354474
BordaCo0,0,79,25.158553,18.581343,0.647049,47.524096
BordaCo0,0,79,25.38,18.576232,0.62864,47.022813
BordaCo0,0,70,8.780395,8.618237,2.030169,76.499251
BordaCo0,0,79,25.276842,18.782307,0.641567,47.806249
BordaCo0,0,30,3.224605,3.484564,2.360158,38.494516
BordaCo0,0,66,8.181579,7.994261,1.98576,67.333708
BordaCo0,0,79,18.094211,15.656118,1.210894,64.196938
BordaCo0,0,55,7.422763,7.001942,1.71386,47.983577
BordaCo0,0,79,24.778816,18.58435,0.634645,46.799617
BordaCo0,0,44,5.924079,5.710945,1.972496,48.29982
BordaCo0,0,78,16.759342,14.668023,1.280116,64.275134
BordaCo0,0,79,24.065658,18.306259,0.754507,50.308928
BordaCo0,0,55,6.504605,6.324762,1.923184,51.298862
BordaCo0,0,76,13.346974,12.030067,1.458595,63.100221
BordaCo0,0,79,22.311711,17.607768,0.856559,52.954162
BordaCo0,0,79,24.839211,18.601728,0.656541,47.419293
BordaCo0,0,59,7.588158,7.396745,1.908314,58.476991
BordaCo0,0,77,12.643158,11.502816,1.534549,65.464305
BordaCo0,0,23,2.147895,2.312004,2.070105,24.36497
BordaCo0,0,79,23.177368,17.916987,0.788872,51.202546
BordaCo0,0,79,22.815658,17.732667,0.799313,50.812159
BordaCo0,0,67,10.541711,9.619517,1.46408,50.599824
BordaCo0,0,79,13.973158,12.391824,1.418434,64.56204
BordaCo0,0,78,11.435263,10.475863,1.627256,67.213956
BordaCo0,0,48,5.093553,5.356519,2.507508,67.678957
BordaCo0,0,79,15.139737,13.904243,1.4984,74.702879
BordaCo0,0,79,24.789474,18.58802,0.666782,47.937459
BordaCo0,0,79,24.357763,18.416498,0.683461,48.758559
BordaCo0,0,79,8.782632,8.678754,2.151021,88.795204
BordaCo0,0,79,14.730658,13.250827,1.417835,66.275712
BordaCo0,0,77,18.146447,15.374411,1.163741,60.884253
BordaCo0,0,46,4.929605,5.213247,2.592792,69.943524
BordaCo0,0,58,8.021447,7.334629,1.573759,44.918406
BordaCo0,0,79,21.984211,17.468634,0.8759,53.495745
BordaCo0,0,66,9.748553,9.103871,1.752153,64.104721
BordaCo0,0,62,6.170921,6.052218,1.996556,58.917597
BordaCo0,0,79,15.996711,14.303887,1.367713,67.957251
BordaCo0,0,78,10.960395,10.206938,1.669835,69.589702
BordaCo0,0,79,12.624211,11.507416,1.575899,68.285329
BordaCo0,0,79,23.182895,18.10013,0.8073,51.530617
BordaCo0,0,79,19.627105,16.191007,1.054396,58.735163
BordaCo0,0,79,14.694737,13.631479,1.516357,73.238093
BordaCo0,0,78,20.688684,16.721926,0.989432,56.427858
BordaCo0,0,79,16.704605,14.425384,1.312373,66.864417
BordaCo0,0,79,16.276579,14.815811,1.44381,74.879124
BordaCo0,0,79,15.083553,13.320907,1.319876,61.328337
BordaCo0,0,79,14.998026,13.420654,1.475268,72.586946
BordaCo0,0,66,8.195395,8.124669,2.087152,74.881053
BordaCo0,0,67,9.831447,9.040523,1.647485,57.08579
BordaCo0,0,70,9.534868,8.841892,1.665229,59.308382
BordaCo0,0,59,7.308553,7.393911,1.98184,59.1568
BordaCo0,0,79,11.2625,10.436766,1.733357,74.09985
BordaCo0,0,79,22.186184,17.296511,0.856053,52.324129
BordaCo0,0,79,19.921053,16.591428,0.998897,55.817323
BordaCo0,0,79,18.689079,15.991315,1.155277,61.753983
BordaCo0,0,66,5.716447,5.876603,2.667776,92.957868
BordaCo0,0,78,12.267895,11.234607,1.696949,78.008951
BordaCo0,0,79,14.857763,13.573422,1.528959,75.375341
BordaCo0,0,77,13.430526,12.043585,1.460678,63.972106
BordaCo0,0,63,9.301974,9.083566,1.908429,68.224396
BordaCo0,0,79,15.528421,13.342758,1.294109,61.299679
BordaCo0,0,76,11.719737,11.001489,1.716394,74.26404
BordaCo0,0,77,10.9925,10.822513,1.914851,82.391264
BordaCo0,0,79,20.506579,16.839782,0.980478,55.977751
BordaCo0,0,79,20.120263,16.526136,1.032872,58.100307
BordaCo0,0,36,4.204079,4.258683,2.106157,41.087551
BordaCo0,0,79,20.182105,16.554432,1.015053,56.946296
BordaCo0,0,79,22.158026,17.512568,0.893053,53.844298
BordaCo0,0,20,2.5375,2.519433,1.692681,17.098139
BordaCo0,0,79,23.720263,18.073975,0.734536,49.313707
BordaCo0,0,78,17.165395,15.212007,1.339537,70.785488
BordaCo0,0,76,11.454211,10.751543,1.68969,70.430394
BordaCo0,0,79,19.963816,16.62641,1.06115,59.249686
BordaCo0,0,79,22.126316,17.543426,0.861587,52.69552
BordaCo0,0,79,23.237237,18.036222,0.793033,51.204354
BordaCo0,0,54,6.771316,6.386855,1.90713,54.589501
BordaCo0,0,20,2.877763,2.827228,1.754093,19.882348
BordaCo0,0,78,20.665263,16.906058,0.987229,56.38149
BordaCo0,0,56,8.095526,7.447833,1.778818,55.23625
BordaCo0,0,79,15.504474,13.629302,1.377208,66.72638
BordaCo0,0,79,24.590921,18.65685,0.684273,48.538095
BordaCo0,0,79,20.300263,16.693313,1.047202,59.06432
BordaCo0,0,79,14.400395,13.233001,1.589277,76.711127
BordaCo0,0,50,7.514605,6.931387,1.639736,44.704397
BordaCo0,0,47,6.106974,5.875921,2.011167,52.462108
BordaCo0,0,54,6.913684,6.765152,1.987101,57.574959
BordaCo0,0,69,11.75,10.865766,1.59948,65.281023
BordaCo0,0,79,18.616447,15.990009,1.202365,64.814363
BordaCo0,0,79,20.331711,16.851693,1.021808,57.883958
BordaCo0,0,79,24.458553,18.486948,0.681648,48.422954
BordaCo0,0,79,21.325921,17.19959,0.929241,54.401549
BordaCo0,0,79,19.700263,16.278983,1.044562,57.685332
BordaCo0,0,61,8.127895,7.746176,1.757809,55.729534
BordaCo0,0,24,2.546447,2.584763,1.915435,22.598665
BordaCo0,0,56,6.319605,6.176246,1.970006,52.821972
BordaCo0,0,77,12.831842,11.648035,1.576213,70.311913
BordaCo0,0,79,16.149079,14.311442,1.368229,69.131621
BordaCo0,0,77,14.371316,12.672645,1.419976,66.138943
BordaCo0,0,79,22.869605,17.906878,0.80442,51.196188
BordaCo0,0,78,13.050921,11.694479,1.615604,73.846103
BordaCo0,0,78,18.563158,15.9307,1.150849,61.086122
BordaCo0,0,25,2.543158,2.662108,2.227175,30.109851
BordaCo0,0,57,8.385921,7.813922,1.731608,53.611038
BordaCo0,0,77,10.257105,9.433204,1.693233,64.062543
BordaCo0,0,15,1.855658,1.886505,1.713969,13.698079
BordaCo0,0,79,22.489342,17.661347,0.820114,51.090669
BordaCo0,0,78,18.093684,15.685492,1.219535,63.854893
BordaCo0,0,79,18.724079,15.614755,1.080486,57.734021
BordaCo0,0,65,8.786053,8.438158,2.007263,74.23766
BordaCo0,0,44,4.557105,4.768678,2.453735,58.858723
BordaCo0,0,64,8.366447,8.31978,2.066622,74.457887
BordaCo0,0,50,4.459737,4.48997,2.441754,63.214791
BordaCo0,0,68,9.132895,9.262344,2.102824,82.137669
BordaCo0,0,73,6.116974,6.163646,2.589152,98.687037
BordaCo0,0,79,20.118553,16.364114,0.969612,54.333334
BordaCo0,0,79,23.0175,18.134928,0.833671,52.711964
BordaCo0,0,79,19.720263,16.25462,1.055088,58.598392
BordaCo0,0,79,25.084605,18.746423,0.66326,48.286556
BordaCo0,0,78,9.402763,9.08687,2.017969,84.356903
BordaCo0,0,79,19.363026,15.999516,1.021535,55.91694
BordaCo0,0,79,23.099474,17.749599,0.769561,49.74416
BordaCo0,0,76,17.574079,14.788728,1.173718,59.801013
BordaCo0,0,68,6.965,6.8891,2.076088,68.278078
BordaCo0,0,52,5.928553,5.794657,2.120689,57.308244
BordaCo0,0,69,5.282368,5.682395,3.030287,113.039053
BordaCo0,0,67,8.936184,8.494898,1.854881,67.793846
BordaCo0,0,79,13.252237,12.031786,1.552269,70.537968
BordaCo0,0,79,22.361053,17.467373,0.844502,51.973534
BordaCo0,0,17,2.494342,2.463864,1.640364,15.540615
BordaCo0,0,34,2.995658,3.096536,2.478475,45.426987
BordaCo0,0,21,2.625526,2.756935,2.193688,27.096243
BordaCo0,0,79,13.306711,11.940577,1.52417,68.635843
BordaCo0,0,79,20.253158,16.334646,0.967316,55.240784
BordaCo0,0,77,17.309605,14.729756,1.199829,60.527323
BordaCo0,0,79,22.928026,17.878014,0.807565,51.363978
BordaCo0,0,33,4.285,4.188875,1.847199,32.333213
BordaCo0,0,79,24.878816,18.587887,0.650325,47.472636
BordaCo0,0,75,12.234079,11.280401,1.699845,77.242977
BordaCo0,0,53,7.049474,7.019928,1.949478,55.059824
BordaCo0,0,76,11.387632,10.967158,1.836036,79.563112
BordaCo0,0,79,15.962632,14.531999,1.420595,71.739054
BordaCo0,0,79,23.056184,17.844257,0.794837,51.344155
BordaCo0,0,79,22.809737,17.813854,0.798558,51.520492
BordaCo0,0,79,24.7925,18.888857,0.675238,48.164147
BordaCo0,0,26,2.609605,2.81167,2.420803,35.149014
BordaCo0,0,79,24.072368,18.152621,0.71705,49.350095
BordaCo0,0,79,14.530132,13.146478,1.552344,75.446058
BordaCo0,0,79,17.858026,15.184986,1.230625,64.495433
BordaCo0,0,79,17.767763,15.144176,1.227866,64.476243
BordaCo0,0,79,19.499079,16.031823,1.011168,55.207849
BordaCo0,0,77,7.966842,8.010886,2.252755,87.995808
BordaCo0,0,43,4.651053,4.564762,2.024973,43.988653
BordaCo0,0,75,13.875395,12.625095,1.409621,62.297061
BordaCo0,0,48,7.750789,7.106854,1.553637,42.388672
BordaCo0,0,79,14.518158,13.126132,1.427601,66.818786
BordaCo0,0,79,12.540789,11.47037,1.627194,73.051905
BordaCo0,0,77,9.564342,8.933413,1.885369,76.487422
BordaCo0,0,78,13.478553,12.121384,1.463716,65.397669
BordaCo0,0,79,24.797895,18.768169,0.687422,49.219994
BordaCo0,0,78,12.888684,11.539474,1.5725,71.447618
BordaCo0,0,77,13.097237,11.61348,1.400623,59.221266
BordaCo0,0,79,24.182237,18.308316,0.714468,48.436444
BordaCo0,0,57,9.777895,9.02536,1.478123,47.404678
BordaCo0,0,79,25.078816,18.828212,0.674821,48.113364
BordaCo0,0,78,13.502105,12.61421,1.578522,72.592698
BordaCo0,0,79,23.525658,17.929438,0.723112,48.4055
BordaCo0,0,79,24.831053,18.547269,0.643918,47.663391
BordaCo0,0,75,12.142895,11.093626,1.615757,68.5942
BordaCo0,0,72,11.766711,10.505227,1.527357,61.210362
BordaCo0,0,48,6.851974,6.511735,1.712158,43.364668
BordaCo0,0,79,25.361053,19.140637,0.631314,47.35754
BordaCo0,0,59,9.057895,8.546279,1.677476,54.296266
BordaCo0,0,52,5.847105,5.690335,2.228533,66.921242
