@relation testset

@attribute class {BordaCo0,Stochas1,Stochas2,Copelan3,LocalKe4,PickAPe5}
@attribute CanberraDistanceMin numeric
@attribute CanberraDistanceMax numeric
@attribute CanberraDistanceMean numeric
@attribute CanberraDistanceStandardDeviation numeric
@attribute CanberraDistanceSkewness numeric
@attribute CanberraDistanceKurtosis numeric
@attribute KendallTauMin numeric
@attribute KendallTauMax numeric
@attribute KendallTauMean numeric
@attribute KendallTauStandardDeviation numeric
@attribute KendallTauSkewness numeric
@attribute KendallTauKurtosis numeric
@attribute CayleyDistanceMin numeric
@attribute CayleyDistanceMax numeric
@attribute CayleyDistanceMean numeric
@attribute CayleyDistanceStandardDeviation numeric
@attribute CayleyDistanceSkewness numeric
@attribute CayleyDistanceKurtosis numeric
@attribute LevenshteinDistanceMin numeric
@attribute LevenshteinDistanceMax numeric
@attribute LevenshteinDistanceMean numeric
@attribute LevenshteinDistanceStandardDeviation numeric
@attribute LevenshteinDistanceSkewness numeric
@attribute LevenshteinDistanceKurtosis numeric
@attribute LMaxMin numeric
@attribute LMaxMax numeric
@attribute LMaxMean numeric
@attribute LMaxStandardDeviation numeric
@attribute LMaxSkewness numeric
@attribute LMaxKurtosis numeric
@attribute LAbsMin numeric
@attribute LAbsMax numeric
@attribute LAbsMean numeric
@attribute LAbsStandardDeviation numeric
@attribute LAbsSkewness numeric
@attribute LAbsKurtosis numeric
@attribute LSquareMin numeric
@attribute LSquareMax numeric
@attribute LSquareMean numeric
@attribute LSquareStandardDeviation numeric
@attribute LSquareSkewness numeric
@attribute LSquareKurtosis numeric

@data
BordaCo0,0.586123,0.789785,0.692537,0.041428,0.018123,0.10512,0.383544,0.601899,0.491732,0.039199,0.215735,0.106915,0.860759,1,0.931379,0.027216,0.009338,0.076183,0.759494,0.873418,0.820653,0.020006,-0.241681,0.063196,0.759494,1,0.911193,0.05181,-0.407303,0.133642,0.52625,0.794375,0.653763,0.049633,0.206858,0.128159,0.57446,0.808621,0.697015,0.041435,0.059331,0.111498
BordaCo0,0.580402,0.789576,0.68662,0.040372,0.129356,0.098682,0.375949,0.577848,0.485301,0.037819,0.184715,0.104708,0.860759,0.987342,0.932512,0.027213,-0.215379,0.066747,0.772152,0.860759,0.819654,0.018626,-0.331799,0.053964,0.746835,1,0.910393,0.051096,-0.573419,0.154177,0.509375,0.76,0.644776,0.048437,0.167054,0.129213,0.564759,0.78599,0.690498,0.040419,0.054637,0.112621
BordaCo0,0.577556,0.781852,0.692906,0.038752,-0.09783,0.099388,0.38481,0.581646,0.493284,0.038363,0.093944,0.106325,0.860759,0.987342,0.938041,0.02508,-0.219075,0.06779,0.759494,0.860759,0.821452,0.020655,-0.491854,0.068504,0.746835,1,0.919853,0.049009,-0.698733,0.156206,0.506875,0.756875,0.653174,0.046894,-0.099977,0.131937,0.579852,0.785087,0.698954,0.040372,-0.072146,0.112297
BordaCo0,0.557507,0.791916,0.695554,0.037451,-0.27507,0.122716,0.332595,0.597152,0.494002,0.037152,-0.407377,0.171461,0.835443,0.987342,0.935177,0.026364,-0.453987,0.09162,0.772152,0.873418,0.824184,0.019452,-0.2379,0.052628,0.759494,1,0.913391,0.05647,-0.553329,0.148108,0.454375,0.7925,0.655546,0.046699,-0.440573,0.207824,0.507342,0.803692,0.69943,0.039824,-0.729824,0.216719
BordaCo0,0.552019,0.80837,0.687857,0.0403,-0.190747,0.139097,0.376899,0.586709,0.48195,0.037422,0.211183,0.111994,0.835443,1,0.932512,0.029985,-0.364925,0.088114,0.759494,0.860759,0.819187,0.02186,-0.354075,0.060643,0.772152,1,0.905929,0.049441,-0.248356,0.120623,0.498125,0.780625,0.643855,0.047149,0.08518,0.163416,0.573143,0.79031,0.686938,0.039708,0.081417,0.117905
BordaCo0,0.584957,0.797962,0.68936,0.041539,0.154358,0.103873,0.372152,0.615823,0.489184,0.03837,0.10864,0.125601,0.848101,0.974684,0.923784,0.02764,-0.382575,0.073793,0.759494,0.860759,0.818121,0.021852,-0.299442,0.063976,0.78481,1,0.910127,0.048966,-0.573915,0.131921,0.514375,0.809375,0.649046,0.049982,0.178892,0.142188,0.550157,0.822518,0.694305,0.040981,-0.053257,0.140262
BordaCo0,0.585952,0.787321,0.685545,0.039103,0.206469,0.10592,0.409177,0.600316,0.488814,0.037096,0.358903,0.103916,0.835443,1,0.919387,0.033266,-0.247691,0.087094,0.772152,0.860759,0.818055,0.01892,-0.083907,0.05052,0.746835,1,0.908328,0.049648,-0.419433,0.147934,0.548125,0.77875,0.645961,0.046111,0.37285,0.122692,0.606458,0.802868,0.694336,0.039616,0.201527,0.104408
BordaCo0,0.543303,0.79579,0.690917,0.040096,-0.1528,0.145046,0.414873,0.593038,0.490646,0.035387,0.212669,0.092941,0.835443,0.987342,0.935243,0.025073,-0.814564,0.113254,0.759494,0.860759,0.822652,0.020941,-0.604018,0.070012,0.746835,1,0.913524,0.051823,-0.506675,0.165106,0.53875,0.77375,0.65322,0.044876,0.056823,0.129775,0.609014,0.799063,0.696046,0.037221,0.123931,0.095353
BordaCo0,0.562353,0.822458,0.700033,0.041161,-0.209986,0.141567,0.375316,0.615506,0.498113,0.037873,-0.189445,0.124011,0.835443,0.987342,0.930247,0.028118,-0.814392,0.114989,0.772152,0.860759,0.825316,0.019662,-0.115952,0.045471,0.78481,1,0.916123,0.046012,-0.378641,0.12676,0.49625,0.811875,0.660191,0.048925,-0.18298,0.167773,0.569532,0.815204,0.70385,0.039874,-0.36803,0.132205
BordaCo0,0.576169,0.803418,0.689542,0.04001,0.088936,0.10726,0.390823,0.634494,0.485878,0.039184,0.427735,0.140722,0.860759,1,0.93531,0.024857,-0.325139,0.072903,0.759494,0.873418,0.820986,0.019763,-0.352629,0.058217,0.78481,1,0.911592,0.049205,-0.387725,0.124659,0.5325,0.8,0.647109,0.048599,0.29717,0.151035,0.575388,0.831595,0.690864,0.041415,0.224058,0.138122
BordaCo0,0.512456,0.770599,0.663188,0.044721,-0.289882,0.13268,0.33481,0.591456,0.467262,0.042915,-0.157594,0.128079,0.772152,0.974684,0.89034,0.036898,-0.208391,0.102114,0.734177,0.860759,0.805197,0.025203,-0.295245,0.076598,0.78481,1,0.924184,0.047876,-0.707962,0.149784,0.443125,0.754375,0.610954,0.053492,-0.235372,0.155625,0.518809,0.797331,0.671659,0.046341,-0.333113,0.145791
BordaCo0,0.55445,0.807982,0.689705,0.044526,-0.325705,0.136917,0.37943,0.604114,0.488678,0.041926,-0.038995,0.114252,0.860759,0.987342,0.935909,0.02723,-0.470209,0.079415,0.746835,0.873418,0.82032,0.021493,-0.481183,0.07623,0.772152,1,0.909993,0.051086,-0.413835,0.130277,0.514375,0.805,0.649273,0.052887,-0.136173,0.144772,0.57256,0.810807,0.693615,0.044597,-0.171127,0.120348
BordaCo0,0.568881,0.799363,0.685954,0.042409,-0.191355,0.136584,0.391772,0.580696,0.481755,0.039186,0.034277,0.10815,0.860759,0.987342,0.928181,0.026896,-0.269026,0.074147,0.746835,0.873418,0.817388,0.022615,-0.098418,0.063454,0.772152,1,0.910859,0.049331,-0.382318,0.139226,0.5175,0.763125,0.640806,0.050235,-0.058148,0.143459,0.581295,0.784662,0.686723,0.041602,-0.113343,0.115896
BordaCo0,0.559578,0.821501,0.692131,0.042477,-0.010752,0.134402,0.40538,0.59462,0.493136,0.03785,0.020314,0.10638,0.848101,0.987342,0.923451,0.028491,-0.035167,0.075576,0.746835,0.860759,0.822585,0.019588,-0.578763,0.076535,0.772152,1,0.910127,0.050725,-0.457155,0.14764,0.538125,0.793125,0.654115,0.048216,0.036852,0.139941,0.595016,0.799305,0.698509,0.040106,-0.117439,0.113165
BordaCo0,0.570997,0.807774,0.694924,0.041043,-0.140269,0.125761,0.372468,0.589557,0.493907,0.038425,-0.189906,0.113439,0.873418,0.987342,0.940706,0.023032,-0.253301,0.067283,0.759494,0.860759,0.822518,0.019694,-0.694501,0.074669,0.759494,1,0.915523,0.04826,-0.673754,0.1566,0.51375,0.764375,0.656355,0.048298,-0.221527,0.129011,0.56123,0.791244,0.699444,0.040822,-0.360883,0.127109
BordaCo0,0.599479,0.838388,0.701862,0.040136,0.119136,0.129664,0.397152,0.614557,0.500968,0.040513,0.206527,0.120857,0.860759,1,0.941706,0.023972,-0.190331,0.064872,0.759494,0.873418,0.824051,0.020268,-0.417119,0.07404,0.708861,1,0.914724,0.050423,-0.913754,0.224185,0.5425,0.815625,0.667003,0.049416,0.141267,0.14708,0.589882,0.823664,0.707086,0.042489,0.013216,0.124705
BordaCo0,0.591906,0.777385,0.684381,0.038954,0.014332,0.097908,0.393038,0.586076,0.485735,0.038263,-0.00947,0.102504,0.835443,0.974684,0.922252,0.028262,-0.590453,0.08774,0.759494,0.860759,0.816855,0.020684,-0.135793,0.05566,0.721519,1,0.913125,0.050436,-0.510263,0.18423,0.529375,0.748125,0.64199,0.047475,-0.030771,0.113438,0.580509,0.785214,0.690999,0.040902,-0.223015,0.111855
BordaCo0,0.570899,0.804421,0.692218,0.041274,-0.067034,0.125608,0.380696,0.593354,0.492921,0.040265,-0.292369,0.114474,0.848101,0.987342,0.920187,0.027308,-0.059111,0.075908,0.746835,0.873418,0.817055,0.020963,-0.28139,0.066713,0.772152,1,0.917522,0.049517,-0.442173,0.145602,0.518125,0.788125,0.651388,0.049867,-0.119179,0.148945,0.570848,0.797191,0.698347,0.042885,-0.429793,0.127018
BordaCo0,0.579142,0.780073,0.69238,0.042509,-0.184896,0.104003,0.392405,0.60538,0.491148,0.042197,0.105766,0.117286,0.835443,0.987342,0.925716,0.027728,-0.516398,0.089261,0.759494,0.873418,0.818787,0.022551,-0.345041,0.074733,0.759494,1,0.916123,0.049029,-0.808864,0.164255,0.515,0.771875,0.650648,0.051956,-0.036654,0.129299,0.59323,0.807105,0.696517,0.044663,-0.030689,0.11823
BordaCo0,0.59429,0.819067,0.692618,0.040648,0.068056,0.126524,0.399051,0.610127,0.491662,0.038528,0.092802,0.117966,0.860759,1,0.937242,0.028567,-0.32432,0.081713,0.746835,0.873418,0.820053,0.021579,-0.471328,0.066963,0.734177,1,0.916322,0.051714,-0.475666,0.140834,0.5325,0.815,0.651095,0.049931,0.041954,0.160133,0.593971,0.814463,0.696918,0.040598,-0.091595,0.124035
BordaCo0,0.541041,0.796106,0.667963,0.041013,0.08352,0.145219,0.377848,0.573101,0.469763,0.035762,0.155471,0.105171,0.78481,0.974684,0.90513,0.037477,-0.633751,0.126223,0.746835,0.860759,0.806596,0.024849,-0.233841,0.062181,0.708861,1,0.904064,0.053297,-0.558934,0.175439,0.499375,0.748125,0.619118,0.04689,0.236056,0.139452,0.563241,0.777783,0.674719,0.038516,-0.014423,0.11388
BordaCo0,0.583768,0.805073,0.698453,0.042309,-0.036231,0.123156,0.386709,0.594304,0.49784,0.042918,-0.041399,0.11623,0.860759,1,0.937975,0.024246,-0.241391,0.081168,0.772152,0.873418,0.82445,0.019945,0.02471,0.053686,0.746835,1,0.909194,0.050259,-0.295252,0.137708,0.54,0.77625,0.66198,0.052136,-0.025248,0.136966,0.580145,0.797382,0.70326,0.045276,-0.211552,0.128137
BordaCo0,0.597248,0.776576,0.689937,0.036958,-0.024158,0.094646,0.402532,0.603797,0.490656,0.036943,0.029688,0.105205,0.873418,0.987342,0.934577,0.024754,-0.181544,0.069613,0.772152,0.873418,0.821452,0.019608,-0.087529,0.056457,0.746835,1,0.914191,0.053442,-0.695595,0.164483,0.545625,0.7725,0.650543,0.045841,-0.016076,0.123321,0.59239,0.805717,0.695991,0.039646,-0.136705,0.111802
BordaCo0,0.564358,0.788618,0.694067,0.041529,-0.193114,0.122275,0.376899,0.590506,0.493817,0.041444,-0.240597,0.115841,0.848101,1,0.934577,0.026339,-0.346717,0.078006,0.746835,0.873418,0.824517,0.022615,-0.477594,0.068944,0.734177,1,0.91066,0.04877,-0.831666,0.211528,0.535625,0.76375,0.654997,0.049959,-0.178448,0.127502,0.565319,0.796529,0.699184,0.044212,-0.400623,0.129809
BordaCo0,0.586194,0.814371,0.683463,0.041109,0.173955,0.127931,0.398418,0.607278,0.491098,0.038334,0.237282,0.116017,0.835443,1,0.91972,0.030578,-0.174524,0.084151,0.746835,0.873418,0.81952,0.021739,-0.45119,0.076194,0.78481,1,0.918721,0.048561,-0.517509,0.131901,0.53875,0.806875,0.643727,0.049331,0.291985,0.155702,0.590319,0.817558,0.69667,0.040623,0.077606,0.121072
BordaCo0,0.581392,0.800498,0.694557,0.039483,-0.198892,0.110566,0.369937,0.60538,0.492563,0.039401,-0.124176,0.128339,0.873418,1,0.940107,0.025003,-0.277013,0.061456,0.759494,0.873418,0.821586,0.021776,-0.16957,0.063487,0.759494,1,0.910793,0.048789,-0.252952,0.130698,0.501875,0.765,0.65524,0.048166,-0.272643,0.14656,0.552484,0.803707,0.697628,0.042125,-0.369635,0.144763
BordaCo0,0.576197,0.775164,0.679815,0.037061,-0.276867,0.108028,0.377848,0.59462,0.477936,0.036208,-0.154112,0.108069,0.810127,0.974684,0.909727,0.032334,-0.129855,0.086669,0.746835,0.860759,0.813524,0.022556,-0.301841,0.060987,0.734177,1,0.901666,0.04791,-0.463156,0.148511,0.518125,0.731875,0.632105,0.043898,-0.24565,0.120134,0.563221,0.803364,0.683184,0.039035,-0.301838,0.120281
BordaCo0,0.583255,0.795714,0.697331,0.039899,-0.207428,0.121189,0.388608,0.617405,0.496226,0.039549,0.055056,0.111562,0.873418,1,0.940706,0.024796,-0.147513,0.065839,0.759494,0.860759,0.821119,0.020197,-0.359719,0.057511,0.759494,1,0.918454,0.053727,-0.643705,0.154439,0.524375,0.794375,0.658911,0.048266,-0.024053,0.144775,0.587253,0.818217,0.701932,0.0412,-0.046681,0.113154
BordaCo0,0.568768,0.778226,0.677905,0.041761,-0.025543,0.110636,0.365506,0.562342,0.479812,0.038034,-0.184477,0.10769,0.822785,1,0.92505,0.030813,-0.439974,0.098614,0.759494,0.860759,0.816722,0.021407,-0.251708,0.058482,0.708861,1,0.906462,0.057108,-0.539715,0.179374,0.50375,0.745625,0.635734,0.048392,-0.104759,0.132363,0.561167,0.773772,0.684433,0.04123,-0.314974,0.122579
BordaCo0,0.577615,0.798017,0.700551,0.040127,-0.26621,0.118577,0.39557,0.596519,0.498459,0.038457,-0.01507,0.111593,0.873418,1,0.942905,0.026576,-0.379382,0.074053,0.746835,0.873418,0.82565,0.019159,-0.404863,0.075168,0.78481,1,0.91519,0.046354,-0.278794,0.114955,0.54,0.78,0.662816,0.047386,-0.120616,0.14081,0.591112,0.802496,0.704566,0.040184,-0.146513,0.120682
BordaCo0,0.594924,0.816606,0.696505,0.041521,-0.000807,0.119071,0.387975,0.621835,0.495979,0.039554,0.301232,0.1323,0.873418,0.987342,0.927915,0.025054,-0.190765,0.056638,0.772152,0.860759,0.822585,0.019501,-0.172207,0.048516,0.772152,1,0.920853,0.047183,-0.614649,0.146917,0.520625,0.806875,0.656918,0.049789,0.156326,0.153412,0.577421,0.821641,0.701893,0.041543,0.08139,0.131733
BordaCo0,0.598035,0.775025,0.690662,0.039941,-0.323688,0.106883,0.385127,0.573734,0.487152,0.039116,-0.114856,0.104162,0.860759,1,0.932845,0.025946,-0.117046,0.077808,0.772152,0.860759,0.820853,0.020173,-0.32683,0.04941,0.683544,1,0.909993,0.047333,-0.81213,0.239757,0.529375,0.76875,0.648497,0.048184,-0.179256,0.135321,0.57548,0.783181,0.692201,0.04169,-0.276101,0.116534
BordaCo0,0.598534,0.805959,0.696566,0.036669,0.140178,0.105107,0.396519,0.600633,0.494469,0.037388,0.187499,0.119557,0.886076,1,0.941572,0.023716,-0.253306,0.062953,0.759494,0.860759,0.821119,0.020239,-0.549636,0.057666,0.772152,1,0.912258,0.050266,-0.561461,0.136176,0.545,0.79625,0.656855,0.045653,0.251181,0.13738,0.586085,0.804756,0.700446,0.039551,-0.037689,0.123974
BordaCo0,0.593305,0.80095,0.688216,0.037738,0.182932,0.112532,0.374051,0.594304,0.484347,0.038324,0.210068,0.13705,0.835443,1,0.931379,0.028488,-0.577299,0.089898,0.759494,0.860759,0.817921,0.019327,-0.2686,0.053441,0.746835,1,0.90433,0.050306,-0.488055,0.154715,0.52,0.785625,0.644023,0.047581,0.172757,0.163641,0.561564,0.805826,0.689173,0.041373,0.003494,0.147686
BordaCo0,0.555601,0.794301,0.694128,0.039193,-0.110975,0.132336,0.408544,0.599367,0.493346,0.038672,0.057185,0.101237,0.860759,0.987342,0.933444,0.026206,-0.457707,0.07689,0.759494,0.860759,0.823784,0.019862,-0.44123,0.058798,0.721519,1,0.913191,0.049224,-0.696906,0.184238,0.51625,0.770625,0.654424,0.04846,-0.087186,0.129146,0.605753,0.803794,0.698776,0.040715,-0.036605,0.10423
BordaCo0,0.576266,0.767912,0.684623,0.036569,-0.314739,0.105926,0.38038,0.575633,0.485646,0.035115,-0.127434,0.102374,0.848101,1,0.921652,0.02772,-0.052508,0.081264,0.746835,0.860759,0.817722,0.021685,-0.390189,0.076216,0.721519,1,0.915789,0.050442,-0.825611,0.203165,0.520625,0.73875,0.640727,0.042616,-0.150271,0.127919,0.583459,0.78499,0.690859,0.037314,-0.225332,0.108374
BordaCo0,0.589274,0.787715,0.692761,0.040331,-0.320345,0.111279,0.398101,0.59557,0.491397,0.037963,0.09756,0.113703,0.797468,1,0.92505,0.031889,-0.533523,0.119135,0.746835,0.860759,0.817921,0.022475,-0.447466,0.081239,0.772152,1,0.908594,0.045238,-0.416096,0.126014,0.51875,0.771875,0.652842,0.047533,-0.142748,0.135242,0.601383,0.796249,0.697447,0.039643,-0.072095,0.114163
BordaCo0,0.538556,0.788073,0.694467,0.041469,-0.751478,0.165497,0.364241,0.577215,0.495253,0.038264,-0.552005,0.136363,0.873418,1,0.94044,0.023655,-0.194804,0.063272,0.772152,0.860759,0.823718,0.02088,-0.385054,0.054121,0.658228,1,0.913791,0.052523,-0.93985,0.260755,0.4875,0.764375,0.656497,0.048398,-0.65442,0.188351,0.562679,0.785199,0.700956,0.041136,-0.681441,0.156479
BordaCo0,0.588861,0.793364,0.699191,0.03972,-0.350786,0.12241,0.400316,0.577215,0.496902,0.037274,-0.173796,0.10028,0.860759,0.987342,0.935776,0.024555,-0.510393,0.076045,0.759494,0.873418,0.823718,0.020182,-0.182901,0.061247,0.759494,1,0.912525,0.049483,-0.631754,0.179149,0.5225,0.7725,0.660832,0.045963,-0.160537,0.137658,0.597541,0.784654,0.70281,0.039404,-0.293142,0.107263
BordaCo0,0.563633,0.786128,0.696039,0.041208,-0.272417,0.120951,0.379747,0.599684,0.49287,0.039406,-0.217525,0.123479,0.873418,1,0.942638,0.025138,-0.39885,0.071927,0.759494,0.873418,0.82465,0.020284,-0.494129,0.066386,0.721519,1,0.911259,0.052336,-0.609088,0.169825,0.505625,0.7675,0.655638,0.049412,-0.250875,0.140971,0.561261,0.803634,0.697886,0.042165,-0.385864,0.137271
BordaCo0,0.590994,0.820195,0.691091,0.041796,0.116825,0.131773,0.402532,0.593671,0.490521,0.040765,0.083036,0.103108,0.822785,0.987342,0.921985,0.030373,-0.433812,0.092536,0.759494,0.873418,0.821519,0.020598,-0.190408,0.066123,0.721519,1,0.908461,0.047875,-0.730369,0.187673,0.52625,0.8025,0.649859,0.051382,0.126784,0.144077,0.596688,0.801026,0.695672,0.043245,-0.056089,0.109532
BordaCo0,0.559848,0.805582,0.68925,0.039689,-0.129227,0.139868,0.385127,0.594937,0.48809,0.036949,0.272922,0.114906,0.810127,0.987342,0.926516,0.027669,-0.454947,0.10561,0.759494,0.860759,0.819121,0.020226,-0.504648,0.069098,0.759494,1,0.90453,0.051321,-0.641387,0.153323,0.519375,0.785,0.646553,0.046099,0.150139,0.138961,0.567068,0.79697,0.693119,0.038984,0.020268,0.122699
BordaCo0,0.567052,0.758672,0.666199,0.041961,-0.268896,0.103597,0.385443,0.561709,0.470625,0.038235,-0.047698,0.095739,0.797468,0.962025,0.88974,0.036538,-0.362043,0.107617,0.734177,0.860759,0.804664,0.026275,-0.308879,0.072399,0.759494,1,0.905929,0.047528,-0.362779,0.135872,0.516875,0.726875,0.616493,0.048885,-0.055571,0.118313,0.580367,0.764675,0.674638,0.041322,-0.176957,0.105871
BordaCo0,0.579867,0.779634,0.694012,0.03777,-0.362054,0.118251,0.386076,0.573734,0.490413,0.03679,-0.259646,0.107711,0.848101,0.987342,0.937642,0.026152,-0.288487,0.078362,0.759494,0.873418,0.82465,0.019779,-0.336212,0.063904,0.746835,1,0.915323,0.050805,-0.797275,0.171836,0.514375,0.77625,0.652947,0.046079,-0.339999,0.151246,0.582876,0.781384,0.695631,0.039617,-0.358408,0.12073
